model1,model2,feature,rbo
gemma3_4b,gptoss20b,Build photo collage,0.26886061769700204
gemma3_4b,gptoss20b,Collaborate with others,0.4696537253424235
gemma3_4b,gptoss20b,Go Live,0.27594196107185415
gemma3_4b,gptoss20b,Keeping up with friends,0.548576263419374
gemma3_4b,gptoss20b,List items for sale,0.68393950542621
gemma3_4b,gptoss20b,Photo effects,0.39224891759938835
gemma3_4b,gptoss20b,Play games,0.09625079455351074
gemma3_4b,gptoss20b,Play playlist on shuffle mode,0.8060248413059515
gemma3_4b,gptoss20b,Rate movies,0.33466982958713826
gemma3_4b,gptoss20b,Search for offer on item,0.15976034299576497
gemma3_4b,gptoss20b,Send files,0.09311303241930959
gemma3_4b,gptoss20b,Watch streams,0.5173267805091512
gemma3_4b,gptoss20b,Write notes,0.7341368769637152
gemma3_4b,mistral_open,Access to podcasts,0.5040754382292935
gemma3_4b,mistral_open,Broadcast messages to multiple contacts,0.5066765015083176
gemma3_4b,mistral_open,Build photo collage,0.22950603420442056
gemma3_4b,mistral_open,Collaborate with others,0.521099946499154
gemma3_4b,mistral_open,Go Live,0.19004046709398853
gemma3_4b,mistral_open,Keeping up with friends,0.3986251780435417
gemma3_4b,mistral_open,Photo effects,0.20253371454867092
gemma3_4b,mistral_open,Play games,0.16797084114211042
gemma3_4b,mistral_open,Play playlist on shuffle mode,0.8241893999318831
gemma3_4b,mistral_open,Rate movies,0.20229848080546559
gemma3_4b,mistral_open,Search for offer on item,0.04035562613821988
gemma3_4b,mistral_open,Watch streams,0.5515504800935889
gemma3_4b,mistral_open,Write notes,0.6366211055243373
gemma3_4b,deepseekr1_8b,Access to movies,0.7989127353278879
gemma3_4b,deepseekr1_8b,Access to podcasts,0.5064275470155123
gemma3_4b,deepseekr1_8b,Broadcast messages to multiple contacts,0.45767755642185826
gemma3_4b,deepseekr1_8b,Build photo collage,0.3286696222041674
gemma3_4b,deepseekr1_8b,Collaborate with others,0.36768559901439263
gemma3_4b,deepseekr1_8b,Go Live,0.08640166316106428
gemma3_4b,deepseekr1_8b,Keeping up with friends,0.4342966261425427
gemma3_4b,deepseekr1_8b,List items for sale,0.5850330666380686
gemma3_4b,deepseekr1_8b,Photo effects,0.201208412540476
gemma3_4b,deepseekr1_8b,Play games,0.18228953781073476
gemma3_4b,deepseekr1_8b,Play playlist on shuffle mode,0.8175052843795865
gemma3_4b,deepseekr1_8b,Rate movies,0.3079034234520158
gemma3_4b,deepseekr1_8b,Search for offer on item,0.10283009864601449
gemma3_4b,deepseekr1_8b,Send files,0.31210707244975167
gemma3_4b,deepseekr1_8b,Watch streams,0.5340851412024755
gemma3_4b,deepseekr1_8b,Write notes,0.669924326343458
gemma3_4b,openai,Access to movies,0.8557617801446699
gemma3_4b,openai,Access to podcasts,0.624086204105523
gemma3_4b,openai,Broadcast messages to multiple contacts,0.441560013147378
gemma3_4b,openai,Build photo collage,0.22364328098506006
gemma3_4b,openai,Collaborate with others,0.3783580585492583
gemma3_4b,openai,Go Live,0.4434965272151328
gemma3_4b,openai,Keeping up with friends,0.6100433864560132
gemma3_4b,openai,List items for sale,0.6784281666188647
gemma3_4b,openai,Photo effects,0.3726627113158024
gemma3_4b,openai,Play games,0.00022468967014197395
gemma3_4b,openai,Play playlist on shuffle mode,0.7965188865383525
gemma3_4b,openai,Rate movies,0.3374921125528039
gemma3_4b,openai,Search for offer on item,0.21275151641183104
gemma3_4b,openai,Send files,0.4677544066802497
gemma3_4b,openai,Watch streams,0.171579732892609
gemma3_4b,openai,Write notes,0.6937687937877272
gemma3_4b,gemini,Access to movies,0.6756707522871462
gemma3_4b,gemini,Access to podcasts,0.5900978031004845
gemma3_4b,gemini,Broadcast messages to multiple contacts,0.11290685489452795
gemma3_4b,gemini,Build photo collage,0.1578087366360571
gemma3_4b,gemini,Collaborate with others,0.38130299345220303
gemma3_4b,gemini,Go Live,0.4384480012828913
gemma3_4b,gemini,Keeping up with friends,0.46114152435841843
gemma3_4b,gemini,List items for sale,0.6922566765644952
gemma3_4b,gemini,Photo effects,0.3923000293141461
gemma3_4b,gemini,Play games,0.11243432955338925
gemma3_4b,gemini,Play playlist on shuffle mode,0.45512387092166556
gemma3_4b,gemini,Rate movies,0.3529014687558187
gemma3_4b,gemini,Search for offer on item,0.1608285183818329
gemma3_4b,gemini,Send files,0.5580168076648963
gemma3_4b,gemini,Watch streams,0.21591018123395145
gemma3_4b,gemini,Write notes,0.6008638563058422
gemma3_4b,anthropic,Access to movies,0.866274862105004
gemma3_4b,anthropic,Access to podcasts,0.6545123827433622
gemma3_4b,anthropic,Broadcast messages to multiple contacts,0.40848599947310565
gemma3_4b,anthropic,Build photo collage,0.3040518009266446
gemma3_4b,anthropic,Collaborate with others,0.3934242581371856
gemma3_4b,anthropic,Go Live,0.09484018817867343
gemma3_4b,anthropic,Keeping up with friends,0.6524370756056159
gemma3_4b,anthropic,List items for sale,0.5939998063619639
gemma3_4b,anthropic,Photo effects,0.3649997920994534
gemma3_4b,anthropic,Play games,0.1065020374547593
gemma3_4b,anthropic,Play playlist on shuffle mode,0.8296671210254316
gemma3_4b,anthropic,Rate movies,0.33986654106854913
gemma3_4b,anthropic,Search for offer on item,0.139043720893837
gemma3_4b,anthropic,Send files,0.4434232084199741
gemma3_4b,anthropic,Watch streams,0.5464511595469292
gemma3_4b,anthropic,Write notes,0.4677979802350832
gemma3_4b,mistral,Access to movies,0.8782608126949518
gemma3_4b,mistral,Access to podcasts,0.5912573872373869
gemma3_4b,mistral,Broadcast messages to multiple contacts,0.4754292307168179
gemma3_4b,mistral,Build photo collage,0.4765598165829875
gemma3_4b,mistral,Collaborate with others,0.36942228742266225
gemma3_4b,mistral,Go Live,0.09931642118358637
gemma3_4b,mistral,Keeping up with friends,0.6405015422905547
gemma3_4b,mistral,List items for sale,0.7511635459846004
gemma3_4b,mistral,Photo effects,0.47598288477141204
gemma3_4b,mistral,Play games,0.11354071873191511
gemma3_4b,mistral,Play playlist on shuffle mode,0.892965012852661
gemma3_4b,mistral,Rate movies,0.3162051112867864
gemma3_4b,mistral,Search for offer on item,0.16599212250580286
gemma3_4b,mistral,Send files,0.0734499793664383
gemma3_4b,mistral,Watch streams,0.6176120322808767
gemma3_4b,mistral,Write notes,0.7699598946433008
qwen3_8b,gptoss20b,Access to movies,0.7523049838972721
qwen3_8b,gptoss20b,Access to podcasts,0.7069633992957794
qwen3_8b,gptoss20b,Broadcast messages to multiple contacts,0.6989378682300367
qwen3_8b,gptoss20b,Build photo collage,0.3158983162598579
qwen3_8b,gptoss20b,Collaborate with others,0.49383157175096715
qwen3_8b,gptoss20b,Go Live,0.3412891659594745
qwen3_8b,gptoss20b,Keeping up with friends,0.6131990804320862
qwen3_8b,gptoss20b,List items for sale,0.6119551810577516
qwen3_8b,gptoss20b,Photo effects,0.3800747668417093
qwen3_8b,gptoss20b,Play games,0.20896168111002986
qwen3_8b,gptoss20b,Play playlist on shuffle mode,0.6853909309681502
qwen3_8b,gptoss20b,Rate movies,0.5530806124134527
qwen3_8b,gptoss20b,Search for offer on item,0.31394866971780533
qwen3_8b,gptoss20b,Send files,0.20793108592629522
qwen3_8b,gptoss20b,Watch streams,0.44238286865734383
qwen3_8b,gptoss20b,Write notes,0.7307779579632282
qwen3_8b,mistral_open,Access to podcasts,0.6466999583145833
qwen3_8b,mistral_open,Broadcast messages to multiple contacts,0.6883004082683117
qwen3_8b,mistral_open,Build photo collage,0.17696788887372913
qwen3_8b,mistral_open,Collaborate with others,0.49231853467155823
qwen3_8b,mistral_open,Go Live,0.2756174459028701
qwen3_8b,mistral_open,Keeping up with friends,0.7368959335080534
qwen3_8b,mistral_open,Photo effects,0.39200195420432404
qwen3_8b,mistral_open,Play games,0.3140898655584309
qwen3_8b,mistral_open,Play playlist on shuffle mode,0.7121182308356739
qwen3_8b,mistral_open,Rate movies,0.5309071002695958
qwen3_8b,mistral_open,Search for offer on item,0.1454530834643932
qwen3_8b,mistral_open,Watch streams,0.450321044611462
qwen3_8b,mistral_open,Write notes,0.6101605358838764
qwen3_8b,deepseekr1_8b,Access to movies,0.704956826648922
qwen3_8b,deepseekr1_8b,Access to podcasts,0.6689043003439877
qwen3_8b,deepseekr1_8b,Broadcast messages to multiple contacts,0.6847597761879766
qwen3_8b,deepseekr1_8b,Build photo collage,0.3868048965912863
qwen3_8b,deepseekr1_8b,Collaborate with others,0.4596577439002874
qwen3_8b,deepseekr1_8b,Go Live,0.21032245579529735
qwen3_8b,deepseekr1_8b,Keeping up with friends,0.6505186897643798
qwen3_8b,deepseekr1_8b,List items for sale,0.5742143730869536
qwen3_8b,deepseekr1_8b,Photo effects,0.4758144601619289
qwen3_8b,deepseekr1_8b,Play games,0.4308760409930014
qwen3_8b,deepseekr1_8b,Play playlist on shuffle mode,0.6975399771674441
qwen3_8b,deepseekr1_8b,Rate movies,0.562100784728269
qwen3_8b,deepseekr1_8b,Search for offer on item,0.2843266267399619
qwen3_8b,deepseekr1_8b,Send files,0.43961691649033696
qwen3_8b,deepseekr1_8b,Watch streams,0.4779419622026164
qwen3_8b,deepseekr1_8b,Write notes,0.6446885079765061
qwen3_8b,openai,Access to movies,0.7432504938094263
qwen3_8b,openai,Access to podcasts,0.7797455754610277
qwen3_8b,openai,Broadcast messages to multiple contacts,0.5316917393677527
qwen3_8b,openai,Build photo collage,0.306589242834407
qwen3_8b,openai,Collaborate with others,0.5038163943818329
qwen3_8b,openai,Go Live,0.47211861933573124
qwen3_8b,openai,Keeping up with friends,0.31919611123930625
qwen3_8b,openai,List items for sale,0.5736066683118765
qwen3_8b,openai,Photo effects,0.38788277146022204
qwen3_8b,openai,Play games,3.075627998122852e-05
qwen3_8b,openai,Play playlist on shuffle mode,0.6520436789445444
qwen3_8b,openai,Rate movies,0.22599713614139788
qwen3_8b,openai,Search for offer on item,0.30720114339346816
qwen3_8b,openai,Send files,0.4340461586153424
qwen3_8b,openai,Watch streams,0.1559696016722945
qwen3_8b,openai,Write notes,0.66148114656668
qwen3_8b,gemini,Access to movies,0.6317015490192371
qwen3_8b,gemini,Access to podcasts,0.5506362819561376
qwen3_8b,gemini,Broadcast messages to multiple contacts,0.15550676845655148
qwen3_8b,gemini,Build photo collage,0.10037779051805519
qwen3_8b,gemini,Collaborate with others,0.5116821104204434
qwen3_8b,gemini,Go Live,0.45530316465610626
qwen3_8b,gemini,Keeping up with friends,0.5575708109297282
qwen3_8b,gemini,List items for sale,0.557454104380627
qwen3_8b,gemini,Photo effects,0.28000623774378836
qwen3_8b,gemini,Play games,0.16673995746852124
qwen3_8b,gemini,Play playlist on shuffle mode,0.43237903587072174
qwen3_8b,gemini,Rate movies,0.5160355534601465
qwen3_8b,gemini,Search for offer on item,0.19512813952133878
qwen3_8b,gemini,Send files,0.4635649823822204
qwen3_8b,gemini,Watch streams,0.23499135388491713
qwen3_8b,gemini,Write notes,0.5801557368634181
qwen3_8b,anthropic,Access to movies,0.741768878171989
qwen3_8b,anthropic,Access to podcasts,0.7930395819293173
qwen3_8b,anthropic,Broadcast messages to multiple contacts,0.43980017576949393
qwen3_8b,anthropic,Build photo collage,0.3567808321344328
qwen3_8b,anthropic,Collaborate with others,0.5678382878348722
qwen3_8b,anthropic,Go Live,0.1767653648499582
qwen3_8b,anthropic,Keeping up with friends,0.5397694842115631
qwen3_8b,anthropic,List items for sale,0.5015013849694963
qwen3_8b,anthropic,Photo effects,0.3999906295858301
qwen3_8b,anthropic,Play games,0.30750672368948245
qwen3_8b,anthropic,Play playlist on shuffle mode,0.712388879051949
qwen3_8b,anthropic,Rate movies,0.5296942652436337
qwen3_8b,anthropic,Search for offer on item,0.4243961007723697
qwen3_8b,anthropic,Send files,0.402702357314825
qwen3_8b,anthropic,Watch streams,0.44606442172958366
qwen3_8b,anthropic,Write notes,0.42835673196339913
qwen3_8b,mistral,Access to movies,0.7566183541121296
qwen3_8b,mistral,Access to podcasts,0.75533061299294
qwen3_8b,mistral,Broadcast messages to multiple contacts,0.7383239936794546
qwen3_8b,mistral,Build photo collage,0.26926155224737586
qwen3_8b,mistral,Collaborate with others,0.6182990091452768
qwen3_8b,mistral,Go Live,0.19725793634776628
qwen3_8b,mistral,Keeping up with friends,0.6011233782246717
qwen3_8b,mistral,List items for sale,0.6363212819758534
qwen3_8b,mistral,Photo effects,0.3447555533909841
qwen3_8b,mistral,Play games,0.40524928967564816
qwen3_8b,mistral,Play playlist on shuffle mode,0.7438004615544438
qwen3_8b,mistral,Rate movies,0.5458896398961912
qwen3_8b,mistral,Search for offer on item,0.3403974893717716
qwen3_8b,mistral,Send files,0.10487908764427763
qwen3_8b,mistral,Watch streams,0.497751560233115
qwen3_8b,mistral,Write notes,0.7555396076944143
gptoss20b,mistral_open,Access to podcasts,0.7660781197887652
gptoss20b,mistral_open,Broadcast messages to multiple contacts,0.6953245537145445
gptoss20b,mistral_open,Build photo collage,0.1990709596678129
gptoss20b,mistral_open,Collaborate with others,0.567274162779689
gptoss20b,mistral_open,Go Live,0.3006127937976717
gptoss20b,mistral_open,Keeping up with friends,0.6220763243106384
gptoss20b,mistral_open,Photo effects,0.24122880249002082
gptoss20b,mistral_open,Play games,0.20131073261400018
gptoss20b,mistral_open,Play playlist on shuffle mode,0.7798582745485009
gptoss20b,mistral_open,Rate movies,0.5695247278588522
gptoss20b,mistral_open,Search for offer on item,0.20371334437923588
gptoss20b,mistral_open,Watch streams,0.626037106123072
gptoss20b,mistral_open,Write notes,0.6404583542438916
gptoss20b,deepseekr1_8b,Access to movies,0.7960988804406969
gptoss20b,deepseekr1_8b,Access to podcasts,0.7700471165733621
gptoss20b,deepseekr1_8b,Broadcast messages to multiple contacts,0.6382212256072465
gptoss20b,deepseekr1_8b,Build photo collage,0.2630931643334832
gptoss20b,deepseekr1_8b,Collaborate with others,0.523996326359367
gptoss20b,deepseekr1_8b,Go Live,0.40989176188880494
gptoss20b,deepseekr1_8b,Keeping up with friends,0.5893547105374356
gptoss20b,deepseekr1_8b,List items for sale,0.5337308956325181
gptoss20b,deepseekr1_8b,Photo effects,0.23408785282035502
gptoss20b,deepseekr1_8b,Play games,0.20395794613837495
gptoss20b,deepseekr1_8b,Play playlist on shuffle mode,0.8219199964917716
gptoss20b,deepseekr1_8b,Rate movies,0.575068530915712
gptoss20b,deepseekr1_8b,Search for offer on item,0.22181420891921685
gptoss20b,deepseekr1_8b,Send files,0.25193115326456417
gptoss20b,deepseekr1_8b,Watch streams,0.6165709645669866
gptoss20b,deepseekr1_8b,Write notes,0.6382055460556032
gptoss20b,openai,Access to movies,0.8383406061066284
gptoss20b,openai,Access to podcasts,0.7631647250789163
gptoss20b,openai,Broadcast messages to multiple contacts,0.5041378155670353
gptoss20b,openai,Build photo collage,0.4094226690261163
gptoss20b,openai,Collaborate with others,0.6144061362608617
gptoss20b,openai,Go Live,0.34691266007389815
gptoss20b,openai,Keeping up with friends,0.44724509023004994
gptoss20b,openai,List items for sale,0.6426975077332078
gptoss20b,openai,Photo effects,0.41223060950956053
gptoss20b,openai,Play games,0.041241601084405326
gptoss20b,openai,Play playlist on shuffle mode,0.8070778723459289
gptoss20b,openai,Rate movies,0.24668056178539605
gptoss20b,openai,Search for offer on item,0.3340247585833105
gptoss20b,openai,Send files,0.1680763479384838
gptoss20b,openai,Watch streams,0.1549452850657018
gptoss20b,openai,Write notes,0.6964887032950563
gptoss20b,gemini,Access to movies,0.6665367387905045
gptoss20b,gemini,Access to podcasts,0.5231937241997678
gptoss20b,gemini,Broadcast messages to multiple contacts,0.15730951025784395
gptoss20b,gemini,Build photo collage,0.1478648391445141
gptoss20b,gemini,Collaborate with others,0.5941345493625374
gptoss20b,gemini,Go Live,0.32319673522988296
gptoss20b,gemini,Keeping up with friends,0.5331572558231978
gptoss20b,gemini,List items for sale,0.6201667729808368
gptoss20b,gemini,Photo effects,0.4208368928033907
gptoss20b,gemini,Play games,0.09502168372157647
gptoss20b,gemini,Play playlist on shuffle mode,0.4505243762834554
gptoss20b,gemini,Rate movies,0.5941813818674825
gptoss20b,gemini,Search for offer on item,0.21896983784678903
gptoss20b,gemini,Send files,0.12326910157097781
gptoss20b,gemini,Watch streams,0.21744283445111393
gptoss20b,gemini,Write notes,0.6238216599572468
gptoss20b,anthropic,Access to movies,0.8655968014913085
gptoss20b,anthropic,Access to podcasts,0.7517752317285623
gptoss20b,anthropic,Broadcast messages to multiple contacts,0.5152340513807847
gptoss20b,anthropic,Build photo collage,0.48978150574140744
gptoss20b,anthropic,Collaborate with others,0.636296218523929
gptoss20b,anthropic,Go Live,0.4075725902984053
gptoss20b,anthropic,Keeping up with friends,0.6058043407151782
gptoss20b,anthropic,List items for sale,0.5167555458135407
gptoss20b,anthropic,Photo effects,0.4435093494869085
gptoss20b,anthropic,Play games,0.28599750785532374
gptoss20b,anthropic,Play playlist on shuffle mode,0.8293650567161932
gptoss20b,anthropic,Rate movies,0.5976340121196193
gptoss20b,anthropic,Search for offer on item,0.21698021984053184
gptoss20b,anthropic,Send files,0.24702372281513896
gptoss20b,anthropic,Watch streams,0.5912161546462282
gptoss20b,anthropic,Write notes,0.44323627142530664
gptoss20b,mistral,Access to movies,0.8562665533589707
gptoss20b,mistral,Access to podcasts,0.7597125646554166
gptoss20b,mistral,Broadcast messages to multiple contacts,0.7237010600389506
gptoss20b,mistral,Build photo collage,0.34890273419761736
gptoss20b,mistral,Collaborate with others,0.5675158809366948
gptoss20b,mistral,Go Live,0.3488912657562646
gptoss20b,mistral,Keeping up with friends,0.658917278017287
gptoss20b,mistral,List items for sale,0.6990968938556764
gptoss20b,mistral,Photo effects,0.4394021226016662
gptoss20b,mistral,Play games,0.2431544602333378
gptoss20b,mistral,Play playlist on shuffle mode,0.8362247145330132
gptoss20b,mistral,Rate movies,0.6147174318757077
gptoss20b,mistral,Search for offer on item,0.17461248291027892
gptoss20b,mistral,Send files,0.18215947637656157
gptoss20b,mistral,Watch streams,0.6739473408723973
gptoss20b,mistral,Write notes,0.780960394937007
mistral_open,deepseekr1_8b,Access to podcasts,0.7044808059305934
mistral_open,deepseekr1_8b,Broadcast messages to multiple contacts,0.6336499111224927
mistral_open,deepseekr1_8b,Build photo collage,0.19666743259956998
mistral_open,deepseekr1_8b,Collaborate with others,0.49130947599842306
mistral_open,deepseekr1_8b,Go Live,0.3479763334036302
