name,description,type,sources
Revenue Generation,"Monthly gross revenue generated through in-app purchases, advertisements, and subscriptions",Float [1],"App Annie, Sensor Tower, company financial reports, developer financial reports"
Security Features,Level of encryption and security measures implemented for file transfers,Integer [1] (security score 1-10),"Security audits, Security documentation, encryption specifications, privacy policies, technical specifications, third-party security audits"
Streaming Quality,Maximum supported video resolution and audio quality,Text [1],"Platform specifications, Technical specifications, official documentation, platform documentation, technical documentation, user reviews"
Subscription Cost,Monthly subscription fee in USD,Float [1],"Official pricing pages, Platform pricing pages, app store information, app store listings"
Template Variety,Number and diversity of pre-designed collage templates and layouts available,Integer [1],"App store descriptions, feature listings, feature lists, official websites, user reviews"
Template Variety,Number and diversity of pre-designed collage templates available,Integer [1],"App store descriptions, app feature lists, user reviews"
Template Variety,Number and diversity of pre-built collage templates and layouts available,Integer [1],"App store descriptions, app feature lists, feature lists, user reviews"
User Adoption Rate,Monthly active users and market penetration within collaboration software category,Integer [millions],"Company reports, Public company reports, app store statistics, market research, market research data"
User Base Size,"Total number of active users globally, indicating reach potential and contact availability",Integer [1],"Company reports, app analytics platforms, app store statistics, market research"
User Base Size,"Total number of active users on the platform, indicating market reach and potential buyer pool",Integer [1],"App store analytics, company reports, market research data"
User Base Size,"Total number of active monthly users on the platform, indicating market reach and potential buyer pool",Integer [1],"App analytics platforms, App store analytics, company reports, market research data, market research firms"
User Base Size,Total number of active users who rate and review movies on the platform,Integer [1],"App store analytics, App stores, company reports, platform analytics, third-party market research, third-party research, user registration data"
User Interface Quality,"Ease of navigation, search functionality, and overall user experience design",Float [1],"UI/UX analysis, UX analysis, UX analysis reports, User reviews, app store ratings"
User Interface Quality,"Ease of navigation, visual design, and overall user experience rating",Float [1],"App store ratings, App store reviews, UX design analysis, user feedback surveys, user reviews"
User Interface Quality,"Ease of use, intuitive design, and overall user experience rating",Float [1],"App store ratings, UX analysis, User reviews, app store ratings, usability studies, user reviews"
User Rating,Average user rating across major app stores,Float [1],"App Store, Apple App Store, Google Play Store, review aggregators, user review aggregators"
User Rating and Reviews,Average user rating across app stores and volume of positive reviews,Float [1.0-5.0] and Integer [100-1M+],"Apple App Store, Google Play Store, user feedback platforms"
User Rating and Reviews,Average user rating and total number of reviews across app stores,Float [1] and Integer [1],"Apple App Store, Google Play Store"
User Rating Score,Average user rating across major app stores and review platforms,Float [1],"App Store, Apple App Store, Capterra, G2, Google Play, Google Play Store, Trustpilot, user review aggregators"
Video Quality Support,Maximum supported video resolution and HDR capabilities,Text [1],"Technical specifications, app features, app store listings, platform documentation, user reviews"
Video Quality Support,"Maximum supported video resolution and streaming quality (4K, HDR, Dolby Vision support)",Text [1],"Platform specifications, Technical specifications, app store listings, device compatibility lists, platform documentation, technical documentation"
