model,feature,criteria,rbo,num_comparisons
anthropic,Search for offer on item,In App Purchases,0.9074145486415426,50
anthropic,Search for offer on item,Monthly Active Users,0.0,50
anthropic,Search for offer on item,Number of Downloads,0.17979550102249486,50
anthropic,Search for offer on item,Platform Availability,0.9495997662868828,50
anthropic,Search for offer on item,Security and Privacy,0.0,50
anthropic,Search for offer on item,Update Frequency,0.5478235465965529,50
anthropic,Search for offer on item,User Base,0.0,50
anthropic,Search for offer on item,User Engagement,0.9074145486415426,50
anthropic,Search for offer on item,User Ratings,0.962255331580485,50
anthropic,Send files,Cost,0.02775343266140812,50
anthropic,Send files,Customer Support,0.42979842243645927,50
anthropic,Send files,Customization Options,0.008437043529068067,50
anthropic,Send files,Ease of Use,0.2977738825591586,50
anthropic,Send files,Feature Set,0.7218463336254747,50
anthropic,Send files,Geographical Availability,0.6448144902132631,50
anthropic,Send files,Integration Capabilities,0.23205375401694422,50
anthropic,Send files,In App Purchases,0.33526146654981004,50
anthropic,Send files,Monthly Active Users,0.0,50
anthropic,Send files,Number of Downloads,0.19589833479404034,50
anthropic,Send files,Platform Availability,0.6498802220274612,50
anthropic,Send files,Security and Privacy,0.0,50
anthropic,Send files,Update Frequency,0.40766579024247734,50
anthropic,Send files,User Base,0.0,50
anthropic,Send files,User Engagement,0.18131463628396144,50
anthropic,Send files,User Ratings,0.37366053169734154,50
anthropic,Watch streams,Cost,0.10335378323108384,50
anthropic,Watch streams,Customer Support,0.2200058428279287,50
anthropic,Watch streams,Customization Options,0.0,50
anthropic,Watch streams,Ease of Use,0.4861057551855098,50
anthropic,Watch streams,Feature Set,0.8622553315804851,50
anthropic,Watch streams,Geographical Availability,0.549219982471516,50
anthropic,Watch streams,Integration Capabilities,0.8322816243061644,50
anthropic,Watch streams,In App Purchases,0.937744668419515,50
anthropic,Watch streams,Monthly Active Users,0.4890154834940111,50
anthropic,Watch streams,Number of Downloads,0.46507157464212673,50
anthropic,Watch streams,Platform Availability,0.5050891031259129,50
anthropic,Watch streams,Security and Privacy,0.03354367513876716,50
anthropic,Watch streams,Update Frequency,0.8550102249488754,50
anthropic,Watch streams,User Base,0.4890154834940111,50
anthropic,Watch streams,User Engagement,0.937744668419515,50
anthropic,Watch streams,User Ratings,0.4291557113643002,50
anthropic,Write notes,Cost,0.02109260882267017,50
anthropic,Write notes,Customer Support,0.7069237510955301,50
anthropic,Write notes,Customization Options,0.8945369558866493,50
anthropic,Write notes,Ease of Use,0.09236342389716622,50
anthropic,Write notes,Feature Set,0.9282851300029215,50
anthropic,Write notes,Geographical Availability,0.619935728892784,50
anthropic,Write notes,Integration Capabilities,0.9789073911773297,50
anthropic,Write notes,In App Purchases,0.7069237510955301,50
anthropic,Write notes,Monthly Active Users,0.7069237510955301,50
anthropic,Write notes,Number of Downloads,0.08437043529068067,50
anthropic,Write notes,Platform Availability,0.5824130879345603,50
anthropic,Write notes,Security and Privacy,0.06327782646801051,50
anthropic,Write notes,Update Frequency,0.8945369558866493,50
anthropic,Write notes,User Base,0.10546304411335086,50
anthropic,Write notes,User Engagement,0.8701139351446099,50
anthropic,Write notes,User Ratings,0.857458369851008,50
gemini,Access to movies,Cost,0.5750335962605901,50
gemini,Access to movies,Customer Support,0.910546304411335,50
gemini,Access to movies,Customization Options,0.546327782646801,50
gemini,Access to movies,Ease of Use,0.6648437043529069,50
gemini,Access to movies,Feature Set,0.8805725971370143,50
gemini,Access to movies,Geographical Availability,0.7037277242185218,50
gemini,Access to movies,Integration Capabilities,0.5239030090563833,50
gemini,Access to movies,In App Purchases,0.4973707274320771,50
gemini,Access to movies,Monthly Active Users,0.6026584867075663,50
gemini,Access to movies,Number of Downloads,0.6788606485539,50
gemini,Access to movies,Platform Availability,0.7795033596260589,50
gemini,Access to movies,Security and Privacy,0.39286006427110715,50
gemini,Access to movies,Update Frequency,0.8505988898626936,50
gemini,Access to movies,User Base,0.6657610283377153,50
gemini,Access to movies,User Engagement,0.7147180835524393,50
gemini,Access to movies,User Ratings,0.7746654981010809,50
gemini,Access to podcasts,Cost,0.5400759567630733,50
gemini,Access to podcasts,Customer Support,0.39536079462459833,50
gemini,Access to podcasts,Customization Options,0.47502191060473264,50
gemini,Access to podcasts,Ease of Use,0.5223137598597721,50
gemini,Access to podcasts,Feature Set,0.5409640666082384,50
gemini,Access to podcasts,Geographical Availability,0.5482909728308502,50
gemini,Access to podcasts,Integration Capabilities,0.535635407537248,50
gemini,Access to podcasts,In App Purchases,0.39777972538708734,50
gemini,Access to podcasts,Monthly Active Users,0.3982471516213848,50
gemini,Access to podcasts,Number of Downloads,0.4359918200408998,50
gemini,Access to podcasts,Platform Availability,0.5904761904761905,50
gemini,Access to podcasts,Security and Privacy,0.19316389132340056,50
gemini,Access to podcasts,Update Frequency,0.4455156295647093,50
gemini,Access to podcasts,User Base,0.5061057551855099,50
gemini,Access to podcasts,User Engagement,0.4710487876132048,50
gemini,Access to podcasts,User Ratings,0.5252234881682734,50
gemini,Broadcast messages to multiple contacts,Cost,0.12075956763073327,50
gemini,Broadcast messages to multiple contacts,Customer Support,0.28965819456617,50
gemini,Broadcast messages to multiple contacts,Customization Options,0.16250073035349108,50
gemini,Broadcast messages to multiple contacts,Ease of Use,0.20603564125036514,50
gemini,Broadcast messages to multiple contacts,Feature Set,0.2565235173824131,50
gemini,Broadcast messages to multiple contacts,Geographical Availability,0.19013730645632482,50
gemini,Broadcast messages to multiple contacts,Integration Capabilities,0.3072158924919661,50
gemini,Broadcast messages to multiple contacts,In App Purchases,0.16649722465673386,50
gemini,Broadcast messages to multiple contacts,Monthly Active Users,0.18560327198364007,50
gemini,Broadcast messages to multiple contacts,Number of Downloads,0.27093777388255913,50
gemini,Broadcast messages to multiple contacts,Platform Availability,0.18388548057259707,50
gemini,Broadcast messages to multiple contacts,Security and Privacy,0.06075956763073327,50
gemini,Broadcast messages to multiple contacts,Update Frequency,0.161075080338884,50
gemini,Broadcast messages to multiple contacts,User Base,0.14082968156587788,50
gemini,Broadcast messages to multiple contacts,User Engagement,0.21898334794040317,50
gemini,Broadcast messages to multiple contacts,User Ratings,0.257207128250073,50
gemini,Build photo collage,Cost,0.4304878761320479,50
gemini,Build photo collage,Customer Support,0.312264095822378,50
gemini,Build photo collage,Customization Options,0.4392404323692667,50
gemini,Build photo collage,Ease of Use,0.40542214431784984,50
gemini,Build photo collage,Feature Set,0.4055857434998538,50
gemini,Build photo collage,Geographical Availability,0.15627811860940694,50
gemini,Build photo collage,Integration Capabilities,0.11668711656441717,50
gemini,Build photo collage,In App Purchases,0.2771837569383582,50
gemini,Build photo collage,Monthly Active Users,0.1222436459246275,50
gemini,Build photo collage,Number of Downloads,0.22599474145486412,50
gemini,Build photo collage,Platform Availability,0.42823254455156295,50
gemini,Build photo collage,Security and Privacy,0.11313467718375694,50
gemini,Build photo collage,Update Frequency,0.4641191936897458,50
gemini,Build photo collage,User Base,0.08414840782938943,50
gemini,Build photo collage,User Engagement,0.18146654981010804,50
gemini,Build photo collage,User Ratings,0.2661875547765118,50
gemini,Collaborate with others,Cost,0.8847911189015485,50
gemini,Collaborate with others,Customer Support,0.7128951212386795,50
gemini,Collaborate with others,Customization Options,0.39230499561787907,50
gemini,Collaborate with others,Ease of Use,0.8826818580192815,50
gemini,Collaborate with others,Feature Set,0.8911189015483495,50
gemini,Collaborate with others,Geographical Availability,0.7726088226701724,50
gemini,Collaborate with others,Integration Capabilities,0.8594799883143444,50
gemini,Collaborate with others,In App Purchases,0.7217470055506865,50
gemini,Collaborate with others,Monthly Active Users,0.4875489336839029,50
gemini,Collaborate with others,Number of Downloads,0.8932281624306165,50
gemini,Collaborate with others,Platform Availability,0.6751037101957348,50
gemini,Collaborate with others,Security and Privacy,0.26957639497516794,50
gemini,Collaborate with others,Update Frequency,0.7620625182588373,50
gemini,Collaborate with others,User Base,0.7810458661992405,50
gemini,Collaborate with others,User Engagement,0.8594799883143444,50
gemini,Collaborate with others,User Ratings,0.8890096406660826,50
gemini,Go Live,Cost,0.5130353491089688,50
gemini,Go Live,Customer Support,0.2657201285422144,50
gemini,Go Live,Customization Options,0.037966695880806305,50
gemini,Go Live,Ease of Use,0.4104586619924044,50
gemini,Go Live,Feature Set,0.7265790242477359,50
gemini,Go Live,Geographical Availability,0.42866491381828803,50
gemini,Go Live,Integration Capabilities,0.018983347940403156,50
gemini,Go Live,In App Purchases,0.628355243938066,50
gemini,Go Live,Monthly Active Users,0.34181127665790234,50
gemini,Go Live,Number of Downloads,0.4678761320479111,50
gemini,Go Live,Platform Availability,0.653999415717207,50
gemini,Go Live,Security and Privacy,0.0,50
gemini,Go Live,Update Frequency,0.7679871457785568,50
gemini,Go Live,User Base,0.4236283961437335,50
gemini,Go Live,User Engagement,0.4645457201285421,50
gemini,Go Live,User Ratings,0.7434531113058719,50
gemini,Keeping up with friends,Cost,0.4390651475314052,50
gemini,Keeping up with friends,Customer Support,0.5770084721004966,50
gemini,Keeping up with friends,Customization Options,0.2825766871165644,50
gemini,Keeping up with friends,Ease of Use,0.5152497808939528,50
gemini,Keeping up with friends,Feature Set,0.5054688869412796,50
gemini,Keeping up with friends,Geographical Availability,0.4974291557113642,50
gemini,Keeping up with friends,Integration Capabilities,0.42646216768916156,50
gemini,Keeping up with friends,In App Purchases,0.4182120946538124,50
gemini,Keeping up with friends,Monthly Active Users,0.45848086473853344,50
gemini,Keeping up with friends,Number of Downloads,0.3269997078586036,50
gemini,Keeping up with friends,Platform Availability,0.4655156295647094,50
gemini,Keeping up with friends,Security and Privacy,0.17480572597137012,50
gemini,Keeping up with friends,Update Frequency,0.44940111013730644,50
gemini,Keeping up with friends,User Base,0.46059012562080043,50
gemini,Keeping up with friends,User Engagement,0.5300847210049663,50
gemini,Keeping up with friends,User Ratings,0.45891323400525846,50
gemini,List items for sale,Cost,0.9409406952965236,50
gemini,List items for sale,Customer Support,0.7535962605901257,50
gemini,List items for sale,Customization Options,0.7620333041191938,50
gemini,List items for sale,Ease of Use,0.9535962605901257,50
gemini,List items for sale,Feature Set,0.9578147823546598,50
gemini,List items for sale,Geographical Availability,0.7831259129418637,50
gemini,List items for sale,Integration Capabilities,0.2881449021326322,50
gemini,List items for sale,In App Purchases,0.8865439672801636,50
gemini,List items for sale,Monthly Active Users,0.5022261174408413,50
gemini,List items for sale,Number of Downloads,0.7535962605901255,50
gemini,List items for sale,Platform Availability,0.9578147823546598,50
gemini,List items for sale,Security and Privacy,0.9240666082383874,50
gemini,List items for sale,Update Frequency,0.9245106631609699,50
gemini,List items for sale,User Base,0.7095062810400233,50
gemini,List items for sale,User Engagement,0.9535962605901256,50
gemini,List items for sale,User Ratings,0.9535962605901256,50
gemini,Photo effects,Cost,0.3615483494011101,50
gemini,Photo effects,Customer Support,0.3807829389424481,50
gemini,Photo effects,Customization Options,0.2624306164183464,50
gemini,Photo effects,Ease of Use,0.2576803973122992,50
gemini,Photo effects,Feature Set,0.3998013438504235,50
gemini,Photo effects,Geographical Availability,0.18092900964066608,50
gemini,Photo effects,Integration Capabilities,0.32172947706690036,50
gemini,Photo effects,In App Purchases,0.2818930762489045,50
gemini,Photo effects,Monthly Active Users,0.07060473269062224,50
gemini,Photo effects,Number of Downloads,0.09924627519719544,50
gemini,Photo effects,Platform Availability,0.29403447268477945,50
gemini,Photo effects,Security and Privacy,0.3333625474729769,50
gemini,Photo effects,Update Frequency,0.2839146947122408,50
gemini,Photo effects,User Base,0.2675197195442594,50
gemini,Photo effects,User Engagement,0.29982471516213843,50
gemini,Photo effects,User Ratings,0.31049956178790533,50
gemini,Play games,Cost,0.08216768916155419,50
gemini,Play games,Customer Support,0.012655565293602102,50
gemini,Play games,Customization Options,0.0,50
gemini,Play games,Ease of Use,0.08808647385334503,50
gemini,Play games,Feature Set,0.0672158924919661,50
gemini,Play games,Geographical Availability,0.20808647385334503,50
gemini,Play games,Integration Capabilities,0.048290972830850126,50
gemini,Play games,In App Purchases,0.19975460122699384,50
gemini,Play games,Monthly Active Users,0.262255331580485,50
gemini,Play games,Number of Downloads,0.189845165059889,50
gemini,Play games,Platform Availability,0.006327782646801051,50
gemini,Play games,Security and Privacy,0.02,50
gemini,Play games,Update Frequency,0.14264680105170904,50
gemini,Play games,User Base,0.25470639789658195,50
gemini,Play games,User Engagement,0.242605901256208,50
gemini,Play games,User Ratings,0.12965819456617,50
gemini,Play playlist on shuffle mode,Cost,0.6138533450189892,50
gemini,Play playlist on shuffle mode,Customer Support,0.42826760151913523,50
gemini,Play playlist on shuffle mode,Customization Options,0.23030090563832892,50
gemini,Play playlist on shuffle mode,Ease of Use,0.2307099035933392,50
gemini,Play playlist on shuffle mode,Feature Set,0.254519427402863,50
gemini,Play playlist on shuffle mode,Geographical Availability,0.5706690037978381,50
gemini,Play playlist on shuffle mode,Integration Capabilities,0.6400525854513585,50
gemini,Play playlist on shuffle mode,In App Purchases,0.6038621092608822,50
gemini,Play playlist on shuffle mode,Monthly Active Users,0.5295939234589542,50
gemini,Play playlist on shuffle mode,Number of Downloads,0.5052702307917031,50
gemini,Play playlist on shuffle mode,Platform Availability,0.5133158048495472,50
gemini,Play playlist on shuffle mode,Security and Privacy,0.2566871165644172,50
gemini,Play playlist on shuffle mode,Update Frequency,0.2684545720128542,50
gemini,Play playlist on shuffle mode,User Base,0.5890972830850132,50
gemini,Play playlist on shuffle mode,User Engagement,0.6333917616126206,50
gemini,Play playlist on shuffle mode,User Ratings,0.6008647385334501,50
gemini,Rate movies,Cost,0.8034472684779433,50
gemini,Rate movies,Customer Support,0.7911189015483495,50
gemini,Rate movies,Customization Options,0.8349693251533743,50
gemini,Rate movies,Ease of Use,0.8623897166228456,50
gemini,Rate movies,Feature Set,0.7761437335670465,50
gemini,Rate movies,Geographical Availability,0.8455156295647095,50
gemini,Rate movies,Integration Capabilities,0.7865731814198074,50
gemini,Rate movies,In App Purchases,0.6076657902424774,50
gemini,Rate movies,Monthly Active Users,0.8498510078878178,50
gemini,Rate movies,Number of Downloads,0.2703184341221151,50
gemini,Rate movies,Platform Availability,0.8919193689745839,50
gemini,Rate movies,Security and Privacy,0.6554367513876717,50
gemini,Rate movies,Update Frequency,0.6760853052877593,50
gemini,Rate movies,User Base,0.8602804557405785,50
gemini,Rate movies,User Engagement,0.8940286298568509,50
gemini,Rate movies,User Ratings,0.7497925796085306,50
gemini,Search for offer on item,Cost,0.16584867075664622,50
gemini,Search for offer on item,Customer Support,0.23460122699386507,50
gemini,Search for offer on item,Customization Options,0.08440549225825299,50
gemini,Search for offer on item,Ease of Use,0.19671048787613202,50
gemini,Search for offer on item,Feature Set,0.269348524685948,50
gemini,Search for offer on item,Geographical Availability,0.1040724510663161,50
gemini,Search for offer on item,Integration Capabilities,0.1770201577563541,50
gemini,Search for offer on item,In App Purchases,0.197890739117733,50
gemini,Search for offer on item,Monthly Active Users,0.15141688577271398,50
gemini,Search for offer on item,Number of Downloads,0.09739409874379197,50
gemini,Search for offer on item,Platform Availability,0.21476482617586912,50
gemini,Search for offer on item,Security and Privacy,0.1425007303534911,50
gemini,Search for offer on item,Update Frequency,0.17302950628104002,50
gemini,Search for offer on item,User Base,0.0710838445807771,50
gemini,Search for offer on item,User Engagement,0.20318434122115103,50
gemini,Search for offer on item,User Ratings,0.15352614665498102,50
gemini,Send files,Cost,0.6002979842243648,50
gemini,Send files,Customer Support,0.8149868536371604,50
gemini,Send files,Customization Options,0.14190476190476192,50
gemini,Send files,Ease of Use,0.7869003797838154,50
gemini,Send files,Feature Set,0.738387379491674,50
gemini,Send files,Geographical Availability,0.6538767163307041,50
gemini,Send files,Integration Capabilities,0.7095238095238094,50
gemini,Send files,In App Purchases,0.47278410750803396,50
gemini,Send files,Monthly Active Users,0.7517090271691498,50
gemini,Send files,Number of Downloads,0.35341513292433535,50
gemini,Send files,Platform Availability,0.37306456324861237,50
gemini,Send files,Security and Privacy,0.0,50
gemini,Send files,Update Frequency,0.6830733274905053,50
gemini,Send files,User Base,0.695617879053462,50
gemini,Send files,User Engagement,0.6605725971370142,50
gemini,Send files,User Ratings,0.7728016359918201,50
