model,feature,name,description,type,sources
mistral,Play games,User Ratings,The average rating given by users on various app stores.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Play games,Number of Downloads,The total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore, Sensor Tower"
mistral,Play games,User Engagement,The average time users spend on the app per day.,Float [1],"App Annie, Sensor Tower, Google Play Store"
mistral,Play games,Revenue Generation,The total revenue generated by the app through in-app purchases and ads.,Float [1],"App Annie, Sensor Tower, Priori Data"
mistral,Play games,Update Frequency,The frequency at which the app is updated with new features and bug fixes.,Text [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Play games,User Ratings,The average rating given by users on app stores.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Play games,Number of Downloads,The total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore, Sensor Tower"
mistral,Play games,User Engagement,The average time users spend on the app per day.,Float [1],"App Annie, Sensor Tower, SimilarWeb"
mistral,Play games,In-App Purchases,The availability and variety of in-app purchases.,Boolean [1],"Google Play Store, Apple App Store"
mistral,Play games,Content Updates,Frequency and quality of content updates and new features.,Text [1],"App Store descriptions, Official app blogs, Social media channels"
mistral,Play games,User Ratings,The average rating given by users on app stores.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Play games,Number of Downloads,The total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore, Sensor Tower"
mistral,Play games,User Engagement,The average time users spend on the app per day.,Float [1],"App Annie, Sensor Tower, Google Play Store"
mistral,Play games,In-App Purchases,The availability and variety of in-app purchases.,Boolean [1],"Google Play Store, Apple App Store"
mistral,Play games,Multiplayer Features,The presence and quality of multiplayer modes.,Text [1],"Official app descriptions, user reviews"
mistral,Play games,Regular Updates,Frequency of updates and new content releases.,Float [1],"Google Play Store, Apple App Store, official app websites"
