model,feature,name,description,type,sources
openai,Search for offer on item,Feature Set,Range and usefulness of features offered by the app,Text [*],"App Store, Google Play Store, Official App Websites"
openai,Search for offer on item,User Reviews,Qualitative feedback from users about the app,Text [*],"App Store, Google Play Store"
openai,Search for offer on item,Update Frequency,How often the app is updated to fix bugs or add new features,Integer [1],"App Store, Google Play Store, Official App Websites"
openai,Search for offer on item,User Ratings,Average user rating of the app on app stores,Float [1],"App Store, Google Play Store"
openai,Search for offer on item,Number of Downloads,Total number of times the app has been downloaded,Integer [1],"App Store, Google Play Store"
openai,Search for offer on item,Feature Set,Range and usefulness of features offered by the app,Text [1],"App Store, Google Play Store, Official App Website"
openai,Search for offer on item,User Reviews,Qualitative feedback from users about the app,Text [*],"App Store, Google Play Store"
openai,Search for offer on item,Update Frequency,How often the app is updated to fix bugs or add new features,Integer [1],"App Store, Google Play Store"
openai,Search for offer on item,Platform Availability,"Availability of the app across different platforms (iOS, Android, Web)",Text [1],"App Store, Google Play Store, Official App Website"
openai,Search for offer on item,Data Privacy,Policies and practices regarding user data privacy,Text [1],"Official App Website, Privacy Policy"
openai,Search for offer on item,Customer Support,Quality and responsiveness of customer support,Text [1],"Official App Website, User Reviews"
openai,Search for offer on item,Integration with Retailers,Number and variety of retailers the app integrates with,Integer [1],"Official App Website, App Store Description"
openai,Search for offer on item,Price Tracking Accuracy,Reliability and accuracy of the app's price tracking features,Text [1],"User Reviews, Official App Website"
