name,description,type,sources
Feature Set,Range and usefulness of features offered by the app,Text [*],"App Store, Google Play Store, Official App Websites"
Feature Set,Range and usefulness of features offered by the app,Text [1],"App Store, Google Play Store, Official App Website"
Integration with Retailers,Number and variety of retailers the app integrates with,Integer [1],"Official App Website, App Store Description"
Local Deals,Ability to find and alert users to deals available at nearby physical stores.,Boolean [1],"turn0search0,turn0search4,turn0search9"
Multi-Platform Availability,"Availability of the app across various platforms (iOS, Android, Web).",Boolean [1],"turn0search0,turn0search4,turn0search9"
Number of Downloads,Total number of times the app has been downloaded.,Integer [1],"App Store, Google Play Store"
Number of Downloads,Total number of times the app has been downloaded,Integer [1],"App Store, Google Play Store"
Number of Downloads,Total number of times the app has been downloaded.,Integer [1],"App Store, Google Play Store"
Number of Downloads,Total number of times the app has been downloaded,Integer [1],"App Store, Google Play Store"
Number of Downloads,Total number of times the app has been downloaded,Integer [1],"App Store, Google Play Store"
Number of Downloads,Total number of times the app has been downloaded,Integer [1],"App Store, Google Play Store"
Number of Retailers Supported,Total number of retailers or stores the app provides deals for.,Integer [1],"Official app websites, App Store descriptions"
Platform Availability,"Availability of the app across different platforms (e.g., iOS, Android, web)",Text [*],"App Store, Google Play Store, official websites"
Platform Availability,"Availability of the app across different platforms (iOS, Android, Web)",Text [1],"App Store, Google Play Store, Official App Website"
Price Alerts,Ability to set alerts for price drops on specific products.,Boolean [1],"turn0search4,turn0search8"
Price Comparison,Ability to compare prices across multiple retailers to find the best deal.,Boolean [1],"turn0search0,turn0search1,turn0search3"
Price Comparison,Ability to compare prices across multiple retailers to find the best deal.,Boolean [1],"turn0search0,turn0search2,turn0search3"
Price Comparison,Ability to compare prices across multiple retailers to find the best deal.,Boolean [1],"turn0search0,turn0search2,turn0search3,turn0search4,turn0search9"
Price Comparison,Ability to compare prices across multiple retailers to find the best deal.,Boolean [1],"turn0search0,turn0search3,turn0search6"
Price Tracking,Capability to track price changes and alert users to price drops.,Boolean [1],"turn0search0,turn0search5,turn0search7"
Price Tracking,Feature to track price changes over time and alert users to price drops.,Boolean [1],"turn0search1,turn0search4,turn0search8"
Price Tracking,Ability to track price changes over time and alert users to price drops.,Boolean [1],"turn0search0,turn0search6,turn0search8"
Price Tracking Accuracy,Reliability and accuracy of the app's price tracking features,Text [1],"User Reviews, Official App Website"
Update Frequency,How often the app is updated to fix bugs and add new features.,Integer [1],"App Store, Google Play Store, Official App Websites"
Update Frequency,How often the app is updated to fix bugs or add new features,Integer [1],"App Store, Google Play Store, Official App Websites"
Update Frequency,How often the app is updated to fix bugs or add new features,Integer [1],"App Store, Google Play Store, Official App Websites"
Update Frequency,How often the app is updated to fix bugs or add new features,Integer [1],"App Store, Google Play Store"
User Interface and Experience,Ease of use and overall user experience of the app.,Text [1],"turn0search0,turn0search4,turn0search9"
User Ratings,Average user rating of the app on major app stores.,Float [1],"App Store, Google Play Store"
User Ratings,Average user rating of the app on app stores,Float [1],"App Store, Google Play Store"
User Ratings,Average user rating of the app on app stores.,Float [1],"App Store, Google Play Store"
User Ratings,Average user rating of the app on app stores,Float [1],"App Store, Google Play Store"
User Ratings,Average user rating of the app on app stores,Float [1],"App Store, Google Play Store"
User Ratings,Average user rating of the app on app stores,Float [1],"App Store, Google Play Store"
User Reviews,Qualitative feedback from users regarding app performance and usability,Text [*],"App Store, Google Play Store, review websites"
User Reviews,Access to user-generated reviews and ratings for products.,Boolean [1],"turn0search0,turn0search4,turn0search9"
User Reviews,Qualitative feedback from users about the app's performance and usability.,Text [*],"App Store, Google Play Store"
User Reviews,Qualitative feedback from users about the app,Text [*],"App Store, Google Play Store"
User Reviews,Qualitative feedback from users about the app,Text [*],"App Store, Google Play Store"
User Reviews,Qualitative feedback from users about the app,Text [*],"App Store, Google Play Store"
Wishlist Functionality,Option to create and manage wishlists for tracking desired products.,Boolean [1],"turn0search0,turn0search4,turn0search9"
