model,feature,name,description,type,sources
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Item Categories,The range of product categories supported by the platform.,Text [*],"Platform official websites, user guides"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [*],"Platform official websites, industry reports"
openai,List items for sale,User Ratings and Reviews,Average user satisfaction scores and feedback on the platform's usability and effectiveness.,Float [1],"App stores, independent review sites"
openai,List items for sale,Payment Processing Options,The variety of payment methods supported for transactions.,Text [*],"Platform official websites, user guides"
openai,List items for sale,Shipping Support,Availability of integrated shipping solutions or partnerships to facilitate item delivery.,Boolean [1],"Platform official websites, user guides"
openai,List items for sale,Seller Protection Policies,Measures in place to protect sellers from fraud and disputes.,Boolean [1],"Platform official websites, user guides"
openai,List items for sale,Mobile App Availability,Presence and functionality of mobile applications for iOS and Android devices.,Boolean [1],"App stores, platform official websites"
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Ease of Use,The simplicity and intuitiveness of the platform's interface for listing and managing items.,Text [1],"User reviews, platform tutorials"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform official information, industry analyses"
openai,List items for sale,Item Categories,"The types of items permitted for sale on the platform, indicating versatility.",Text [1],"Platform guidelines, user reviews"
openai,List items for sale,Safety Features,Measures implemented by the platform to ensure secure transactions and protect users.,Text [1],"Platform security pages, user feedback"
openai,List items for sale,Payment Options,The methods available for receiving payments from buyers.,Text [1],"Platform payment information, user guides"
openai,List items for sale,Shipping Support,"Assistance provided by the platform for shipping items to buyers, including labels and tracking.",Text [1],"Platform shipping policies, user experiences"
openai,List items for sale,Community Engagement,The level of interaction and support among users within the platform's community.,Text [1],"User forums, platform community pages"
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform's official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform's pricing page, user testimonials"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform's terms of service, user reviews"
openai,List items for sale,Ease of Use,The simplicity and intuitiveness of the platform's interface for listing and managing items.,Text [1],"User experience reviews, platform tutorials"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform's about page, industry analyses"
openai,List items for sale,Item Categories Supported,The range of product categories that can be listed and sold on the platform.,Text [*],"Platform's category listings, user guides"
openai,List items for sale,Payment Options,The methods available for buyers to pay and sellers to receive funds.,Text [*],"Platform's payment information page, user feedback"
openai,List items for sale,Shipping Support,The assistance or services provided by the platform for shipping sold items.,Text [1],"Platform's shipping policies, user experiences"
openai,List items for sale,Seller Protection Policies,The measures in place to protect sellers from fraud or disputes.,Text [1],"Platform's seller protection page, user testimonials"
openai,List items for sale,Mobile App Availability,The availability and functionality of a mobile application for the platform.,Boolean [1],"Platform's official app store listings, user reviews"
openai,List items for sale,User Base,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Target Audience,The primary demographic or market segment the platform caters to.,Text [1],"Platform marketing materials, user demographics studies"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform official information, industry analyses"
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Ease of Use,The simplicity and intuitiveness of the platform's interface for listing and managing items.,Text [1],"User reviews, platform tutorials"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform official information, industry analyses"
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Ease of Use,The simplicity and intuitiveness of the platform's interface for listing and managing items.,Text [1],"User reviews, platform tutorials"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform official information, industry analyses"
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Ease of Use,The user-friendliness of the platform's interface for listing and managing items.,Text [1],"User reviews, platform tutorials"
openai,List items for sale,Target Audience,The primary demographic or market segment the platform caters to.,Text [1],"Platform marketing materials, user demographics studies"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform official information, industry analyses"
openai,List items for sale,Item Categories,The types of items that can be listed and sold on the platform.,Text [1],"Platform guidelines, user reviews"
openai,List items for sale,Payment Methods,The payment options available for transactions on the platform.,Text [1],"Platform FAQs, user guides"
openai,List items for sale,Shipping Options,The shipping services and policies provided by the platform.,Text [1],"Platform shipping policies, user reviews"
openai,List items for sale,Seller Protection Policies,The measures in place to protect sellers from fraud and disputes.,Text [1],"Platform terms of service, user experiences"
openai,List items for sale,User Base Size,"The number of active users on the platform, indicating potential reach for sellers.",Integer [1],"Platform official statistics, industry reports"
openai,List items for sale,Listing Fees,The cost associated with listing an item for sale on the platform.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Transaction Fees,The percentage or fixed fee deducted from the sale price upon a successful transaction.,Float [1],"Platform pricing pages, user guides"
openai,List items for sale,Ease of Use,The simplicity and intuitiveness of the platform's interface for listing and managing items.,Text [1],"User reviews, platform tutorials"
openai,List items for sale,Geographical Reach,The regions or countries where the platform operates and has a significant user base.,Text [1],"Platform official information, industry analyses"
openai,List items for sale,Item Categories,The range of product categories supported by the platform for listings.,Text [1],"Platform official information, user guides"
openai,List items for sale,Payment Options,The methods available for buyers to pay and sellers to receive funds.,Text [1],"Platform official information, user guides"
openai,List items for sale,Shipping Support,The assistance or services provided by the platform for shipping items to buyers.,Text [1],"Platform official information, user guides"
openai,List items for sale,Seller Protection,Policies and measures in place to protect sellers from fraud or disputes.,Text [1],"Platform official information, user guides"
openai,List items for sale,Community Engagement,The level of interaction and support among users within the platform's community.,Text [1],"User reviews, platform forums"
