name,description,type,sources
Listing Features,The variety and quality of features available for creating and managing listings.,Text[1],"Official app descriptions, User reviews, Tech blogs"
Listing Features,The variety and quality of features available for creating and managing listings.,Text [1],"App Store descriptions, Google Play descriptions, User reviews"
Listing Fees,The cost associated with listing an item for sale.,Float [1],"Official App Websites, User Reviews"
Local Availability,The ability to reach local buyers and facilitate local pickup or delivery.,Boolean[1],"Official app websites, User reviews, Blog articles"
Local Availability,"The app's support for local listings and face-to-face transactions, enhancing convenience and reducing shipping costs.",Boolean [1],"App features listed on the app's website, User reviews, Expert articles"
Local Availability,The availability and popularity of the app in specific regions or countries.,Text[1],"App Annie, Sensor Tower, SimilarWeb, Local tech blogs"
Niche Focus,"The app's specialization in specific product categories, serving particular market segments more effectively.",Text [*],"App descriptions, User reviews, Expert analyses"
Niche Specialization,"The app's focus on specific types of items or markets, which can attract targeted buyer audiences.",Text [1],"Official Website, User Reviews, Expert Analysis"
Payment Security,The security and reliability of the payment process within the app.,Text [1],"Official app websites, User reviews"
Payment Security,The security measures in place to protect payments and transactions.,Text[1],"Official app descriptions, Security reviews, User reviews"
Promotion Features,"The availability of tools and options to enhance the visibility of listings, such as promoted ads, featured placements, or discounts.",Text [*],"App's promotional services, User experiences, Expert insights"
Safety and Security,The measures in place to protect users from fraud and ensure secure transactions.,Text[1],"Official app websites, User reviews, Security reports"
Safety and Security,The measures taken to ensure safe and secure transactions for both buyers and sellers.,Text [1],"Official app websites, User reviews, Security audit reports"
Safety and Security,The measures in place to protect users and their transactions.,Text [1],"Official app websites, Security audit reports, User reviews"
Security and Trust,The measures taken to ensure safe transactions and protect user data.,Text [1],"Official security policies, user reviews, trust ratings from third-party services"
Seller Fees,The fees and commissions charged by the platform for selling items.,Float [1],"Official platform fee structures, user reports, financial reviews"
Seller Fees,The fees charged by the platform for listing and selling items.,Float[1],"Official platform websites, User reviews, Financial blogs"
Seller Protection,The policies and measures in place to protect sellers from fraud and ensure secure transactions.,Text[1],"Official app websites, Trustpilot reviews, BBB ratings"
Seller Protection,The policies and features in place to protect sellers from fraud and disputes.,Text [1],"Official App Websites, User Reviews, Tech Blogs"
Seller Protection,"The measures in place to safeguard sellers against fraud, scams, and disputes, promoting a secure selling environment.",Text [1],"App's safety features and policies, User reports, Expert evaluations"
Seller Protection,The measures and policies in place to protect sellers from fraud and disputes.,Text [1],"Official app websites, User reviews"
Seller Protection,The measures and policies in place to protect sellers from fraudulent activities and ensure secure transactions.,Text [1],"Official Website, Terms of Service, User Reviews"
Transaction Fees,The fees charged on the sale of an item.,Float [1],"Official App Websites, User Reviews"
User Base,"The number of active users on the platform, indicating the market reach and potential buyer base.",Integer[1],"App Annie, Sensor Tower, SimilarWeb, Priori Data"
User Base,The total number of active users on the platform.,Integer [1],"App Store, Google Play Store, Official App Websites"
User Base,The total number of active users on the platform.,Integer[1],"App Annie, Sensor Tower, SimilarWeb"
User Base,"The number of active users on the platform, indicating the market reach and potential exposure for listed items.",Integer [1],"App Annie, Sensor Tower, SimilarWeb, Official company reports"
User Base,"The number of active users on the platform, which indicates the popularity and reach of the app.",Integer [1],"App Annie, Sensor Tower, SimilarWeb"
User Base,The total number of active users on the platform.,Integer [1],"App Annie, Sensor Tower, SimilarWeb, Priori Data"
User Base,The total number of active users on the platform.,Integer [1],"App Annie, Sensor Tower, SimilarWeb"
User Base,"The number of active users on the platform, indicating the market reach and potential buyer base.",Integer [1],"App Store, Google Play, Official Press Releases"
User Base,"The number of active users on the platform, which indicates the popularity and reach of the app.",Integer[1],"App Annie, Sensor Tower, SimilarWeb, Priori Data"
User Base,The number of active users on the platform.,Integer [1],"App Annie, Sensor Tower, SimilarWeb"
