family,model,provider,mode,k,feature,run,name,description,type,sources,cluster_id,cluster_size,selection_method,centroid_distance,connectivity_score,silhouette_score
proprietary,openai,openai,structured,20,Watch streams,8,Streaming Quality,"Maximum and average video resolution, bitrate stability, and playback reliability",,,32,54,aggregated_voting,0.3695160448551178,0.8113582730293274,0.41062089800834656
proprietary,mistral,mistral,structured,20,Go Live,3,Monetization Opportunities,"The availability of monetization options for streamers, such as ads, subscriptions, virtual gifts, donations, and sponsorships.",,,33,20,aggregated_voting,0.32089611887931824,0.8311347961425781,0.4506351053714752
proprietary,gemini,gemini,structured,20,Broadcast messages to multiple contacts,1,Scalability,The ability of the software to handle an increasing number of recipients or data volume without performance degradation.,,,34,13,aggregated_voting,0.475129097700119,0.7208845615386963,0.2932460308074951
proprietary,mistral,mistral,structured,20,Play games,1,Customer Support,"The quality and frequency of customer support, including responsiveness to user issues, community engagement, and availability of help resources.",,,35,25,aggregated_voting,0.32997915148735046,0.8419200778007507,0.48420047760009766
proprietary,anthropic,anthropic,structured,20,Send files,7,Ease of Use,"How intuitive and streamlined the process is from initiating to completing a file transfer, including minimal setup steps and clear user interface design",,,36,14,aggregated_voting,0.4383803904056549,0.7639675736427307,0.3258124887943268
proprietary,mistral,mistral,structured,20,Watch streams,1,Integration with Other Platforms,"The app's integration with other platforms or services, such as social media sharing, cross-platform streaming, or third-party tools.",,,37,31,aggregated_voting,0.4013858139514923,0.7580568194389343,0.1673256903886795
proprietary,openai,openai,structured,20,Keeping up with friends,9,Cross-Platform Accessibility,Availability and consistency of the app across different devices and operating systems.,,,38,31,aggregated_voting,0.28978314995765686,0.8774614930152893,0.3044780492782593
proprietary,mistral,mistral,structured,20,Photo effects,6,Advanced Editing Tools,"The availability of advanced editing tools alongside effects, such as layering, masking, and manual adjustments.",,,39,10,aggregated_voting,0.3140504062175751,0.8575042486190796,0.4999850392341614
proprietary,mistral,mistral,structured,20,Write notes,7,User Experience (UX),"The overall user experience, including app design, navigation, and intuitiveness of the interface.",,,40,41,aggregated_voting,0.22669166326522827,0.8936091065406799,0.4438813030719757
proprietary,mistral,mistral,structured,20,Build photo collage,9,User Ratings and Reviews,"The overall user ratings and reviews on app stores, reflecting user satisfaction and app performance.",,,41,54,aggregated_voting,0.23086322844028473,0.9026437401771545,0.5757364630699158
proprietary,mistral,mistral,structured,20,Access to movies,5,Library Size,"The number of movies available on the platform, including exclusives and licensed content.",,,42,18,aggregated_voting,0.30831480026245117,0.8804447650909424,0.4519083797931671
proprietary,mistral,mistral,structured,20,Send files,7,Pricing and Value for Money,"The cost of using the app, including free tiers, subscription models, or one-time purchases, and the value provided.",,,43,24,aggregated_voting,0.2270442098379135,0.9016907215118408,0.49702221155166626
proprietary,mistral,mistral,structured,20,Send files,3,Additional Features,"The presence of additional features such as file previews, collaboration tools, or integration with other apps/services.",,,44,26,aggregated_voting,0.45199307799339294,0.6971662044525146,0.17060326039791107
proprietary,openai,openai,structured,20,Search for offer on item,8,User Experience,"Ease of navigation, clarity of information, and overall usability of the interface",,,45,29,aggregated_voting,0.3717081844806671,0.7933498024940491,0.08631950616836548
proprietary,gemini,gemini,structured,20,Access to podcasts,8,Cross-Platform Synchronization,"The ability to maintain listening progress, subscriptions, and settings across multiple devices and operating systems.",,,46,23,aggregated_voting,0.32959794998168945,0.8310444951057434,0.16456322371959686
proprietary,openai,openai,structured,20,Broadcast messages to multiple contacts,1,Privacy Controls,Level of encryption and user control over who receives or can view broadcasted messages,,,47,10,aggregated_voting,0.3875967264175415,0.8196814656257629,0.26837554574012756
proprietary,mistral,mistral,structured,20,Build photo collage,0,Innovation and Unique Features,"The availability of unique or standout features that differentiate the app from competitors, such as AI-powered layouts or animation tools.",,,48,8,aggregated_voting,0.4694298505783081,0.7245839834213257,0.21033674478530884
proprietary,openai,openai,structured,20,Search for offer on item,0,Update Frequency,"How often product listings, prices, and offers are refreshed",,,49,6,aggregated_voting,0.262989342212677,0.9142085909843445,0.5354230403900146
