criteria,feature,model,rbo,num_comparisons
Customization Options,Access to movies,anthropic,0.010116484512136023,50
Customization Options,Access to movies,gemini,0.5077528935348975,50
Customization Options,Access to movies,mistral,0.018277444554416614,50
Customization Options,Access to movies,openai,0.2710359911965697,50
Customization Options,Access to movies,perplexity,0.5479520814967781,50
Customization Options,Access to podcasts,anthropic,0.42511152036635863,50
Customization Options,Access to podcasts,gemini,0.6328508823273359,50
Customization Options,Access to podcasts,mistral,0.5095884168664072,50
Customization Options,Access to podcasts,openai,0.2813604566814669,50
Customization Options,Access to podcasts,perplexity,0.3793164691801668,50
Customization Options,Broadcast messages to multiple contacts,anthropic,0.8126008508198198,50
Customization Options,Broadcast messages to multiple contacts,gemini,0.31740483169654926,50
Customization Options,Broadcast messages to multiple contacts,mistral,0.7656796028692976,50
Customization Options,Broadcast messages to multiple contacts,openai,0.3091901059861658,50
Customization Options,Broadcast messages to multiple contacts,perplexity,0.30220313263108695,50
Customization Options,Build photo collage,anthropic,0.6303794097266688,10
Customization Options,Build photo collage,gemini,0.38071297811069504,50
Customization Options,Build photo collage,mistral,0.6561297642501646,50
Customization Options,Build photo collage,openai,0.5856244681399807,50
Customization Options,Build photo collage,perplexity,0.09225827695837763,50
Customization Options,Collaborate with others,anthropic,0.6718475043229497,50
Customization Options,Collaborate with others,gemini,0.533701723743502,50
Customization Options,Collaborate with others,mistral,0.8441232855653829,50
Customization Options,Collaborate with others,openai,0.5254737169051594,50
Customization Options,Collaborate with others,perplexity,0.3045850833520198,50
Customization Options,Go Live,anthropic,0.014001943497028553,50
Customization Options,Go Live,gemini,0.3482572170101028,50
Customization Options,Go Live,mistral,0.2967843981018794,50
Customization Options,Go Live,openai,0.15407340644782871,50
Customization Options,Go Live,perplexity,0.17738132921935656,50
Customization Options,Keeping up with friends,anthropic,0.5738782655207445,50
Customization Options,Keeping up with friends,gemini,0.31518760443407634,50
Customization Options,Keeping up with friends,mistral,0.4354656814943454,50
Customization Options,Keeping up with friends,openai,0.13393602867093038,50
Customization Options,Keeping up with friends,perplexity,0.00029411170831361046,50
Customization Options,List items for sale,anthropic,0.41464980049228456,50
Customization Options,List items for sale,gemini,0.6723630321328397,50
Customization Options,List items for sale,mistral,0.7052406111112074,50
Customization Options,List items for sale,openai,0.2362753131210351,50
Customization Options,List items for sale,perplexity,0.05191779233920185,50
Customization Options,Photo effects,anthropic,0.7223634582751974,50
Customization Options,Photo effects,gemini,0.4567170268015871,50
Customization Options,Photo effects,mistral,0.6621830039308534,50
Customization Options,Photo effects,openai,0.4646628312459494,50
Customization Options,Photo effects,perplexity,0.26212711294167623,50
Customization Options,Play games,anthropic,0.3254568482669724,50
Customization Options,Play games,gemini,0.009331055885411992,50
Customization Options,Play games,mistral,0.5927187530328422,50
Customization Options,Play games,openai,0.005798040369552758,50
Customization Options,Play games,perplexity,0.0143294702282356,50
Customization Options,Play playlist on shuffle mode,anthropic,0.027458745416715558,50
Customization Options,Play playlist on shuffle mode,gemini,0.19786505903978074,50
Customization Options,Play playlist on shuffle mode,mistral,0.9356670877801184,50
Customization Options,Play playlist on shuffle mode,openai,0.005919745441315896,40
Customization Options,Play playlist on shuffle mode,perplexity,0.16322776111459636,50
Customization Options,Rate movies,anthropic,0.5815920377425876,50
Customization Options,Rate movies,gemini,0.5174419316211748,50
Customization Options,Rate movies,mistral,0.6677205010096625,50
Customization Options,Rate movies,openai,0.37651610304559013,50
Customization Options,Rate movies,perplexity,0.24268447399672832,50
Customization Options,Search for offer on item,anthropic,0.812731595723428,50
Customization Options,Search for offer on item,gemini,0.17056982719890051,50
Customization Options,Search for offer on item,mistral,0.659487014241451,50
Customization Options,Search for offer on item,openai,0.4688379809445564,50
Customization Options,Search for offer on item,perplexity,0.4368529878949519,50
Customization Options,Send files,anthropic,0.20170124734623673,50
Customization Options,Send files,gemini,0.28642258079062094,50
Customization Options,Send files,mistral,0.7755405071135871,50
Customization Options,Send files,openai,0.2523265885231346,50
Customization Options,Send files,perplexity,0.21491685812532377,50
Customization Options,Watch streams,anthropic,0.018000370703868212,50
Customization Options,Watch streams,gemini,0.15028036855771426,50
Customization Options,Watch streams,mistral,0.45090953178957266,50
Customization Options,Watch streams,openai,0.11180850356028374,50
Customization Options,Watch streams,perplexity,0.08005529430388209,50
Customization Options,Write notes,anthropic,0.6031662553728387,50
Customization Options,Write notes,gemini,0.5643836750963163,50
Customization Options,Write notes,mistral,0.6904601552563602,50
Customization Options,Write notes,openai,0.41683162349796554,50
Customization Options,Write notes,perplexity,0.5066381995155793,50
Ease of Use,Access to movies,anthropic,0.8844945602441718,50
Ease of Use,Access to movies,gemini,0.6278936804766521,50
Ease of Use,Access to movies,mistral,0.86374401278898,50
Ease of Use,Access to movies,openai,0.8878789462316874,50
Ease of Use,Access to movies,perplexity,0.5498534342166245,50
Ease of Use,Access to podcasts,anthropic,0.9022485636429783,50
Ease of Use,Access to podcasts,gemini,0.7003874134923979,50
Ease of Use,Access to podcasts,mistral,0.828998250277537,50
Ease of Use,Access to podcasts,openai,0.4092259112866467,50
Ease of Use,Access to podcasts,perplexity,0.5001968288122103,50
Ease of Use,Broadcast messages to multiple contacts,anthropic,0.8504777767419117,50
Ease of Use,Broadcast messages to multiple contacts,gemini,0.40013399175498227,50
Ease of Use,Broadcast messages to multiple contacts,mistral,0.7958244590276038,50
Ease of Use,Broadcast messages to multiple contacts,openai,0.24459218671913316,50
Ease of Use,Broadcast messages to multiple contacts,perplexity,0.6160905269483019,50
Ease of Use,Build photo collage,anthropic,0.6461164264081465,10
Ease of Use,Build photo collage,gemini,0.37553404501890136,50
Ease of Use,Build photo collage,mistral,0.6618452963863759,50
Ease of Use,Build photo collage,openai,0.2880477818689413,50
Ease of Use,Build photo collage,perplexity,0.310388426678482,50
Ease of Use,Collaborate with others,anthropic,0.8604737216139658,50
Ease of Use,Collaborate with others,gemini,0.7540639159339064,50
Ease of Use,Collaborate with others,mistral,0.8695735289548758,50
Ease of Use,Collaborate with others,openai,0.7659961494028243,50
Ease of Use,Collaborate with others,perplexity,0.41738025591487043,50
Ease of Use,Go Live,anthropic,0.7179866850525769,50
Ease of Use,Go Live,gemini,0.5590317265118202,50
Ease of Use,Go Live,mistral,0.3431053961047491,50
Ease of Use,Go Live,openai,0.49733869404713565,50
Ease of Use,Go Live,perplexity,0.264104408272384,50
Ease of Use,Keeping up with friends,anthropic,0.790998636139406,50
Ease of Use,Keeping up with friends,gemini,0.5301453601926842,50
Ease of Use,Keeping up with friends,mistral,0.7274156928095126,50
Ease of Use,Keeping up with friends,openai,0.31123743773292506,50
Ease of Use,Keeping up with friends,perplexity,0.0005882234166272208,50
Ease of Use,List items for sale,anthropic,0.7042006084485944,50
Ease of Use,List items for sale,gemini,0.7951816501292507,50
Ease of Use,List items for sale,mistral,0.6411728684309642,50
Ease of Use,List items for sale,openai,0.6686081275891328,50
Ease of Use,List items for sale,perplexity,0.5332981690838686,50
Ease of Use,Photo effects,anthropic,0.7326720464800195,50
Ease of Use,Photo effects,gemini,0.44235834237037536,50
Ease of Use,Photo effects,mistral,0.745228076811071,50
Ease of Use,Photo effects,openai,0.5757773683827021,40
Ease of Use,Photo effects,perplexity,0.11657463063017469,50
Ease of Use,Play games,anthropic,0.2548244732012536,50
Ease of Use,Play games,gemini,0.14423961803148946,50
Ease of Use,Play games,mistral,0.785774843012937,50
Ease of Use,Play games,openai,0.007052581072984085,50
Ease of Use,Play games,perplexity,0.16875514169581732,50
Ease of Use,Play playlist on shuffle mode,anthropic,0.8688684183636772,50
Ease of Use,Play playlist on shuffle mode,gemini,0.2327340860901564,50
Ease of Use,Play playlist on shuffle mode,mistral,0.9295369636802329,50
Ease of Use,Play playlist on shuffle mode,openai,0.845818403285621,50
Ease of Use,Play playlist on shuffle mode,perplexity,0.18148024270590835,50
Ease of Use,Rate movies,anthropic,0.6939329394709653,50
Ease of Use,Rate movies,gemini,0.6100283383257835,50
Ease of Use,Rate movies,mistral,0.7234728157587825,50
Ease of Use,Rate movies,openai,0.3678335315686192,50
Ease of Use,Rate movies,perplexity,0.24555480007407277,50
Ease of Use,Search for offer on item,anthropic,0.5777916716872216,50
Ease of Use,Search for offer on item,gemini,0.3902266970089739,50
Ease of Use,Search for offer on item,mistral,0.8068037818246033,50
Ease of Use,Search for offer on item,openai,0.5995065627032129,50
Ease of Use,Search for offer on item,perplexity,0.4400446204672315,50
Ease of Use,Send files,anthropic,0.5928148238974292,50
Ease of Use,Send files,gemini,0.6418618301875031,50
Ease of Use,Send files,mistral,0.7075626395509044,50
Ease of Use,Send files,openai,0.39605612243903243,50
Ease of Use,Send files,perplexity,0.21282963321633397,50
Ease of Use,Watch streams,anthropic,0.768284237259197,50
Ease of Use,Watch streams,gemini,0.1848585766354426,50
Ease of Use,Watch streams,mistral,0.8973079591007631,50
Ease of Use,Watch streams,openai,0.2535534100294285,50
Ease of Use,Watch streams,perplexity,0.054617724534583,50
Ease of Use,Write notes,anthropic,0.5538988044702228,50
Ease of Use,Write notes,gemini,0.7675109773520116,50
Ease of Use,Write notes,mistral,0.8909894084951372,50
Ease of Use,Write notes,openai,0.7557933629732129,50
Ease of Use,Write notes,perplexity,0.6461069780196993,50
Feature Set,Access to movies,anthropic,0.8918380948670129,50
Feature Set,Access to movies,gemini,0.7850482644580139,50
Feature Set,Access to movies,mistral,0.937464423889567,50
Feature Set,Access to movies,openai,0.8356401702422249,50
Feature Set,Access to movies,perplexity,0.7010113494244479,50
Feature Set,Access to podcasts,anthropic,0.9053801811813864,40
Feature Set,Access to podcasts,gemini,0.7028195399652862,50
Feature Set,Access to podcasts,mistral,0.8661554597054972,50
Feature Set,Access to podcasts,openai,0.3615953089572928,50
Feature Set,Access to podcasts,perplexity,0.4639093008939728,50
Feature Set,Broadcast messages to multiple contacts,anthropic,0.8616269990228851,50
Feature Set,Broadcast messages to multiple contacts,gemini,0.4015216477969096,50
Feature Set,Broadcast messages to multiple contacts,mistral,0.7969353577728717,50
Feature Set,Broadcast messages to multiple contacts,openai,0.6437483768569056,50
Feature Set,Broadcast messages to multiple contacts,perplexity,0.6742232953203761,50
Feature Set,Build photo collage,anthropic,0.652722362277954,10
Feature Set,Build photo collage,gemini,0.4079064883942749,50
Feature Set,Build photo collage,mistral,0.7154810693841072,50
Feature Set,Build photo collage,openai,0.442501290680235,50
Feature Set,Build photo collage,perplexity,0.3029348363662002,50
Feature Set,Collaborate with others,anthropic,0.8404621118344822,50
Feature Set,Collaborate with others,gemini,0.7725468165451136,50
Feature Set,Collaborate with others,mistral,0.8610986781335035,50
Feature Set,Collaborate with others,openai,0.7714942104692643,50
Feature Set,Collaborate with others,perplexity,0.3936739536771154,50
Feature Set,Go Live,anthropic,0.42403672319122526,50
Feature Set,Go Live,gemini,0.6365937243211895,50
Feature Set,Go Live,mistral,0.4793633424632396,50
Feature Set,Go Live,openai,0.5827725161426374,50
Feature Set,Go Live,perplexity,0.19252998020417617,50
Feature Set,Keeping up with friends,anthropic,0.7485458171143268,50
Feature Set,Keeping up with friends,gemini,0.5294112350690893,50
Feature Set,Keeping up with friends,mistral,0.7411636918457036,50
Feature Set,Keeping up with friends,openai,0.41002585488427257,50
Feature Set,Keeping up with friends,perplexity,0.00029411170831361046,50
Feature Set,List items for sale,anthropic,0.8203480022376668,50
Feature Set,List items for sale,gemini,0.7844717111937158,50
Feature Set,List items for sale,mistral,0.7323552476782758,50
Feature Set,List items for sale,openai,0.713041697897568,50
Feature Set,List items for sale,perplexity,0.4487505283421778,50
Feature Set,Photo effects,anthropic,0.548765077062386,10
Feature Set,Photo effects,gemini,0.5365583733644975,50
Feature Set,Photo effects,mistral,0.6829029944125362,50
Feature Set,Photo effects,openai,0.6356347032710327,20
Feature Set,Photo effects,perplexity,0.20070858878641562,50
Feature Set,Play games,anthropic,0.10025472515995228,50
Feature Set,Play games,gemini,0.1953324573027364,50
Feature Set,Play games,mistral,0.7748250566893903,50
Feature Set,Play games,openai,0.005262142724082311,50
Feature Set,Play games,perplexity,0.40642686894930935,50
Feature Set,Play playlist on shuffle mode,anthropic,0.8424575682310332,50
Feature Set,Play playlist on shuffle mode,gemini,0.2664362088291594,50
Feature Set,Play playlist on shuffle mode,mistral,0.9248570213590799,50
Feature Set,Play playlist on shuffle mode,openai,0.930509433587481,50
Feature Set,Play playlist on shuffle mode,perplexity,0.16598943775137662,50
Feature Set,Rate movies,anthropic,0.7238044674082903,50
Feature Set,Rate movies,gemini,0.601332313817081,50
Feature Set,Rate movies,mistral,0.6933060335639564,50
Feature Set,Rate movies,openai,0.3585080004120003,50
Feature Set,Rate movies,perplexity,0.30982037237389926,50
Feature Set,Search for offer on item,anthropic,0.7588477584402681,50
Feature Set,Search for offer on item,gemini,0.4453822740966343,50
Feature Set,Search for offer on item,mistral,0.8588676936470905,50
Feature Set,Search for offer on item,openai,0.6199076851904618,50
Feature Set,Search for offer on item,perplexity,0.4106600585378732,50
Feature Set,Send files,anthropic,0.6457335125392275,50
Feature Set,Send files,gemini,0.6517023385736316,50
Feature Set,Send files,mistral,0.7157362437482435,50
Feature Set,Send files,openai,0.6860988569116371,50
Feature Set,Send files,perplexity,0.18650153931934133,50
Feature Set,Watch streams,anthropic,0.8014589048146573,50
Feature Set,Watch streams,gemini,0.33925759695169233,50
Feature Set,Watch streams,mistral,0.8347556793539356,50
Feature Set,Watch streams,openai,0.2755326243764574,50
Feature Set,Watch streams,perplexity,0.4131580726364737,50
Feature Set,Write notes,anthropic,0.6967705582434118,50
Feature Set,Write notes,gemini,0.7255734922519994,50
Feature Set,Write notes,mistral,0.7267808319451317,50
Feature Set,Write notes,openai,0.7447896508832027,50
Feature Set,Write notes,perplexity,0.594355448492253,50
Geographical Availability,Access to movies,anthropic,0.8643555726628965,50
Geographical Availability,Access to movies,gemini,0.6874782454823763,50
Geographical Availability,Access to movies,mistral,0.9359069379719958,50
Geographical Availability,Access to movies,openai,0.8523017214366773,50
Geographical Availability,Access to movies,perplexity,0.6652785822614518,50
Geographical Availability,Access to podcasts,anthropic,0.7325430598409084,10
Geographical Availability,Access to podcasts,gemini,0.6416778430641505,50
Geographical Availability,Access to podcasts,mistral,0.8932239372619972,50
Geographical Availability,Access to podcasts,openai,0.5269870545412851,50
Geographical Availability,Access to podcasts,perplexity,0.44368791384001677,50
Geographical Availability,Broadcast messages to multiple contacts,anthropic,0.5454445090227558,50
Geographical Availability,Broadcast messages to multiple contacts,gemini,0.23825611536788982,50
Geographical Availability,Broadcast messages to multiple contacts,mistral,0.8152941757406638,50
Geographical Availability,Broadcast messages to multiple contacts,openai,0.520990326702875,50
Geographical Availability,Broadcast messages to multiple contacts,perplexity,0.10261263037465441,50
Geographical Availability,Build photo collage,anthropic,0.629424006281629,10
Geographical Availability,Build photo collage,gemini,0.18580133332750837,50
Geographical Availability,Build photo collage,mistral,0.796950277706541,50
Geographical Availability,Build photo collage,openai,0.32029625071096546,50
Geographical Availability,Build photo collage,perplexity,0.323342641037141,50
Geographical Availability,Collaborate with others,anthropic,0.6948134234807859,50
Geographical Availability,Collaborate with others,gemini,0.7270723827426745,50
Geographical Availability,Collaborate with others,mistral,0.8817815221554167,50
Geographical Availability,Collaborate with others,openai,0.5995713201730885,50
Geographical Availability,Collaborate with others,perplexity,0.33622683359093924,50
Geographical Availability,Go Live,anthropic,0.7759322920963811,50
Geographical Availability,Go Live,gemini,0.4388158004171162,50
Geographical Availability,Go Live,mistral,0.35360909719651995,50
Geographical Availability,Go Live,openai,0.5449525711308841,50
Geographical Availability,Go Live,perplexity,0.4624437740194968,50
Geographical Availability,Keeping up with friends,anthropic,0.6919330148867797,50
Geographical Availability,Keeping up with friends,gemini,0.5131686853581691,50
Geographical Availability,Keeping up with friends,mistral,0.7415314084297093,50
Geographical Availability,Keeping up with friends,openai,0.31162648348212935,50
Geographical Availability,Keeping up with friends,perplexity,0.0,50
Geographical Availability,List items for sale,anthropic,0.706825712454341,50
Geographical Availability,List items for sale,gemini,0.7266892210280353,50
Geographical Availability,List items for sale,mistral,0.6911655012899683,50
Geographical Availability,List items for sale,openai,0.6095848780572305,50
Geographical Availability,List items for sale,perplexity,0.49331971945697917,50
Geographical Availability,Photo effects,anthropic,0.5287695708844622,10
Geographical Availability,Photo effects,gemini,0.35888141938525303,50
Geographical Availability,Photo effects,mistral,0.70411404548878,50
Geographical Availability,Photo effects,openai,0.4856676629288045,40
Geographical Availability,Photo effects,perplexity,0.2007506873934083,50
Geographical Availability,Play games,anthropic,0.4642499659650868,50
Geographical Availability,Play games,gemini,0.2672550590969851,50
Geographical Availability,Play games,mistral,0.7855533447663064,50
Geographical Availability,Play games,openai,0.002779104917214311,50
Geographical Availability,Play games,perplexity,0.004418583107944137,50
Geographical Availability,Play playlist on shuffle mode,anthropic,0.8516809487342302,50
Geographical Availability,Play playlist on shuffle mode,gemini,0.38401061779790263,50
Geographical Availability,Play playlist on shuffle mode,mistral,0.9004808613703891,50
Geographical Availability,Play playlist on shuffle mode,openai,0.8877611456151313,50
Geographical Availability,Play playlist on shuffle mode,perplexity,0.19601979533457087,50
Geographical Availability,Rate movies,anthropic,0.6973346241486094,50
Geographical Availability,Rate movies,gemini,0.5685387883913768,50
Geographical Availability,Rate movies,mistral,0.6941577890110523,50
Geographical Availability,Rate movies,openai,0.41583526535911114,50
Geographical Availability,Rate movies,perplexity,0.26326670084830256,50
Geographical Availability,Search for offer on item,anthropic,0.419159654272266,50
Geographical Availability,Search for offer on item,gemini,0.2574124447052657,50
Geographical Availability,Search for offer on item,mistral,0.8455128067600519,50
Geographical Availability,Search for offer on item,openai,0.5715946412001824,50
Geographical Availability,Search for offer on item,perplexity,0.301100557676913,50
Geographical Availability,Send files,anthropic,0.6443175905998056,50
Geographical Availability,Send files,gemini,0.5349996452722846,50
Geographical Availability,Send files,mistral,0.25971736828927516,50
Geographical Availability,Send files,openai,0.33015305695441827,50
Geographical Availability,Send files,perplexity,0.12326178096269551,50
Geographical Availability,Watch streams,anthropic,0.7845709382964452,50
Geographical Availability,Watch streams,gemini,0.21026271959031567,50
Geographical Availability,Watch streams,mistral,0.8730919663016585,50
Geographical Availability,Watch streams,openai,0.08644296514762217,50
Geographical Availability,Watch streams,perplexity,0.06005774977512249,50
Geographical Availability,Write notes,anthropic,0.7136797640845853,50
Geographical Availability,Write notes,gemini,0.7172364701754519,50
Geographical Availability,Write notes,mistral,0.8607501339696895,50
Geographical Availability,Write notes,openai,0.6435797005627946,50
Geographical Availability,Write notes,perplexity,0.5674975746035225,50
Integration Capabilities,Access to movies,anthropic,0.39089100459687015,50
Integration Capabilities,Access to movies,gemini,0.4721474733972282,50
Integration Capabilities,Access to movies,mistral,0.7713055521391755,50
Integration Capabilities,Access to movies,openai,0.405955460908468,50
Integration Capabilities,Access to movies,perplexity,0.3337513127148449,50
Integration Capabilities,Access to podcasts,anthropic,0.9079376656337834,10
Integration Capabilities,Access to podcasts,gemini,0.6502097748334184,50
Integration Capabilities,Access to podcasts,mistral,0.8542940609898819,50
Integration Capabilities,Access to podcasts,openai,0.5066272121402675,50
