model,feature,name,description,type,sources
perplexity,List items for sale,Ease of Listing Creation,"How simple and quick it is to create a listing, including photo uploads and description writing.",Text [1],"AmzScout, Greenlight"
perplexity,List items for sale,Fees Structure,The percentage or flat fees charged to sellers per transaction or listing.,Float [1],"AmzScout, Simicart, Greenlight"
perplexity,List items for sale,Shipping Options,"Availability and flexibility of shipping methods including discounted labels, home pickup, or local delivery.",Text [*],"AmzScout, Greenlight"
perplexity,List items for sale,Geographic Reach,Whether the app supports local selling only or also national/international sales.,Text [1],"Simicart, Greenlight"
perplexity,List items for sale,Category Specialization,"Types of items best suited for the platform such as clothes, electronics, collectibles, or furniture.",Text [*],"AmzScout, Greenlight, Simicart"
perplexity,List items for sale,User Safety Features,Features like user identity verification and secure payment options that enhance seller and buyer safety.,Boolean [1],Simicart
perplexity,List items for sale,User Interface Quality,The intuitiveness and modernity of the app interface affecting user experience.,Text [1],Simicart
perplexity,List items for sale,Ease of Use,How user-friendly the app is for creating and managing listings,Integer [1-5],"1,3,4"
perplexity,List items for sale,Audience Reach,The size and geographical scope of the potential buyer audience,"Text (Local, National, Global)","2,3,4"
perplexity,List items for sale,Fees and Charges,The types and amounts of fees charged to sellers,Float [0-100%],"1,2,3"
perplexity,List items for sale,Shipping and Logistics,The ease and cost of shipping options available to sellers,"Text (Prepaid, Custom, Partnered)","1,3,4"
perplexity,List items for sale,Safety and Verification Features,The presence of buyer/seller verification and safety measures,Boolean,"2,3,4"
perplexity,List items for sale,User Base Size,"The number of active users on the app, which affects the potential audience size for listings",Integer [1],"amzscout.net, greenlight.com, wtop.com"
perplexity,List items for sale,Listing Ease,"How quickly and simply users can create and publish item listings, including photo uploads and description entry",Boolean or Integer [1],"amzscout.net, greenlight.com"
perplexity,List items for sale,Fee Structure,"Commission fees, payment processing fees, or listing fees charged by the app on sales",Text [1],"amzscout.net, greenlight.com"
perplexity,List items for sale,Shipping Options,"Availability and flexibility of shipping methods including prepaid labels, local pickup, and home pickup",Text [1],"amzscout.net, wtop.com"
perplexity,List items for sale,Item Categories Supported,Range of item types and categories allowed or popular for sale on the app,Text [*],"amzscout.net, greenlight.com, wtop.com"
perplexity,List items for sale,Local vs National Reach,Whether the app focuses on local buyers/sellers or offers nationwide sales options,Text [1],"greenlight.com, wtop.com"
perplexity,List items for sale,User Experience and Interface,"Overall ease of use, app interface quality, and availability of seller tools like analytics",Text [1],amzscout.net
perplexity,List items for sale,Security and Buyer Protection,Measures and features to protect users from fraud and ensure safe transactions,Boolean [1],greenlight.com
perplexity,List items for sale,User Base Size,Number of active users or downloads indicating marketplace size and audience reach,Integer[1],"amzscout.net, play.google.com"
perplexity,List items for sale,Fee Structure,Commission or listing fees percentage or fixed amount charged by the app per sale,Float[1],"amzscout.net, greenlight.com"
perplexity,List items for sale,Ease of Listing,How quickly and easily a seller can upload photos and create a listing,Text[1],"amzscout.net, greenlight.com"
perplexity,List items for sale,Shipping Options,"Availability and flexibility of shipping choices such as prepaid labels, local pickup or home pickup",Text[1],"amzscout.net, wtop.com"
perplexity,List items for sale,Category Specialization,Specific niche or product categories the app is best suited for selling,Text[*],"amzscout.net, greenlight.com"
perplexity,List items for sale,Geographic Reach,"Whether the app supports local, national, or international sales",Text[1],"greenlight.com, wtop.com"
perplexity,List items for sale,User Interface and Experience,Quality and user-friendliness of the app interface for buying and selling,Text[1],"amzscout.net, wtop.com"
perplexity,List items for sale,User Base Size,"Number of active users on the app, indicating potential audience reach.",Integer [1],"Amzscout, Greenlight, WTOP"
perplexity,List items for sale,Fee Structure,"Percentage or fixed fees charged per sale, affecting seller profitability.",Float [1],"Amzscout, Greenlight"
perplexity,List items for sale,Ease of Use,"How simple it is to list and sell items, including listing creation process and interface usability.",Text [1],"Amzscout, Greenlight, WTOP"
perplexity,List items for sale,Shipping Options,Availability and flexibility of shipping or local pickup options offered by the app to sellers.,Text [1],"Amzscout, Greenlight, WTOP"
perplexity,List items for sale,Item Category Focus,"Primary categories or niches the app caters to (e.g., clothes, electronics, furniture).",Text [*],"Amzscout, Greenlight, WTOP"
perplexity,List items for sale,Seller Protection and Trust,"Features such as buyer feedback system, fraud prevention, and payment security that protect sellers.",Text [1],"Greenlight, WTOP"
perplexity,List items for sale,Ease of Use,How user-friendly and straightforward the app is for listing and managing items for sale,Float [1],"1,3,4"
perplexity,List items for sale,Listing and Selling Fees,The commission or fees charged per sale or listing,Float [1],"1,2,3"
perplexity,List items for sale,Shipping Options,"Availability and flexibility of shipping solutions, including prepaid labels and home pickup",Boolean/Text [1],"1,3,4"
perplexity,List items for sale,Audience Reach,"The size and geographic coverage of the app’s buyer audience, e.g., local, national, or global",Text [1],"2,3"
perplexity,List items for sale,Security and Safety Features,Measures such as user verification and fraud protection to enable safe transactions,Boolean/Text [2],"2,3"
perplexity,List items for sale,Category Specialization,"Whether the app is specialized for certain product types like fashion, electronics, collectibles, or general goods",Text [*],"1,3,4"
perplexity,List items for sale,User Ratings and Reviews,Average ratings and user feedback indicating overall satisfaction and reliability,Float [1],2
perplexity,List items for sale,User Base Size,"Number of active users on the app, indicating potential reach and buyer pool",Integer [1],"AmzScout, Greenlight, WTOP, Google Play"
perplexity,List items for sale,Selling Fees,"Percentage or flat fee charged per sale, impacting seller profitability",Float [1],"AmzScout, Greenlight"
perplexity,List items for sale,Ease of Listing,"How simple and fast it is to create a listing including photo upload, description, and pricing",Text [1],"AmzScout, OfferUp description"
perplexity,List items for sale,Shipping Options,"Availability of shipping methods such as prepaid labels, home pickup, or local meetups",Text [1],"AmzScout, WTOP, Greenlight"
perplexity,List items for sale,Category Specialization,"Types of items the app is best suited to sell (e.g., fashion, electronics, furniture)",Text [*],"AmzScout, Greenlight, WTOP"
perplexity,List items for sale,Seller Tools,"Features like pricing suggestions, analytics, instant pay, and buyer-seller communication tools",Text [1],"AmzScout, WTOP, OfferUp"
perplexity,List items for sale,User Base Size,"The number of active users or monthly visitors on the app, influencing potential buyer reach.",Integer[1],"amzscout.net, simicart.com"
perplexity,List items for sale,Listing Fees,"The fees charged by the app for listing or selling an item, impacting seller costs.",Float[1],"amzscout.net, simicart.com, greenlight.com"
perplexity,List items for sale,Ease of Use,"How user-friendly the app interface and listing process are, affecting seller convenience and speed.",Text[1],"amzscout.net, greenlight.com, wtop.com"
perplexity,List items for sale,Shipping Options,"Availability and flexibility of shipping methods like discounted labels, home pickup, or local meetups.",Text[1],"amzscout.net, greenlight.com"
perplexity,List items for sale,Item Categories Supported,Range and specialties of item types supported for sale on the app.,Text[*],"amzscout.net, simicart.com, greenlight.com"
perplexity,List items for sale,Safety Features,Verification of buyer/seller identities and secure transaction mechanisms to reduce fraud and scams.,Boolean[1],"simicart.com, wtop.com"
perplexity,List items for sale,Payment Options,Methods and speed of payment to sellers after a transaction.,Text[1],"greenlight.com, amzscout.net"
