model,feature,name,description,type,sources
gemini,Search for offer on item,Cashback Offers,Offers cashback on purchases made through the app.,Boolean[1],Multiple sources
gemini,Search for offer on item,Deal Alerts,Sends notifications when the price of a tracked item drops.,Boolean[1],Multiple sources
gemini,Search for offer on item,Barcode Scanner,Allows scanning barcodes to quickly find prices and deals.,Boolean[1],Multiple sources
gemini,Search for offer on item,Breadth of Deals,The variety of deals and discounts available across different retailers and product categories.,Integer[*],"App Store, Google Play Store, Expert Reviews"
gemini,Search for offer on item,User Ratings,"Average user rating from app stores, reflecting user satisfaction with the app's functionality and deal quality.",Float[1],"App Store, Google Play Store"
gemini,Search for offer on item,Deal personalization,How well the app tailors deals to individual user preferences and shopping habits.,Boolean[1],"Expert Reviews, User Reviews"
gemini,Search for offer on item,Ease of Use,The intuitiveness and simplicity of the app's interface and navigation.,Text[1],"User Reviews, Expert Reviews"
gemini,Search for offer on item,Community Engagement,The level of user interaction and community-driven deal sharing within the app.,Integer[1],"App Store, Google Play Store, Expert Reviews"
gemini,Search for offer on item,Price Comparison Accuracy,The ability of the app to accurately compare prices across multiple retailers.,Float [1],"User reviews, expert reviews, app store descriptions"
gemini,Search for offer on item,Barcode Scanning,Availability and accuracy of barcode scanning feature for in-store price comparison.,Boolean [1],"App features list, expert reviews"
gemini,Search for offer on item,Price Tracking & Alerts,Ability to track price changes over time and receive alerts when prices drop.,Boolean [1],"App features list, user reviews"
gemini,Search for offer on item,Coupon Availability,Availability of coupons and promo codes within the app.,Boolean [1],"App features list, user reviews"
gemini,Search for offer on item,Cashback Offers,Availability of cashback offers and rewards programs.,Boolean [1],"App features list, user reviews"
gemini,Search for offer on item,User Interface,Ease of use and navigation within the app.,Text [1],"User reviews, expert reviews"
gemini,Search for offer on item,Retailer Coverage,Number and variety of retailers included in the price comparison.,Integer [*],"App descriptions, expert reviews"
gemini,Search for offer on item,Price Comparison Accuracy,Accuracy of price comparisons across multiple retailers and product categories.,Float [1],"User reviews, independent testing"
gemini,Search for offer on item,Deal Coverage,"Breadth of deals and offers available, including coupons, discounts, and cashback opportunities.",Integer[*],"App description, user reviews"
gemini,Search for offer on item,User Interface,"Ease of navigation, search functionality, and overall user experience.",Text [1],"User reviews, expert opinions"
gemini,Search for offer on item,Price Tracking & Alerts,Ability to track prices and receive notifications when prices drop.,Boolean [1],"App features, user reviews"
gemini,Search for offer on item,Barcode Scanning,Functionality to scan barcodes for quick price comparisons in physical stores.,Boolean [1],"App features, expert reviews"
gemini,Search for offer on item,User Ratings,"Average rating given by users on app stores, reflecting user satisfaction.",Float[1],"Google Play Store, Apple App Store"
gemini,Search for offer on item,Number of Downloads,"Total number of times the app has been downloaded, indicating popularity and reach.",Integer[1],"Google Play Store, Apple App Store"
gemini,Search for offer on item,Variety of Retailers,The number of different stores and online retailers supported by the app.,Integer[1],"App description, user reviews"
gemini,Search for offer on item,Deal Types,"Types of deals offered (e.g., cashback, coupons, discounts).",Text[*],"App description, user reviews"
gemini,Search for offer on item,Ease of Use,Subjective assessment of how user-friendly the app interface is.,Text[1],"User reviews, expert reviews"
gemini,Search for offer on item,Price Comparison,Compares prices across multiple retailers to find the best deals on a specific item.,Boolean[1],"App Description, User Reviews"
gemini,Search for offer on item,Coupon Availability,Provides access to digital coupons and promo codes for additional savings.,Boolean[1],"App Description, App Features"
gemini,Search for offer on item,Cash Back Rewards,Offers cash back on purchases made through the app.,Boolean[1],"App Description, User Reviews"
gemini,Search for offer on item,Barcode Scanning,Allows users to scan barcodes in-store to compare prices instantly.,Boolean[1],"App Features, App Description"
gemini,Search for offer on item,User Ratings,Reflects user satisfaction and app performance based on available reviews.,Float[1],"App Store, Google Play Store"
