model,feature,name,description,type,sources
mistral,Watch streams,Ad-Supported Content,"Availability of free, ad-supported content",Boolean [1],"Official app descriptions, user reviews"
mistral,Watch streams,Geographical Availability,Number of countries where the service is available,Integer [1],"Official app descriptions, tech blogs"
mistral,Watch streams,User Base,The total number of active users or subscribers of the app.,Integer [1],"App Annie, Sensor Tower, SimilarWeb, Official app websites"
mistral,Watch streams,Content Library Size,"The total number of movies, TV shows, and other video content available on the app.",Integer [1],"Official app websites, JustWatch, Reelgood"
mistral,Watch streams,Streaming Quality,"The maximum video quality (e.g., SD, HD, 4K) supported by the app.",Text [1],"Official app websites, TechRadar, CNET"
mistral,Watch streams,User Interface and Experience,"The overall design, ease of use, and user satisfaction with the app's interface.",Float [1],"App Store ratings, Google Play ratings, Trustpilot"
mistral,Watch streams,Cross-Platform Availability,"The number of different platforms (e.g., iOS, Android, Web, Smart TVs) the app is available on.",Integer [1],"Official app websites, App Store, Google Play"
mistral,Watch streams,Pricing and Plans,The cost of subscription plans or if the app is free with ads.,Text [1],"Official app websites, TechRadar, CNET"
mistral,Watch streams,Live Streaming Availability,Whether the app offers live streaming content in addition to on-demand content.,Boolean [1],"Official app websites, TechRadar, CNET"
mistral,Watch streams,Streaming Quality,"The overall quality of the video and audio streaming, including resolution and buffering times.",Text[1],"User reviews, tech reviews, official app descriptions"
mistral,Watch streams,Content Library,"The variety and quantity of content available for streaming, including movies, TV shows, live streams, and original content.",Text[1],"Official app descriptions, content catalogs, user reviews"
mistral,Watch streams,User Interface,"The ease of use and navigation within the app, including search functionality and content discovery features.",Text[1],"User reviews, tech reviews, official app descriptions"
mistral,Watch streams,Subscription Cost,"The cost of subscription plans, including any free trials or bundled offers.",Float[1],"Official app descriptions, subscription plans, user reviews"
mistral,Watch streams,Device Compatibility,"The range of devices and platforms that the app is compatible with, including mobile, tablet, TV, and web.",Text[1],"Official app descriptions, tech reviews, user reviews"
mistral,Watch streams,User Ratings,The average rating given by users on app stores and review platforms.,Float[1],"App store ratings, user reviews, tech reviews"
mistral,Watch streams,Special Features,"Unique features such as offline downloads, multiple profiles, parental controls, and interactive elements.",Text[1],"Official app descriptions, tech reviews, user reviews"
mistral,Watch streams,User Base,The number of active users or subscribers of the app.,Integer [1],"Company reports, market analysis reports, app store intelligence platforms"
mistral,Watch streams,Content Library Size,"The total number of movies, TV shows, and other video content available on the app.",Integer [1],"Company reports, third-party databases, streaming service websites"
mistral,Watch streams,Streaming Quality,"The maximum video quality (e.g., 4K, 1080p, 720p) supported by the app.",Text [1],"Official app specifications, user reviews, tech reviews"
mistral,Watch streams,User Interface and Experience,"The ease of use, navigation, and overall user experience of the app.",Text [1],"User reviews, tech reviews, app store ratings"
mistral,Watch streams,Subscription Cost,The cost of subscription plans offered by the app.,Float [1],"Official app websites, market analysis reports"
mistral,Watch streams,Device Compatibility,The number of different devices and platforms that the app supports.,Integer [1],"Official app specifications, tech reviews"
mistral,Watch streams,User Ratings,The average rating given by users on app stores.,Float [1],"App store listings, user review platforms"
mistral,Watch streams,Unique Features,"Any unique features or functionalities offered by the app, such as offline downloads, multiple profiles, etc.",Text [*],"Official app specifications, tech reviews, user feedback"
mistral,Watch streams,User Base,The total number of active users or subscribers of the app.,Integer [1],"Company reports, market analysis reports, app store statistics"
mistral,Watch streams,Content Library Size,"The total number of movies, TV shows, and other video content available on the app.",Integer [1],"Company reports, third-party databases, user reviews"
mistral,Watch streams,Streaming Quality,"The average video quality (e.g., SD, HD, 4K) offered by the app.",Text [1],"Technical reviews, user feedback, official app specifications"
mistral,Watch streams,User Interface and Experience,"The overall design, ease of use, and user satisfaction with the app's interface.",Text [1],"User reviews, design awards, expert analysis"
mistral,Watch streams,Subscription Cost,The cost of subscription or pricing plans offered by the app.,Float [1],"Official app websites, pricing comparison sites, user reports"
mistral,Watch streams,Device Compatibility,The number of different devices and platforms the app is compatible with.,Integer [1],"Official app specifications, user reports, tech reviews"
mistral,Watch streams,User Ratings,The average rating given by users on app stores and review platforms.,Float [1],"App store listings, review aggregation sites, user feedback"
mistral,Watch streams,User Ratings,"Average user ratings on app stores (Google Play, Apple App Store)",Float [1],"Google Play Store, Apple App Store"
mistral,Watch streams,Number of Downloads,Total number of app downloads,Integer [1],"Google Play Store, Apple App Store, Sensor Tower"
mistral,Watch streams,Content Variety,Diversity and breadth of streaming content available,Text [1],"Official app descriptions, user reviews"
mistral,Watch streams,Streaming Quality,"Quality of video streaming (e.g., HD, 4K)",Text [1],"Official app descriptions, user reviews"
mistral,Watch streams,User Interface,Ease of use and navigation within the app,Text [1],"User reviews, tech reviews"
mistral,Watch streams,Subscription Cost,Cost of subscription plans,Float [1],"Official app websites, app store listings"
mistral,Watch streams,Device Compatibility,Number of devices and platforms supported,Integer [1],"Official app websites, tech reviews"
mistral,Watch streams,Unique Features,"Special features offered by the app (e.g., offline downloads, live TV)",Text [1],"Official app descriptions, tech reviews"
mistral,Watch streams,User Ratings,Average user ratings on various app stores and platforms.,Float [1],"App Store, Google Play Store, Amazon Appstore"
mistral,Watch streams,Number of Downloads,Total number of downloads across all platforms.,Integer [1],"App Store, Google Play Store, Amazon Appstore, Sensor Tower"
mistral,Watch streams,Content Variety,Diversity and breadth of content available for streaming.,Text [1],"Official app descriptions, user reviews, content catalogs"
mistral,Watch streams,Streaming Quality,"Quality of video streaming, including resolution and buffering times.",Text [1],"User reviews, technical specifications, expert reviews"
mistral,Watch streams,Subscription Cost,"Cost of subscription plans, if applicable.",Float [1],"Official app websites, app store listings"
mistral,Watch streams,User Interface,Ease of use and navigability of the app interface.,Text [1],"User reviews, expert reviews, app screenshots"
mistral,Watch streams,Device Compatibility,Number of devices and platforms supported by the app.,Integer [1],"Official app websites, app store listings"
mistral,Watch streams,Unique Features,Special features that differentiate the app from competitors.,Text [1],"Official app descriptions, user reviews, expert analyses"
mistral,Watch streams,User Base,The number of active users or subscribers of the app.,Integer [1],"Company reports, market analysis reports, app store intelligence platforms"
mistral,Watch streams,Content Library Size,"The total number of movies, TV shows, and other videos available on the platform.",Integer [1],"Company reports, third-party databases, market analysis reports"
mistral,Watch streams,Stream Quality,"The average video quality (e.g., SD, HD, 4K) offered by the app.","Text [1] (e.g., 'HD', '4K')","User reviews, tech specs from company websites, expert reviews"
mistral,Watch streams,User Interface and Experience,"The overall design, ease of use, and user satisfaction with the app's interface.","Text [1] (e.g., 'Excellent', 'Good', 'Poor')","User reviews, expert reviews, usability testing reports"
mistral,Watch streams,Cross-Platform Availability,"The number of different platforms and devices the app is available on (e.g., iOS, Android, Web, Smart TVs).",Integer [1],"App store listings, company websites, tech blogs"
mistral,Watch streams,User Ratings,Average user ratings on various app stores and platforms.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Watch streams,Number of Downloads,Total number of downloads across all platforms.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore, Sensor Tower"
mistral,Watch streams,Content Variety,The diversity and breadth of content available for streaming.,Text [1],"Official app descriptions, user reviews, content catalogs"
mistral,Watch streams,Streaming Quality,"The quality of the streaming service, including resolution and buffering times.",Text [1],"User reviews, tech reviews, official app descriptions"
mistral,Watch streams,Subscription Cost,"The cost of subscription plans, if applicable.",Float [1],"Official app websites, app store listings"
mistral,Watch streams,User Interface,The ease of use and navigation within the app.,Text [1],"User reviews, tech reviews, official app descriptions"
mistral,Watch streams,Device Compatibility,The range of devices and platforms supported by the app.,Text [1],"Official app websites, app store listings"
mistral,Watch streams,User Engagement,The level of user engagement and interaction within the app.,Text [1],"User reviews, social media mentions, app analytics"
