name,description,type,sources
Global Reach,"The geographical reach of the platform, whether it's local, national, or international.",Text[1],App descriptions
Item categories,Types of the items that you can list on the app.,Text[*],Multiple sources
Item Categories,The range of product types that are commonly sold on the app.,Text[*],Multiple sources
Listing Simplicity,Ease of creating and managing product listings.,Text[1],Multiple sources
Local vs. Global Reach,Whether the app primarily focuses on local sales or offers the ability to sell internationally.,Text[1],Multiple sources
Local vs. National Reach,Whether the app primarily focuses on local sales or provides options for nationwide/global shipping.,Text[1],"App descriptions, user reviews"
Mobile Optimization,"How well the app functions on mobile devices, including listing creation, photo uploads, and order management.",Boolean[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo"
Payment Method,"How sellers receive payment for their sales (e.g., direct deposit, PayPal).",Text[*],Multiple sources
Payment Options,The variety of payment methods accepted and the speed of payouts to sellers.,Text[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo, Mercari"
Payment Options,Variety of payment methods accepted and ease of transferring funds to the seller.,Text[*],"App descriptions, user reviews"
Payment Processing,The methods available for processing payments and how secure and efficient the payment process is.,Text[1],Multiple sources
Payment Security,The security measures in place to protect sellers from fraud and ensure timely payments.,Boolean[1],Multiple sources
Payment Security,"The level of protection offered for transactions, including secure payment gateways and buyer/seller verification.",Boolean[1],"App security policies, user reviews"
Product Categories,"The variety of items that can be sold on the app (e.g., clothing, electronics, furniture, handmade items).",Text[*],Multiple sources
Product Categories,"The range of items that can be sold on the app, from clothing to electronics to furniture.",Text[*],Various sources
Product Category Focus,"The primary types of items that are commonly sold on the app (e.g., clothing, electronics, handmade items).",Text[*],Multiple
Product Category Focus,"The app's specialization in specific product categories, such as fashion, electronics, or handmade goods. A focused category can attract a more targeted audience.",Text[1],"AMZScout, Shopify New Zealand, Greenlight"
Safety and Security,"Measures taken to ensure safe transactions, verified user profiles, and protection against scams.",Boolean[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo"
Safety Features,"Measures taken to ensure secure transactions and user verification (e.g., user ratings, verified profiles, safe meeting spots).",Text[*],"App descriptions, user reviews"
Seller Protection,Policies and procedures in place to protect sellers from fraudulent buyers or transactions.,Text[1],Multiple sources
Seller Tools,"Features and resources provided to sellers, such as analytics, marketing tools, and customer support.",Text[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo, Crosslist, Billo"
Seller tools,"Tools available to sellers to help them manage their listings and sales (e.g., inventory management, analytics, marketing tools).",Text[*],Multiple sources
Seller Tools,"The features and resources available to sellers, such as listing templates, analytics, and advertising options.",Text[*],Multiple sources
Seller Tools,"Availability of tools like analytics, listing templates, and automated listing renewals.",Boolean[1],App descriptions
Shipping Options,"The shipping methods available for sellers (e.g., prepaid labels, seller-arranged shipping, local pickup).",Text[*],"App descriptions, user reviews"
Shipping Options,"The availability of integrated shipping tools, prepaid labels, and options for local pickup or nationwide shipping.",Boolean[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo, Crosslist, Honeygain"
Shipping Options,"The availability of prepaid shipping labels, integrated shipping services, or options for local pickup.",Boolean[*],Multiple
Shipping Options,"The availability of prepaid shipping labels, integrated shipping services, and options for local pickup.",Boolean[1],Multiple sources
Shipping Options,"The available methods for shipping items to buyers, including seller-arranged shipping, prepaid labels, and integration with shipping services.",Text[*],Multiple sources
Shipping Options,"Availability of prepaid shipping labels, integrated shipping options, and buyer-paid shipping.",Boolean[1],"App descriptions, seller information"
Shipping Options,"The availability of integrated shipping solutions, prepaid labels, and options for local pickup.",Boolean[1],"App features list, official website"
Shipping Options,Whether the app provides prepaid shipping labels or requires sellers to handle shipping independently.,Boolean,Multiple sources
Shipping Options,"The availability of integrated shipping labels, discounted shipping rates, and options for local pickup or delivery. Convenient shipping options attract more buyers.",Text[*],"AMZScout, Greenlight, Honeygain"
Shipping Options,"The available choices for shipping items to buyers, including prepaid labels and independent shipping.",Text[*],Various sources
Specialization,"Whether the platform specializes in certain categories like luxury items, vintage goods, or electronics.",Boolean[1],App descriptions
Target Audience,"The specific demographic or interest group the platform caters to (e.g., handmade items, fashion, electronics).",Text[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo, AMZScout"
Target Audience,Demographics and interests of the app's primary user base.,Text[*],Multiple
Target Audience,"The specific demographic or type of buyer that the app caters to (e.g., fashion enthusiasts, collectors, local buyers).",Text[*],Multiple sources
Target Audience,"Specific types of items or categories that the app is best suited for (e.g., fashion, electronics, handmade items).",Text[*],"App descriptions, user reviews"
Target Audience,The primary demographic or interest group the app caters to.,Text[*],Multiple sources
Target Audience,"The specific group of buyers and sellers the app caters to (e.g., local, global, luxury, fashion, electronics).",Text[*],Various sources
User Base,"The number of active users on the platform, indicating potential reach.",Integer[*],Various sources mentioning user statistics
User Base,"Number of active users on the platform, impacting potential reach.",Integer[*],"SimiCart, Greenlight, Shopify Australia, SaleHoo"
User Base,"The number of active users on the platform, indicating potential reach.",Integer[*],Multiple
User Base,Number of active users on the platform. A larger user base increases the likelihood of a sale.,Integer[*],Multiple sources
User Base,Number of active users on the platform. A larger user base increases the potential for sales.,Integer[*],Multiple sources
User Base,Number of active users on the platform. A larger user base increases the likelihood of sales.,Integer[*],Various sources
User Base,The number of active users on the platform. A larger user base increases the likelihood of a sale.,Integer[*],"Multiple sources, app stores"
User Base,The approximate number of active users on the platform.,Integer[1],Multiple sources
User Base,"The number of active users on the platform, influencing potential reach and sales volume.",Integer,Various sources
User Base / Reach,The number of active users on the platform. A larger user base increases the chances of selling items quickly.,Integer[*],"AMZScout, SimiCart, SellerApp"
User Interface,Ease of use and navigation within the app.,Text[1],"User reviews, app store ratings"
