model,feature,name,description,type,sources
perplexity,Rate movies,Rating and Review Authenticity,Measures to prevent fake reviews and rating manipulation,Boolean[1],"App feature descriptions, privacy policies"
perplexity,Rate movies,User Ratings,Average user ratings or scores assigned to movies by app users to express their opinion.,Float [1],"App Store, Google Play"
perplexity,Rate movies,User Reviews,"Written feedback provided by users about movies, useful for qualitative assessment.",Text [*],"App Store, Google Play, Editorial"
perplexity,Rate movies,Recommendation Algorithm Quality,Effectiveness of the app’s movie recommendation algorithm in suggesting relevant movies based on user taste.,Text/Qualitative [1],"App descriptions, Reviews"
perplexity,Rate movies,Social Features,"Ability to follow friends, share ratings, get group recommendations, and interact with community.",Boolean [1],App descriptions
perplexity,Rate movies,Content Coverage,"Number of movies/shows covered and availability of metadata such as genres, release date, streaming platforms.",Integer or Text [1],App descriptions
perplexity,Rate movies,Platform Availability,"Availability of the app on major mobile platforms (iOS, Android).",Boolean [1],App stores
perplexity,Rate movies,User Base Size,Number of active users or downloads indicating app popularity and data richness.,Integer [1],"Google Play, App Store"
perplexity,Rate movies,In-App Purchases and Ads,Presence of in-app purchases or ads that might affect the user experience.,Boolean [1],"Google Play, App Store"
perplexity,Rate movies,User Ratings and Reviews,"Allows users to rate movies and write reviews, influencing overall app ratings and recommendation accuracy","Float rating, Text review [*]","Apple App Store Raters, Google Play Raters, Letterboxd"
perplexity,Rate movies,Recommendation Algorithm,"Algorithm suggesting movies based on user taste, group preferences, and similar user profiles","Boolean (exists/does not exist), Text description [1]","Raters, Taste"
perplexity,Rate movies,Social Integration,"Ability to follow friends and other users, share reviews, and get group recommendations",Boolean [1][2][5],"Raters, Letterboxd"
perplexity,Rate movies,Platform Availability and Streaming Links,Provides links and suggestions on where to watch movies across multiple streaming platforms,Text list [1],Raters
perplexity,Rate movies,User Base Size,Number of active users/downloads which can affect diversity of reviews and recommendations,Integer [2][4],"Raters (100K+), Taste (100K+)"
perplexity,Rate movies,Content Catalog Coverage,Number and variety of movies and shows available to rate and review,Integer or Descriptive [3][5],"Letterboxd, SerialIzd"
perplexity,Rate movies,Ad Presence and Monetization,Whether the app contains ads or in-app purchases affecting user experience,"Boolean, Text [2][4]","Raters, Taste"
perplexity,Rate movies,User Rating Capability,Ability for users to rate movies and shows with scores or likes/dislikes,Boolean [1],"App descriptions, user reviews"
perplexity,Rate movies,Personalized Recommendation Algorithm,Availability of personalized movie recommendations based on user tastes and ratings,Boolean [1],"Raters app description, Taste app info"
perplexity,Rate movies,Social and Community Features,"Ability to follow friends, see friends' reviews, comment, and share ratings",Boolean [1],"Raters app, Letterboxd, Taste app descriptions"
perplexity,Rate movies,Cross-Platform Availability,Availability on major platforms such as iOS and Android,Boolean [1],App store listings
perplexity,Rate movies,Content Filtering Options,"Filters for genre, release date, duration, and other movie attributes to refine recommendations",Boolean [1],Raters app description
perplexity,Rate movies,Group Recommendation Feature,Ability to get movie recommendations tailored for multiple people simultaneously,Boolean [1],Raters app description
perplexity,Rate movies,Ad-Supported vs. Paid Options,"Whether the app is free with ads, has in-app purchases, or requires a subscription",Text [1],Google Play and Apple Store app info
perplexity,Rate movies,User Base Size,Number of users and volume of reviews available to enhance recommendation quality,Integer [1],"App store download counts, community activity"
perplexity,Rate movies,User Ratings and Reviews,"Ability for users to rate movies and write reviews, providing qualitative feedback and numeric ratings","Float [1], Text [*]","App Store, Google Play, Letterboxd"
perplexity,Rate movies,Personalized Recommendations,Algorithm-based tailored movie suggestions based on user ratings and tastes,Boolean [1],"Raters, Taste, Letterboxd"
perplexity,Rate movies,Community and Social Features,"Following users, sharing reviews, group recommendations, and social interaction within the app",Boolean [1],"Raters, Letterboxd, Taste"
perplexity,Rate movies,Content Coverage,Range of movies and TV shows covered by the app's database and rating system,Integer [1],"IMDb, Rotten Tomatoes, Metacritic, Letterboxd"
perplexity,Rate movies,Platform Availability,"Availability on iOS, Android, web platforms, etc.",Text [*],"App Store, Google Play, Letterboxd"
