name,description,type,sources
User Ratings and Reviews,"The ability for users to rate and review movies, providing personal insights and opinions.","Text, Float [1]",User-generated content
User Ratings and Reviews,"The ability for users to rate and review movies, providing personal insights and opinions.","Text, Float [1]",User-generated content
User Ratings and Reviews,"The ability for users to rate and review movies, providing personal insights and opinions.","Text, Integer [1]","User-generated content, App Store reviews"
User Ratings and Reviews,The ability for users to rate and review movies within the app.,Boolean [1],"App Store, Google Play Store"
User Ratings and Reviews,The ability for users to rate and review movies within the app.,Boolean [1],"App Store, Google Play Store"
User Ratings and Reviews,"The ability for users to rate and review movies, providing personal insights and opinions.","Text, Integer [1]","App Store, Google Play Store, Official App Websites"
User Ratings and Reviews,"The ability for users to rate and review movies, providing personal insights and opinions.","Text, Integer [*]",User-generated content
User Ratings and Reviews,"The ability for users to rate and review movies, providing personal insights and opinions.","Integer, Text [*]",User-generated content
Watchlist Management,Tools for users to create and manage lists of movies they want to watch.,Boolean [1],App feature descriptions
Watchlist Management,Tools for users to create and manage lists of movies they want to watch.,Boolean [1],App feature set
Watchlist Management,Tools for users to create and manage lists of movies they want to watch.,Boolean [1],"App Store, Google Play Store"
Watchlist Management,Tools for users to create and manage lists of movies they want to watch.,Boolean [1],"App Store, Google Play Store, Official App Websites"
Watchlist Management,Tools for users to create and manage lists of movies they want to watch.,Boolean,App feature set
Watchlist Management,Tools to create and manage lists of movies to watch or already watched.,Text [*],User input
