model,criterion,guided_internal_mean,guided_internal_std,n_features_guided,blind_internal_mean,delta_matched,n_features_matched
deepseekr1_8b,Regular Updates and Maintenance,0.6364025574172436,0.10730042523038544,16,0.686107774893181,-0.049705217475937466,16
deepseekr1_8b,Security and Privacy,0.5536567243596319,0.13156638587741418,16,0.686107774893181,-0.13245105053354908,16
deepseekr1_8b,User Engagement,0.6761943177047784,0.15431536022910874,16,0.686107774893181,-0.00991345718840254,16
deepseekr1_8b,User Interface and Experience,0.6113038902484083,0.17559157922372096,16,0.686107774893181,-0.07480388464477275,16
deepseekr1_8b,User Ratings,0.6746029576681856,0.12858339208652825,16,0.686107774893181,-0.01150481722499536,16
gemini,Accessibility Features,0.6792580513681916,0.1431016735162605,16,0.7458208650163335,-0.06656281364814196,16
gemini,Cost and Pricing,0.6756361197952627,0.11506119578523964,16,0.7458208650163335,-0.07018474522107077,16
gemini,Cross-Platform Synchronization,0.789233176812711,0.0791296182921735,16,0.7458208650163335,0.043412311796377535,16
gemini,Customer Support,0.6193096446503914,0.12031636025443347,16,0.7458208650163335,-0.126511220365942,16
gemini,Customization Options,0.5622318990822252,0.15639078343061885,16,0.7458208650163335,-0.18358896593410834,16
gemini,Feature Breadth and Richness,0.729115721694285,0.14444784311150213,16,0.7458208650163335,-0.016705143322048643,16
gemini,Integration with Other Services,0.7219367507196329,0.14146861785812917,16,0.7458208650163335,-0.02388411429670055,16
gemini,Performance and Stability,0.7350265909231775,0.09225853739615121,16,0.7458208650163335,-0.010794274093156017,16
gemini,Platform and Device Compatibility,0.7400598153046344,0.1509319255372591,16,0.7458208650163335,-0.005761049711699079,16
gemini,Popularity and Market Reach,0.778948588319338,0.11211655759529647,16,0.7458208650163335,0.03312772330300454,16
gemini,Regional and Geographical Availability,0.6998189125136216,0.11762527912388065,16,0.7458208650163335,-0.04600195250271192,16
gemini,Regular Updates and Maintenance,0.6971928118331523,0.17376042202477637,16,0.7458208650163335,-0.04862805318318121,16
gemini,Security and Privacy,0.5635546758031635,0.1586376080711467,16,0.7458208650163335,-0.18226618921316995,16
gemini,User Engagement,0.764693910944484,0.09068977195646404,16,0.7458208650163335,0.0188730459281505,16
gemini,User Interface and Experience,0.7130028174891773,0.16778403515052173,16,0.7458208650163335,-0.03281804752715619,16
gemini,User Ratings,0.43271508541038034,0.11572995484913076,16,0.7458208650163335,-0.31310577960595315,16
gemma3_4b,Accessibility Features,0.6861978687395454,0.16009404488717507,15,0.6956602872348847,0.005124072080839792,15
gemma3_4b,Cost and Pricing,0.5873034204760355,0.23712578814702445,16,0.6956602872348847,-0.1083568667588492,16
gemma3_4b,Cross-Platform Synchronization,0.6603202745285852,0.22212814961123692,16,0.6956602872348847,-0.035340012706299335,16
gemma3_4b,Customer Support,0.6239057353800596,0.22444998396824725,16,0.6956602872348847,-0.07175455185482506,16
gemma3_4b,Customization Options,0.6311552603682443,0.24121972394415858,15,0.6956602872348847,-0.05901730035087416,15
gemma3_4b,Feature Breadth and Richness,0.6035530933189677,0.21038411603516438,15,0.6956602872348847,-0.08302585570830927,15
gemma3_4b,Integration with Other Services,0.6718812323115391,0.1518323927220786,16,0.6956602872348847,-0.023779054923345564,16
gemma3_4b,Performance and Stability,0.6475793707352988,0.20987161495498116,15,0.6956602872348847,-0.06278524156919014,15
gemma3_4b,Platform and Device Compatibility,0.6931482857688611,0.18800363504221085,15,0.6956602872348847,-0.017216326535627765,15
gemma3_4b,Popularity and Market Reach,0.6887182827060565,0.20471080150799645,16,0.6956602872348847,-0.006942004528828202,16
gemma3_4b,Regional and Geographical Availability,0.620427049341872,0.24312468089283837,16,0.6956602872348847,-0.07523323789301271,16
gemma3_4b,Regular Updates and Maintenance,0.6284057648194599,0.20172527951622934,16,0.6956602872348847,-0.06725452241542473,16
gemma3_4b,Security and Privacy,0.6069388844690121,0.23233647587269673,15,0.6956602872348847,-0.10342572783547664,15
gemma3_4b,User Engagement,0.7090072418932001,0.1697267617237721,16,0.6956602872348847,0.013346954658315341,16
gemma3_4b,User Interface and Experience,0.6735271552511098,0.19639713415902763,15,0.6956602872348847,-0.03683745705337906,15
gemma3_4b,User Ratings,0.6354690242509405,0.16907431969725065,16,0.6956602872348847,-0.060191262983944095,16
gptoss20b,Accessibility Features,0.6124475812795389,0.16925253659874379,16,0.6002925853716341,0.012154995907904798,16
gptoss20b,Cost and Pricing,0.515896183176139,0.1618106035268749,16,0.6002925853716341,-0.08439640219549514,16
gptoss20b,Cross-Platform Synchronization,0.5852945815946002,0.19727273761912933,16,0.6002925853716341,-0.014998003777033739,16
gptoss20b,Customer Support,0.5388137370923923,0.1714010725890566,16,0.6002925853716341,-0.06147884827924177,16
gptoss20b,Customization Options,0.46527702507182667,0.1270435324863632,16,0.6002925853716341,-0.13501556029980738,16
gptoss20b,Feature Breadth and Richness,0.6051397497997995,0.19191440041937766,16,0.6002925853716341,0.0048471644281652924,16
gptoss20b,Integration with Other Services,0.5870026006110489,0.20165132293569657,16,0.6002925853716341,-0.013289984760585148,16
gptoss20b,Performance and Stability,0.6324801575983804,0.1577410453007181,16,0.6002925853716341,0.03218757222674633,16
gptoss20b,Platform and Device Compatibility,0.5734997075520923,0.16550016438741613,16,0.6002925853716341,-0.026792877819541754,16
gptoss20b,Popularity and Market Reach,0.6412368789175934,0.18118764079650504,16,0.6002925853716341,0.04094429354595936,16
gptoss20b,Regional and Geographical Availability,0.631595929256453,0.1582599477127497,16,0.6002925853716341,0.031303343884818965,16
gptoss20b,Regular Updates and Maintenance,0.5873143772703654,0.14864006523214796,16,0.6002925853716341,-0.01297820810126863,16
gptoss20b,Security and Privacy,0.4976178601790914,0.18433268176408182,16,0.6002925853716341,-0.10267472519254271,16
gptoss20b,User Engagement,0.6656826757163017,0.172337169381087,16,0.6002925853716341,0.06539009034466761,16
gptoss20b,User Interface and Experience,0.5934204058352386,0.17295039666687514,16,0.6002925853716341,-0.006872179536395559,16
gptoss20b,User Ratings,0.4833072617278768,0.13738314703099294,16,0.6002925853716341,-0.11698532364375729,16
llama31_8b,Accessibility Features,0.41874003434671175,0.21937492380552476,16,0.5651991484378642,-0.14645911409115253,16
llama31_8b,Cost and Pricing,0.4509159784154791,0.22148401219723124,16,0.5651991484378642,-0.11428317002238517,16
llama31_8b,Cross-Platform Synchronization,0.42192609339626264,0.21561492564872256,16,0.5651991484378642,-0.14327305504160162,16
llama31_8b,Customer Support,0.472526017437378,0.23277098772158172,16,0.5651991484378642,-0.09267313100048633,16
llama31_8b,Customization Options,0.44296847195290695,0.18042693300496465,16,0.5651991484378642,-0.12223067648495732,16
llama31_8b,Feature Breadth and Richness,0.4946176179826787,0.22526277022065483,16,0.5651991484378642,-0.07058153045518552,16
llama31_8b,Integration with Other Services,0.4987698703174073,0.20599819204757727,16,0.5651991484378642,-0.06642927812045689,16
llama31_8b,Performance and Stability,0.4329610325994433,0.20300239501140513,16,0.5651991484378642,-0.132238115838421,16
llama31_8b,Platform and Device Compatibility,0.5293188331852703,0.21749379982048658,16,0.5651991484378642,-0.03588031525259401,16
llama31_8b,Popularity and Market Reach,0.5149129343440247,0.2250020054018265,16,0.5651991484378642,-0.05028621409383958,16
llama31_8b,Regional and Geographical Availability,0.48459001156082665,0.26531026660955376,16,0.5651991484378642,-0.08060913687703765,16
llama31_8b,Regular Updates and Maintenance,0.40236168149993745,0.2440936911864983,16,0.5651991484378642,-0.16283746693792683,16
llama31_8b,Security and Privacy,0.430283501856196,0.22153492472973094,16,0.5651991484378642,-0.13491564658166824,16
llama31_8b,User Engagement,0.5055408764027072,0.20779777856555595,16,0.5651991484378642,-0.059658272035157126,16
llama31_8b,User Interface and Experience,0.5209904360249569,0.18947555325690507,16,0.5651991484378642,-0.044208712412907386,16
llama31_8b,User Ratings,0.47853370987532806,0.21641975257007248,16,0.5651991484378642,-0.08666543856253624,16
mistral,Accessibility Features,0.8619847889461325,0.13381166841621156,16,0.8988557652156375,-0.03687097626950487,16
mistral,Cost and Pricing,0.8841236930232276,0.14906591502767316,16,0.8988557652156375,-0.014732072192409865,16
mistral,Cross-Platform Synchronization,0.8897789916871499,0.10909118401070231,16,0.8988557652156375,-0.009076773528487465,16
mistral,Customer Support,0.9028798839836976,0.09858102184769764,16,0.8988557652156375,0.004024118768060074,16
mistral,Customization Options,0.8848639264856668,0.1384215145706603,16,0.8988557652156375,-0.013991838729970597,16
mistral,Feature Breadth and Richness,0.8687797358212918,0.16194761960736725,16,0.8988557652156375,-0.030076029394345727,16
mistral,Integration with Other Services,0.8964774223769029,0.1263729382817227,16,0.8988557652156375,-0.0023783428387346706,16
mistral,Performance and Stability,0.8962666615494511,0.1226502434217034,16,0.8988557652156375,-0.00258910366618631,16
mistral,Platform and Device Compatibility,0.9073212749102709,0.07958731311883979,16,0.8988557652156375,0.008465509694633458,16
mistral,Popularity and Market Reach,0.8347334996666087,0.15045125428802797,16,0.8988557652156375,-0.06412226554902872,16
mistral,Regional and Geographical Availability,0.8521345375574614,0.13005586592920965,16,0.8988557652156375,-0.04672122765817605,16
mistral,Regular Updates and Maintenance,0.8794822243216519,0.15453057238960397,16,0.8988557652156375,-0.01937354089398559,16
mistral,Security and Privacy,0.8039408811268061,0.18226190285106536,16,0.8988557652156375,-0.09491488408883135,16
mistral,User Engagement,0.8768133437411627,0.18882708779799612,16,0.8988557652156375,-0.02204242147447477,16
mistral,User Interface and Experience,0.8831721695443484,0.11458360777404278,16,0.8988557652156375,-0.01568359567128904,16
mistral,User Ratings,0.8216849502787218,0.15329101885247517,16,0.8988557652156375,-0.07717081493691567,16
mistral_open,Accessibility Features,0.650412967929951,0.21949962646517096,15,0.6944434224642265,-0.08388773656637619,10
mistral_open,Cost and Pricing,0.6802423679005024,0.2583490461768278,15,0.6944434224642265,-0.05327043484512209,11
mistral_open,Cross-Platform Synchronization,0.7048960091284181,0.19272098783056124,14,0.6944434224642265,0.010197618205347349,11
mistral_open,Customer Support,0.6852499425582217,0.19265191681198718,15,0.6944434224642265,-0.010183098356465753,11
mistral_open,Customization Options,0.668056663710126,0.1696455181908713,14,0.6944434224642265,-0.03969385013332626,10
mistral_open,Feature Breadth and Richness,0.7138768196406549,0.22373139284136176,15,0.6944434224642265,0.01943394194571798,11
mistral_open,Integration with Other Services,0.7399108518600016,0.16682137261366622,15,0.6944434224642265,0.0367583437187561,10
mistral_open,Performance and Stability,0.7097561098143091,0.25287118386021606,16,0.6944434224642265,-0.03246950810413081,11
mistral_open,Platform and Device Compatibility,0.723372056214562,0.24546217144191132,15,0.6944434224642265,0.011359067903463981,11
mistral_open,Popularity and Market Reach,0.754978937748722,0.19961482293951965,14,0.6944434224642265,0.08143399196386979,10
mistral_open,Regional and Geographical Availability,0.6803151087282538,0.233563674778577,15,0.6944434224642265,-0.02921296278023523,10
mistral_open,Regular Updates and Maintenance,0.693319413188101,0.20087096815961838,14,0.6944434224642265,0.018366760511602933,10
mistral_open,Security and Privacy,0.6059845751111591,0.2420512233934668,15,0.6944434224642265,-0.09163298016936262,11
mistral_open,User Engagement,0.7566759964282266,0.1583281242055013,16,0.6944434224642265,0.044186616136225355,11
mistral_open,User Interface and Experience,0.705008612311372,0.20513290657967254,15,0.6944434224642265,0.002540694871630104,11
mistral_open,User Ratings,0.7149255316069139,0.1878225378565239,15,0.6944434224642265,0.01671061769408254,11
openai,Accessibility Features,0.7385206056528091,0.18690554040140978,16,0.7689351856239092,-0.030414579971100003,16
openai,Cost and Pricing,0.7188991125611108,0.08310468867993713,16,0.7689351856239092,-0.05003607306279839,16
openai,Cross-Platform Synchronization,0.7893168188208146,0.07699628488074912,16,0.7689351856239092,0.020381633196905436,16
openai,Customer Support,0.6967412716826291,0.14792316538741318,16,0.7689351856239092,-0.07219391394128001,16
openai,Customization Options,0.6738908757523808,0.14650525932800362,16,0.7689351856239092,-0.09504430987152827,16
openai,Feature Breadth and Richness,0.7315540873000776,0.09473477173233781,16,0.7689351856239092,-0.03738109832383145,16
openai,Integration with Other Services,0.7416172118327925,0.15081609172464724,16,0.7689351856239092,-0.027317973791116678,16
openai,Performance and Stability,0.7352236284392809,0.11987903092487893,16,0.7689351856239092,-0.03371155718462819,16
openai,Platform and Device Compatibility,0.7902714550377578,0.12182721553389723,16,0.7689351856239092,0.02133626941384856,16
openai,Popularity and Market Reach,0.8048247152789259,0.08933056963438768,16,0.7689351856239092,0.03588952965501671,16
openai,Regional and Geographical Availability,0.7930945286830701,0.11256610337199499,16,0.7689351856239092,0.02415934305916095,16
openai,Regular Updates and Maintenance,0.7505326916981585,0.12652399462078717,16,0.7689351856239092,-0.018402493925750617,16
openai,Security and Privacy,0.6449761234838884,0.14324268308336977,16,0.7689351856239092,-0.12395906214002068,16
openai,User Engagement,0.7744979762645035,0.10091431010887311,16,0.7689351856239092,0.005562790640594287,16
openai,User Interface and Experience,0.7273241655634056,0.14117339669781212,16,0.7689351856239092,-0.04161102006050346,16
openai,User Ratings,0.6078777800417938,0.10884439931686822,16,0.7689351856239092,-0.1610574055821154,16
qwen3_8b,Accessibility Features,0.5962594095346806,0.160273535279928,16,0.6487951173928319,-0.05253570785815127,16
qwen3_8b,Cost and Pricing,0.656009397907348,0.09993847180604033,16,0.6487951173928319,0.007214280514516051,16
qwen3_8b,Cross-Platform Synchronization,0.6765889647487628,0.1282049992728393,16,0.6487951173928319,0.027793847355930892,16
qwen3_8b,Customer Support,0.6646287827184583,0.16410663343662582,16,0.6487951173928319,0.01583366532562632,16
qwen3_8b,Customization Options,0.5370495763935833,0.12235987556809683,16,0.6487951173928319,-0.11174554099924856,16
qwen3_8b,Feature Breadth and Richness,0.649423221766246,0.14594450931408734,16,0.6487951173928319,0.0006281043734140679,16
qwen3_8b,Integration with Other Services,0.6747620686262827,0.12095390953995097,16,0.6487951173928319,0.025966951233450726,16
qwen3_8b,Performance and Stability,0.6684722990299858,0.12087116111895625,16,0.6487951173928319,0.019677181637153957,16
qwen3_8b,Platform and Device Compatibility,0.6705568311154047,0.12530588479472632,16,0.6487951173928319,0.02176171372257267,16
qwen3_8b,Popularity and Market Reach,0.7144432740261019,0.12855159395042734,16,0.6487951173928319,0.06564815663326998,16
qwen3_8b,Regional and Geographical Availability,0.6775798307233895,0.14066616463695114,16,0.6487951173928319,0.02878471333055757,16
qwen3_8b,Regular Updates and Maintenance,0.6243963512051289,0.14591914304531592,16,0.6487951173928319,-0.02439876618770293,16
qwen3_8b,Security and Privacy,0.5081879298987726,0.16079116451666103,16,0.6487951173928319,-0.1406071874940593,16
qwen3_8b,User Engagement,0.7014573253317743,0.13285375925714737,16,0.6487951173928319,0.052662207938942385,16
qwen3_8b,User Interface and Experience,0.6245749007250627,0.129606959085999,16,0.6487951173928319,-0.02422021666776922,16
qwen3_8b,User Ratings,0.6339654788831515,0.13507167809172616,16,0.6487951173928319,-0.014829638509680387,16
