model,feature,name,description,type,sources
anthropic,Access to movies,Monthly Active Users,Number of users actively using the app per month,Integer [1],"App analytics, company reports, market research"
anthropic,Access to movies,Pricing Model,Cost structure including subscription fees and rental prices,Text [1],"Official pricing pages, app stores"
anthropic,Access to movies,Platform Availability,Number of devices and platforms supported,Integer [1],"Official support documentation, app stores"
anthropic,Access to movies,User Experience Rating,Average app store rating across iOS and Android,Float [1],"Apple App Store, Google Play Store"
anthropic,Access to movies,Content Library Size,Total number of movies available on the platform,Integer [1],"App store descriptions, official websites, third-party databases"
anthropic,Access to movies,Content Quality Score,Average rating of movies based on critical and user reviews,Float [1],"IMDb, Rotten Tomatoes, Metacritic, user reviews"
anthropic,Access to movies,Subscription Cost,Monthly subscription fee in USD,Float [1],"Official pricing pages, app store listings"
anthropic,Access to movies,Platform Availability,Number of supported devices and platforms,Integer [1],"Official compatibility lists, app store information"
anthropic,Access to movies,User Interface Rating,Average user rating for app usability and design,Float [1],"App store ratings, user reviews, UX research"
anthropic,Access to movies,Streaming Quality,Maximum supported video resolution and audio quality,Text [1],"Technical specifications, official documentation"
anthropic,Access to movies,Offline Download Support,Whether the app supports downloading movies for offline viewing,Boolean [1],"App features, official documentation"
anthropic,Access to movies,Global Availability,Number of countries where the service is available,Integer [1],"Official regional availability pages, geo-restriction databases"
anthropic,Access to movies,Content Library Size,Total number of movies available on the platform,Integer [1],"App store descriptions, platform websites, third-party databases"
anthropic,Access to movies,Content Quality Score,Average rating and critical acclaim of available movies,Float [1],"IMDb ratings, Rotten Tomatoes scores, user reviews"
anthropic,Access to movies,Streaming Quality,Maximum supported video resolution and audio quality,Text [1],"Platform specifications, user reviews, technical documentation"
anthropic,Access to movies,Subscription Cost,Monthly subscription fee in USD,Float [1],"Platform pricing pages, app store information"
anthropic,Access to movies,Platform Availability,Number of supported devices and platforms,Integer [1],"Platform compatibility lists, app store availability"
anthropic,Access to movies,User Experience Rating,Overall app store rating and user interface quality,Float [1],"App store ratings, user reviews, UX analysis"
anthropic,Access to movies,Offline Viewing Support,Ability to download movies for offline viewing,Boolean [1],"Platform features, app descriptions, user guides"
