model,feature,criteria,correlation,num_comparisons
openai,Broadcast messages to multiple contacts,Customization_Options,-0.045481169413827904,10
openai,Broadcast messages to multiple contacts,Geographical_Availability,-0.06756003218473403,10
openai,Broadcast messages to multiple contacts,Integration_Capabilities,-0.575667857035681,10
openai,Broadcast messages to multiple contacts,Mobile_Optimization,-0.8167300923916109,10
openai,Broadcast messages to multiple contacts,Number_of_Downloads,-0.31539527647659443,10
openai,Broadcast messages to multiple contacts,Platform_Availability,-0.017065012421262887,10
openai,Broadcast messages to multiple contacts,Platform_Compatibility,0.048200399411382086,10
openai,Broadcast messages to multiple contacts,Privacy_and_Security,-0.23267215694007998,10
openai,Broadcast messages to multiple contacts,Subscription_Cost,0.08661415597532163,10
openai,Broadcast messages to multiple contacts,Update_Frequency,0.28364024089639434,10
openai,Broadcast messages to multiple contacts,User_Base,-0.2045470898338108,10
openai,Broadcast messages to multiple contacts,User_Interface_and_Ease_of_Use,-0.15179226496174406,10
openai,Broadcast messages to multiple contacts,User_Ratings,0.00354031257744905,10
openai,Broadcast messages to multiple contacts,User_Reviews_and_Ratings,0.4004328687946076,10
openai,Build photo collage,Ad_Free_Option,-0.3018074543135763,10
openai,Build photo collage,Ad_Frequency,-0.14475351742570985,10
openai,Build photo collage,Community_Engagement,0.0447528283684626,10
openai,Build photo collage,Cost,-0.08605080831408776,10
openai,Build photo collage,Customer_Support,-0.26187210975949005,10
openai,Build photo collage,Customization_Options,-0.11846259290196837,10
openai,Build photo collage,Geographical_Availability,0.19273313562900332,10
openai,Build photo collage,Integration_Capabilities,-0.13205578461634676,10
openai,Build photo collage,Mobile_Optimization,-0.13423743666440474,10
openai,Build photo collage,Number_of_Downloads,-0.6843659589803778,10
openai,Build photo collage,Platform_Availability,0.21878910734454893,10
openai,Build photo collage,Platform_Compatibility,0.2330754011080288,10
openai,Build photo collage,Privacy_and_Security,-0.5233780550788479,10
openai,Build photo collage,Subscription_Cost,-0.739042556950883,10
openai,Build photo collage,Update_Frequency,-0.6090150089384853,10
openai,Build photo collage,User_Base,-0.5370443010561621,10
openai,Build photo collage,User_Interface_and_Ease_of_Use,-0.19233282317144937,10
openai,Build photo collage,User_Ratings,0.20998331992585997,10
openai,Build photo collage,User_Reviews_and_Ratings,-0.15027238924920688,10
openai,Collaborate with others,Ad_Free_Option,-0.03685986081761049,10
openai,Collaborate with others,Ad_Frequency,-0.4001423487544483,10
openai,Collaborate with others,Community_Engagement,0.30496684860839124,10
openai,Collaborate with others,Cost,0.1320467475890187,10
openai,Collaborate with others,Customer_Support,0.31591928581341533,10
openai,Collaborate with others,Customization_Options,0.0009257650990767273,10
openai,Collaborate with others,Geographical_Availability,-0.06160327872828819,10
openai,Collaborate with others,Integration_Capabilities,0.6278094384962106,10
openai,Collaborate with others,Mobile_Optimization,0.07079140448383647,10
openai,Collaborate with others,Number_of_Downloads,-0.09682533570215363,10
openai,Collaborate with others,Platform_Availability,0.4007074575379309,10
openai,Collaborate with others,Platform_Compatibility,0.5906138107416881,10
openai,Collaborate with others,Privacy_and_Security,-0.21650257115302063,10
openai,Collaborate with others,Subscription_Cost,0.23825166448303672,10
openai,Collaborate with others,Update_Frequency,0.04520639067825878,10
openai,Collaborate with others,User_Base,-0.857449088960343,10
openai,Collaborate with others,User_Interface_and_Ease_of_Use,0.49220070636950436,10
openai,Collaborate with others,User_Ratings,0.4511419561318156,10
openai,Collaborate with others,User_Reviews_and_Ratings,-0.011518094536869847,10
openai,Go Live,Ad_Free_Option,-0.15286363292193533,10
openai,Go Live,Ad_Frequency,-0.4054751120142986,10
openai,Go Live,Community_Engagement,-0.857449088960343,10
openai,Go Live,Cost,0.004296360199309632,10
openai,Go Live,Customer_Support,0.33420803845154434,10
openai,Go Live,Customization_Options,-0.32048102898089426,10
openai,Go Live,Geographical_Availability,-0.825995423340961,10
openai,Go Live,Integration_Capabilities,-0.4637110016420361,10
openai,Go Live,Mobile_Optimization,0.15826121616393712,10
openai,Go Live,Number_of_Downloads,-0.011736405259163137,10
openai,Go Live,Platform_Availability,0.1691091491994816,10
openai,Go Live,Platform_Compatibility,0.5146298724093217,10
openai,Go Live,Privacy_and_Security,-0.18945669307598584,10
openai,Go Live,Subscription_Cost,-0.44224924012158046,10
openai,Go Live,Update_Frequency,-0.857449088960343,10
openai,Go Live,User_Base,-0.857449088960343,10
openai,Go Live,User_Interface_and_Ease_of_Use,-0.20544483985765122,10
openai,Go Live,User_Ratings,-0.4915581874716136,10
openai,Go Live,User_Reviews_and_Ratings,-0.6682835898525143,10
openai,Keeping up with friends,Ad_Free_Option,-0.48075891576041707,10
openai,Keeping up with friends,Ad_Frequency,-0.18629396980531868,10
openai,Keeping up with friends,Community_Engagement,-0.5490983914648369,10
openai,Keeping up with friends,Cost,0.3748850424672062,10
openai,Keeping up with friends,Customer_Support,0.4388127117854815,10
openai,Keeping up with friends,Customization_Options,-0.6650060938378269,10
openai,Keeping up with friends,Geographical_Availability,-0.10163650973628964,10
openai,Keeping up with friends,Integration_Capabilities,-0.7761020394316638,10
openai,Keeping up with friends,Mobile_Optimization,-0.05663912200970407,10
openai,Keeping up with friends,Number_of_Downloads,-0.463190212925512,10
openai,Keeping up with friends,Platform_Availability,0.041804745210244534,10
openai,Keeping up with friends,Platform_Compatibility,-0.3208011700375886,10
openai,Keeping up with friends,Privacy_and_Security,-0.5104461942257218,10
openai,Keeping up with friends,Subscription_Cost,0.26270785937910845,10
openai,Keeping up with friends,Update_Frequency,-0.16578372940756525,10
openai,Keeping up with friends,User_Base,-0.5443790191850539,10
openai,Keeping up with friends,User_Interface_and_Ease_of_Use,-0.6388749743016511,10
openai,Keeping up with friends,User_Ratings,-0.5674655207669109,10
openai,Keeping up with friends,User_Reviews_and_Ratings,-0.5566068873288069,10
openai,List items for sale,Ad_Free_Option,0.6150835733668611,10
openai,List items for sale,Ad_Frequency,0.22672939339834883,10
openai,List items for sale,Community_Engagement,0.5648561140622982,10
openai,List items for sale,Cost,0.41945071122194955,10
openai,List items for sale,Customer_Support,0.34938042923146423,10
openai,List items for sale,Customization_Options,0.3637641910403958,10
openai,List items for sale,Geographical_Availability,0.5139638361738558,10
openai,List items for sale,Integration_Capabilities,-0.5259123146357189,10
openai,List items for sale,Mobile_Optimization,-0.857449088960343,10
openai,List items for sale,Number_of_Downloads,-0.003043928284337566,10
openai,List items for sale,Platform_Availability,0.619110639412763,10
openai,List items for sale,Platform_Compatibility,0.5839155508750815,10
openai,List items for sale,Privacy_and_Security,0.25974058541225303,10
openai,List items for sale,Subscription_Cost,0.12660514071260037,10
openai,List items for sale,Update_Frequency,0.5075343139359265,10
openai,List items for sale,User_Base,0.5731271436785027,10
openai,List items for sale,User_Interface_and_Ease_of_Use,0.550440357193255,10
openai,List items for sale,User_Ratings,-0.08530409938118569,10
openai,List items for sale,User_Reviews_and_Ratings,0.08572763278155783,10
openai,Photo effects,Ad_Free_Option,-0.1316070678772276,10
openai,Photo effects,Ad_Frequency,-0.2572577996715928,10
openai,Photo effects,Community_Engagement,0.4211813421020582,10
openai,Photo effects,Cost,-0.090808757293668,10
openai,Photo effects,Customer_Support,0.03640473197493691,10
openai,Photo effects,Customization_Options,0.016955756406350497,10
openai,Photo effects,Geographical_Availability,-0.1524939942317091,10
openai,Photo effects,Integration_Capabilities,0.09055737100148262,10
openai,Photo effects,Mobile_Optimization,0.5650525384882285,10
openai,Photo effects,Number_of_Downloads,-0.33129161862837575,10
openai,Photo effects,Platform_Availability,0.03483848097083502,10
openai,Photo effects,Platform_Compatibility,0.234172987421015,10
openai,Photo effects,Privacy_and_Security,-0.6603251556596244,10
openai,Photo effects,Subscription_Cost,-0.2522849117741185,10
openai,Photo effects,Update_Frequency,0.22352779603370956,10
openai,Photo effects,User_Base,-0.22341362115403052,10
openai,Photo effects,User_Interface_and_Ease_of_Use,0.03964121541899505,10
openai,Photo effects,User_Ratings,-0.33463480765971865,10
openai,Photo effects,User_Reviews_and_Ratings,-0.09849943609791445,10
openai,Play games,Ad_Free_Option,-0.8574236416057609,10
openai,Play games,Ad_Frequency,-0.8574236416057609,10
openai,Play games,Community_Engagement,-0.8397720663775916,10
openai,Play games,Cost,-0.8574236416057609,10
openai,Play games,Customer_Support,-0.8123581607772238,10
openai,Play games,Customization_Options,-0.8446522629300526,10
openai,Play games,Geographical_Availability,-0.8419896417706045,10
openai,Play games,Integration_Capabilities,-0.5373810027455102,10
openai,Play games,Mobile_Optimization,-0.8574236416057609,10
openai,Play games,Number_of_Downloads,-0.843226594632726,10
openai,Play games,Platform_Availability,-0.8210813925951722,10
openai,Play games,Platform_Compatibility,-0.8568330761160607,10
openai,Play games,Privacy_and_Security,-0.8574236416057609,10
openai,Play games,Subscription_Cost,-0.7802469467900364,10
openai,Play games,Update_Frequency,-0.8514381651377333,10
openai,Play games,User_Base,-0.8494113589433325,10
openai,Play games,User_Interface_and_Ease_of_Use,-0.805878667577295,10
openai,Play games,User_Ratings,-0.8593069818403036,10
openai,Play games,User_Reviews_and_Ratings,-0.8262397409051504,10
openai,Play playlist on shuffle mode,Ad_Free_Option,0.9120909548581977,10
openai,Play playlist on shuffle mode,Ad_Frequency,0.12189376443418017,10
openai,Play playlist on shuffle mode,Community_Engagement,0.4425465838509317,10
openai,Play playlist on shuffle mode,Cost,0.31399453623868434,10
openai,Play playlist on shuffle mode,Customer_Support,0.5622149633363159,10
openai,Play playlist on shuffle mode,Customization_Options,-0.857449088960343,10
openai,Play playlist on shuffle mode,Geographical_Availability,0.06938869665513263,10
openai,Play playlist on shuffle mode,Integration_Capabilities,0.30148696777320505,10
openai,Play playlist on shuffle mode,Mobile_Optimization,0.8982178217821783,10
openai,Play playlist on shuffle mode,Number_of_Downloads,0.2384526558891455,10
openai,Play playlist on shuffle mode,Platform_Availability,0.9118250469114706,10
openai,Play playlist on shuffle mode,Platform_Compatibility,0.9145913743916765,10
openai,Play playlist on shuffle mode,Privacy_and_Security,-0.840301088244167,10
openai,Play playlist on shuffle mode,Subscription_Cost,-0.6930952816944392,10
openai,Play playlist on shuffle mode,Update_Frequency,0.9054455445544555,10
openai,Play playlist on shuffle mode,User_Base,0.11055535257581292,10
openai,Play playlist on shuffle mode,User_Interface_and_Ease_of_Use,0.5442635658914728,10
openai,Play playlist on shuffle mode,User_Ratings,0.9544527285658347,10
openai,Play playlist on shuffle mode,User_Reviews_and_Ratings,-0.8547175642167069,10
openai,Rate movies,Ad_Free_Option,0.02295660103661113,10
openai,Rate movies,Ad_Frequency,-0.07589751356060515,10
openai,Rate movies,Community_Engagement,0.018311128019052533,10
openai,Rate movies,Cost,-0.2575063212161882,10
openai,Rate movies,Customer_Support,-0.2015846068159918,10
openai,Rate movies,Customization_Options,-0.5108279145589532,10
openai,Rate movies,Geographical_Availability,-0.05791985123336467,10
openai,Rate movies,Integration_Capabilities,-0.3996007674175261,10
openai,Rate movies,Mobile_Optimization,-0.33813019284955736,10
openai,Rate movies,Number_of_Downloads,-0.29174806250985796,10
openai,Rate movies,Platform_Availability,-0.40092332012254034,10
openai,Rate movies,Platform_Compatibility,-0.24644259754050432,10
openai,Rate movies,Privacy_and_Security,-0.4304337089292223,10
openai,Rate movies,Subscription_Cost,-0.12853151108378785,10
openai,Rate movies,Update_Frequency,-0.5277233784040738,10
openai,Rate movies,User_Base,0.03394596051722078,10
openai,Rate movies,User_Interface_and_Ease_of_Use,-0.18518335516727333,10
openai,Rate movies,User_Ratings,-0.2548158731089069,10
openai,Rate movies,User_Reviews_and_Ratings,-0.1539158699082967,10
openai,Search for offer on item,Ad_Free_Option,-0.2738514292890616,10
openai,Search for offer on item,Ad_Frequency,-0.5900302077896118,10
openai,Search for offer on item,Community_Engagement,-0.019075618850901234,10
openai,Search for offer on item,Cost,0.17549176354378745,10
openai,Search for offer on item,Customer_Support,0.6034153834997789,10
openai,Search for offer on item,Customization_Options,-0.14236889493222443,10
openai,Search for offer on item,Geographical_Availability,-0.7033180778032037,10
openai,Search for offer on item,Integration_Capabilities,0.05173498206782835,10
openai,Search for offer on item,Mobile_Optimization,-0.4025757973149101,10
openai,Search for offer on item,Number_of_Downloads,-0.857449088960343,10
openai,Search for offer on item,Platform_Availability,0.3882351565066158,10
openai,Search for offer on item,Platform_Compatibility,0.513615055538881,10
openai,Search for offer on item,Privacy_and_Security,0.21996393852418455,10
openai,Search for offer on item,Subscription_Cost,-0.857449088960343,10
openai,Search for offer on item,Update_Frequency,-0.09818081529627859,10
openai,Search for offer on item,User_Base,-0.8334752053145325,10
openai,Search for offer on item,User_Interface_and_Ease_of_Use,0.06831697796498457,10
openai,Search for offer on item,User_Ratings,0.1878255180843059,10
openai,Search for offer on item,User_Reviews_and_Ratings,0.07294686581972579,10
openai,Send files,Ad_Free_Option,-0.6429190506482391,10
openai,Send files,Ad_Frequency,-0.6352561594351757,10
openai,Send files,Community_Engagement,0.24794457267503428,10
openai,Send files,Cost,0.3199274960480772,10
openai,Send files,Customer_Support,0.012622814586488729,10
openai,Send files,Customization_Options,-0.5059538325990883,10
openai,Send files,Geographical_Availability,-0.1155881111754176,10
openai,Send files,Integration_Capabilities,-0.24599789298663302,10
openai,Send files,Mobile_Optimization,-0.1732318881142971,10
openai,Send files,Number_of_Downloads,-0.23126205277765446,10
openai,Send files,Platform_Availability,0.15703734423804877,10
openai,Send files,Platform_Compatibility,0.25952074027687855,10
openai,Send files,Privacy_and_Security,-0.3618683882075945,10
openai,Send files,Subscription_Cost,-0.20167837666057498,10
openai,Send files,Update_Frequency,-0.4200956680702287,10
openai,Send files,User_Base,0.051617162821888773,10
openai,Send files,User_Interface_and_Ease_of_Use,0.17444029441009473,10
openai,Send files,User_Ratings,0.16603851568203168,10
openai,Send files,User_Reviews_and_Ratings,0.12012842071146515,10
openai,Watch streams,Ad_Free_Option,-0.7449031259955164,10
openai,Watch streams,Ad_Frequency,-0.6526306141443123,10
openai,Watch streams,Community_Engagement,-0.22008068360849092,10
openai,Watch streams,Cost,-0.46970302739856107,10
openai,Watch streams,Customer_Support,-0.4591239365944125,10
openai,Watch streams,Customization_Options,-0.2615192168430212,10
openai,Watch streams,Geographical_Availability,-0.7165625924074177,10
openai,Watch streams,Integration_Capabilities,-0.6276447221680458,10
openai,Watch streams,Mobile_Optimization,-0.5864399496476157,10
openai,Watch streams,Number_of_Downloads,-0.4933994018876022,10
openai,Watch streams,Platform_Availability,-0.4863911973258377,10
openai,Watch streams,Platform_Compatibility,-0.3357429534923835,10
openai,Watch streams,Privacy_and_Security,-0.5920258147450246,10
openai,Watch streams,Subscription_Cost,-0.586122617939195,10
openai,Watch streams,Update_Frequency,-0.46297202146189187,10
openai,Watch streams,User_Base,-0.3978667172287162,10
openai,Watch streams,User_Interface_and_Ease_of_Use,-0.3063649455729968,10
openai,Watch streams,User_Ratings,-0.768639040897177,10
openai,Watch streams,User_Reviews_and_Ratings,-0.5107760479599239,10
openai,Write notes,Ad_Free_Option,0.6249652904640116,10
openai,Write notes,Ad_Frequency,0.3256420475937009,10
openai,Write notes,Community_Engagement,0.36540208226305304,10
openai,Write notes,Cost,0.46039526203090936,10
openai,Write notes,Customer_Support,0.6104807754303767,10
openai,Write notes,Customization_Options,0.22337868139583197,10
openai,Write notes,Geographical_Availability,0.5277856850388649,10
openai,Write notes,Integration_Capabilities,0.42248491477773154,10
openai,Write notes,Mobile_Optimization,0.6238181374629196,10
openai,Write notes,Number_of_Downloads,-0.01419166276139886,10
openai,Write notes,Platform_Availability,0.31204961681174315,10
openai,Write notes,Platform_Compatibility,0.7067650468129585,10
openai,Write notes,Privacy_and_Security,-0.15584530075849054,10
openai,Write notes,Subscription_Cost,0.16872391393624972,10
openai,Write notes,Update_Frequency,0.49324574390754394,10
openai,Write notes,User_Base,0.38504358088413027,10
openai,Write notes,User_Interface_and_Ease_of_Use,0.5839518525784041,10
openai,Write notes,User_Ratings,0.6948084165236772,10
openai,Write notes,User_Reviews_and_Ratings,0.7079904772234238,10
mistral,Access to movies,Ad_Free_Option,0.388931803133966,10
mistral,Access to movies,Ad_Frequency,0.6644800300421126,10
mistral,Access to movies,Community_Engagement,-0.857449088960343,10
mistral,Access to movies,Cost,-0.30083854513672476,10
mistral,Access to movies,Customer_Support,0.38661064425770303,10
mistral,Access to movies,Customization_Options,-0.6737214383036999,10
mistral,Access to movies,Geographical_Availability,0.9297667393858029,10
mistral,Access to movies,Integration_Capabilities,0.41107130819972076,10
mistral,Access to movies,Mobile_Optimization,0.410822402832542,10
mistral,Access to movies,Number_of_Downloads,0.5784716157205241,10
mistral,Access to movies,Platform_Availability,0.6695708738157478,10
mistral,Access to movies,Platform_Compatibility,0.6665355006571713,10
mistral,Access to movies,Privacy_and_Security,0.7786520300388329,10
mistral,Access to movies,Subscription_Cost,-0.23450700996511134,10
mistral,Access to movies,Update_Frequency,0.45811493907025724,10
mistral,Access to movies,User_Base,0.8391266375545852,10
mistral,Access to movies,User_Interface_and_Ease_of_Use,0.5573142664548125,10
mistral,Access to movies,User_Ratings,0.5247523780508445,10
mistral,Access to movies,User_Reviews_and_Ratings,0.9542495944509705,10
mistral,Access to podcasts,Ad_Free_Option,0.6281417460293518,10
mistral,Access to podcasts,Ad_Frequency,0.7551809998584333,10
mistral,Access to podcasts,Community_Engagement,0.8442788170219894,10
mistral,Access to podcasts,Cost,0.6325592058032992,10
mistral,Access to podcasts,Customer_Support,0.7862798142740348,10
mistral,Access to podcasts,Customization_Options,0.5150811571877904,10
mistral,Access to podcasts,Geographical_Availability,0.7071894025699781,10
mistral,Access to podcasts,Integration_Capabilities,0.8408503673878526,10
mistral,Access to podcasts,Mobile_Optimization,0.8155367575560234,10
mistral,Access to podcasts,Number_of_Downloads,0.7862703925716932,10
mistral,Access to podcasts,Platform_Availability,0.8199303501278928,10
mistral,Access to podcasts,Platform_Compatibility,0.653518676401986,10
mistral,Access to podcasts,Privacy_and_Security,-0.43170873506240337,10
mistral,Access to podcasts,Subscription_Cost,-0.6908414569903916,10
mistral,Access to podcasts,Update_Frequency,0.734695920922783,10
mistral,Access to podcasts,User_Base,0.8144002965881805,10
mistral,Access to podcasts,User_Interface_and_Ease_of_Use,0.8168289916286057,10
mistral,Access to podcasts,User_Ratings,0.8451449749612057,10
mistral,Access to podcasts,User_Reviews_and_Ratings,0.8098374057263671,10
mistral,Broadcast messages to multiple contacts,Ad_Free_Option,-0.34869755092058835,10
mistral,Broadcast messages to multiple contacts,Ad_Frequency,0.4994792543515702,10
mistral,Broadcast messages to multiple contacts,Community_Engagement,0.6798774413102088,10
mistral,Broadcast messages to multiple contacts,Cost,0.30594524913541216,10
mistral,Broadcast messages to multiple contacts,Customer_Support,0.6599924219497614,10
mistral,Broadcast messages to multiple contacts,Customization_Options,0.606311347216909,10
mistral,Broadcast messages to multiple contacts,Geographical_Availability,0.37150517137225614,10
mistral,Broadcast messages to multiple contacts,Integration_Capabilities,0.19323163618185563,10
mistral,Broadcast messages to multiple contacts,Mobile_Optimization,0.6394929320414867,10
mistral,Broadcast messages to multiple contacts,Number_of_Downloads,0.14997137513088327,10
mistral,Broadcast messages to multiple contacts,Platform_Availability,0.5620420369734138,10
mistral,Broadcast messages to multiple contacts,Platform_Compatibility,0.6221539275095307,10
mistral,Broadcast messages to multiple contacts,Privacy_and_Security,-0.14565994074645444,10
mistral,Broadcast messages to multiple contacts,Subscription_Cost,0.6046934153262794,10
mistral,Broadcast messages to multiple contacts,Update_Frequency,0.3836223176538759,10
mistral,Broadcast messages to multiple contacts,User_Base,0.5811181480141282,10
mistral,Broadcast messages to multiple contacts,User_Interface_and_Ease_of_Use,0.655379739913975,10
mistral,Broadcast messages to multiple contacts,User_Ratings,0.6311017225004033,10
mistral,Broadcast messages to multiple contacts,User_Reviews_and_Ratings,0.5513513324960415,10
mistral,Build photo collage,Ad_Free_Option,0.4551209156713301,10
mistral,Build photo collage,Ad_Frequency,0.5350631451251097,10
mistral,Build photo collage,Community_Engagement,0.574794694604577,10
mistral,Build photo collage,Cost,0.5970413450576209,10
mistral,Build photo collage,Customer_Support,0.4396305014947801,10
mistral,Build photo collage,Customization_Options,0.19761517906395293,10
mistral,Build photo collage,Geographical_Availability,0.6198312571572056,10
mistral,Build photo collage,Integration_Capabilities,0.46452217361677733,10
mistral,Build photo collage,Mobile_Optimization,0.6534790390817278,10
mistral,Build photo collage,Number_of_Downloads,0.2697280803606316,10
mistral,Build photo collage,Platform_Availability,0.5681556888283885,10
mistral,Build photo collage,Platform_Compatibility,0.48479261855405575,10
mistral,Build photo collage,Privacy_and_Security,0.6532486543786813,10
mistral,Build photo collage,Subscription_Cost,0.4725150073114358,10
mistral,Build photo collage,Update_Frequency,-0.09436021686522007,10
mistral,Build photo collage,User_Base,0.33017486390841,10
mistral,Build photo collage,User_Interface_and_Ease_of_Use,0.3945044126018932,10
mistral,Build photo collage,User_Ratings,0.6276158119789421,10
mistral,Build photo collage,User_Reviews_and_Ratings,0.5424048110162835,10
mistral,Collaborate with others,Ad_Free_Option,0.5650737290264474,10
mistral,Collaborate with others,Ad_Frequency,0.7858031875018655,10
mistral,Collaborate with others,Community_Engagement,0.8065330140491401,10
mistral,Collaborate with others,Cost,0.4423635533380398,10
mistral,Collaborate with others,Customer_Support,0.33696167703196384,10
mistral,Collaborate with others,Customization_Options,0.7985325670921288,10
mistral,Collaborate with others,Geographical_Availability,0.28065588538616076,10
mistral,Collaborate with others,Integration_Capabilities,0.7722918538845824,10
mistral,Collaborate with others,Mobile_Optimization,0.763916419365464,10
mistral,Collaborate with others,Number_of_Downloads,0.5899591108877531,10
mistral,Collaborate with others,Platform_Availability,0.7930997031048524,10
mistral,Collaborate with others,Platform_Compatibility,0.6550393949326849,10
mistral,Collaborate with others,Privacy_and_Security,-0.294085540093822,10
mistral,Collaborate with others,Subscription_Cost,0.6639237807415235,10
mistral,Collaborate with others,Update_Frequency,0.7965985644962464,10
mistral,Collaborate with others,User_Base,0.8026351729685688,10
mistral,Collaborate with others,User_Interface_and_Ease_of_Use,0.5251641568142262,10
mistral,Collaborate with others,User_Ratings,0.8256933168378939,10
mistral,Collaborate with others,User_Reviews_and_Ratings,0.4904725182944508,10
mistral,Go Live,Ad_Free_Option,-0.6728982698848441,10
mistral,Go Live,Ad_Frequency,-0.39310542311582275,10
mistral,Go Live,Community_Engagement,-0.2263099749832776,10
mistral,Go Live,Cost,-0.15570226105390045,10
mistral,Go Live,Customer_Support,-0.7817818708437945,10
mistral,Go Live,Customization_Options,-0.8566045252447285,10
mistral,Go Live,Geographical_Availability,-0.3392393354844331,10
mistral,Go Live,Integration_Capabilities,-0.8232734300388671,10
mistral,Go Live,Mobile_Optimization,-0.18660558980875913,10
mistral,Go Live,Number_of_Downloads,-0.34869870171255035,10
mistral,Go Live,Platform_Availability,-0.7719655827466397,10
mistral,Go Live,Platform_Compatibility,-0.6301245950082323,10
mistral,Go Live,Privacy_and_Security,-0.8566045252447285,10
mistral,Go Live,Subscription_Cost,-0.8566045252447285,10
mistral,Go Live,Update_Frequency,-0.372781892633893,10
mistral,Go Live,User_Base,-0.36287741439634214,10
mistral,Go Live,User_Interface_and_Ease_of_Use,-0.1915365978317605,10
mistral,Go Live,User_Ratings,-0.6536027385321158,10
mistral,Go Live,User_Reviews_and_Ratings,-0.11290821201968329,10
mistral,Keeping up with friends,Ad_Free_Option,0.12253561155831419,10
mistral,Keeping up with friends,Ad_Frequency,0.20231155590226318,10
mistral,Keeping up with friends,Community_Engagement,0.3854747102859228,10
mistral,Keeping up with friends,Cost,0.1169352091812772,10
mistral,Keeping up with friends,Customer_Support,0.40909872130180813,10
mistral,Keeping up with friends,Customization_Options,0.009632653420541211,10
mistral,Keeping up with friends,Geographical_Availability,0.3935531224084442,10
mistral,Keeping up with friends,Integration_Capabilities,0.4012449934577084,10
mistral,Keeping up with friends,Mobile_Optimization,0.5958128137393958,10
mistral,Keeping up with friends,Number_of_Downloads,0.3587090336880624,10
mistral,Keeping up with friends,Platform_Availability,0.4249314013320434,10
mistral,Keeping up with friends,Platform_Compatibility,0.43345489824707145,10
mistral,Keeping up with friends,Privacy_and_Security,-0.3700110177012016,10
mistral,Keeping up with friends,Subscription_Cost,-0.857449088960343,10
mistral,Keeping up with friends,Update_Frequency,0.6386271110413528,10
mistral,Keeping up with friends,User_Base,0.5666088003817369,10
mistral,Keeping up with friends,User_Interface_and_Ease_of_Use,0.4056992741100046,10
mistral,Keeping up with friends,User_Ratings,0.4328906032511826,10
mistral,Keeping up with friends,User_Reviews_and_Ratings,0.385579930389463,10
mistral,List items for sale,Ad_Free_Option,0.5699661943155855,10
mistral,List items for sale,Ad_Frequency,0.18794478299824688,10
mistral,List items for sale,Community_Engagement,0.6692540932635853,10
mistral,List items for sale,Cost,0.33572128620524816,10
mistral,List items for sale,Customer_Support,0.6959723320581934,10
mistral,List items for sale,Customization_Options,0.5138604215247796,10
mistral,List items for sale,Geographical_Availability,0.04659122362517999,10
mistral,List items for sale,Integration_Capabilities,0.6744318156171139,10
mistral,List items for sale,Mobile_Optimization,0.1565833672897895,10
