criteria,feature,model,rbo,num_comparisons
Ad_Free_Option,Rate movies,gemini,0.20923475399283392,20
Ad_Free_Option,Search for offer on item,openai,0.17010364486692783,20
Ad_Free_Option,Search for offer on item,mistral,0.27576204099055956,20
Ad_Free_Option,Search for offer on item,gemini,0.20799572349237466,20
Ad_Free_Option,Send files,openai,0.18301592059897284,30
Ad_Free_Option,Send files,mistral,0.1927277508378063,30
Ad_Free_Option,Send files,gemini,0.18648630281734624,30
Ad_Free_Option,Watch streams,openai,0.03554788872793659,30
Ad_Free_Option,Watch streams,mistral,0.2231356678906206,30
Ad_Free_Option,Watch streams,gemini,0.05371232319663024,30
Ad_Free_Option,Write notes,openai,0.37217077426144995,30
Ad_Free_Option,Write notes,mistral,0.36171890663576145,30
Ad_Free_Option,Write notes,gemini,0.3502983184234349,30
Ad_Frequency,Access to movies,openai,0.24952409902888822,30
Ad_Frequency,Access to movies,mistral,0.2286620322833755,30
Ad_Frequency,Access to movies,gemini,0.243001930115641,30
Ad_Frequency,Access to podcasts,openai,0.2982325494048088,20
Ad_Frequency,Access to podcasts,mistral,0.30981950674252506,20
Ad_Frequency,Access to podcasts,gemini,0.33697113215127444,18
Ad_Frequency,Broadcast messages to multiple contacts,openai,0.3264693508279498,20
Ad_Frequency,Broadcast messages to multiple contacts,mistral,0.3523160158024179,20
Ad_Frequency,Broadcast messages to multiple contacts,gemini,0.07800712452242257,12
Ad_Frequency,Build photo collage,openai,0.19722785053991,20
Ad_Frequency,Build photo collage,mistral,0.3690066801766941,20
Ad_Frequency,Build photo collage,gemini,0.24327328779500346,20
Ad_Frequency,Collaborate with others,openai,0.25379395576169694,20
Ad_Frequency,Collaborate with others,mistral,0.34727659739090294,20
Ad_Frequency,Collaborate with others,gemini,0.27702251503543274,20
Ad_Frequency,Go Live,openai,0.13295178294679608,20
Ad_Frequency,Go Live,mistral,0.15360019503013111,20
Ad_Frequency,Go Live,gemini,0.15144850284101752,16
Ad_Frequency,Keeping up with friends,openai,0.2044962744591493,30
Ad_Frequency,Keeping up with friends,mistral,0.16402085876682962,30
Ad_Frequency,Keeping up with friends,gemini,0.14800359277598205,30
Ad_Frequency,List items for sale,openai,0.3301149369557138,20
Ad_Frequency,List items for sale,mistral,0.3057566550440794,20
Ad_Frequency,List items for sale,gemini,0.24803842074509325,20
Ad_Frequency,Photo effects,openai,0.30376101319317655,20
Ad_Frequency,Photo effects,mistral,0.3288184304186581,20
Ad_Frequency,Photo effects,gemini,0.2176492967151328,20
Ad_Frequency,Play games,openai,0.0,30
Ad_Frequency,Play games,mistral,0.17012992307202132,30
Ad_Frequency,Play games,gemini,0.047581767814798996,30
Ad_Frequency,Play playlist on shuffle mode,openai,0.39430971227845263,20
Ad_Frequency,Play playlist on shuffle mode,mistral,0.4027470710180327,20
Ad_Frequency,Play playlist on shuffle mode,gemini,0.18367002958114165,18
Ad_Frequency,Rate movies,openai,0.21328251156987132,30
Ad_Frequency,Rate movies,mistral,0.29748811058945335,30
Ad_Frequency,Rate movies,gemini,0.29945523038524613,30
Ad_Frequency,Search for offer on item,openai,0.13639840776504775,20
Ad_Frequency,Search for offer on item,mistral,0.27636477209976534,20
Ad_Frequency,Search for offer on item,gemini,0.11336751156185994,20
Ad_Frequency,Send files,openai,0.12115564209348859,20
Ad_Frequency,Send files,mistral,0.22197475239834183,20
Ad_Frequency,Send files,gemini,0.1039073228525155,20
Ad_Frequency,Watch streams,openai,0.05578222991547703,30
Ad_Frequency,Watch streams,mistral,0.16103747829829243,30
Ad_Frequency,Watch streams,gemini,0.05192130216724032,30
Ad_Frequency,Write notes,openai,0.28104443707009746,30
Ad_Frequency,Write notes,mistral,0.27528965740998346,30
Ad_Frequency,Write notes,gemini,0.2656755926859568,30
Community_Engagement,Access to movies,openai,0.1378043382039512,30
Community_Engagement,Access to movies,mistral,0.12205983432394754,30
Community_Engagement,Access to movies,gemini,0.13834678293474809,30
Community_Engagement,Access to podcasts,openai,0.27284614499723353,30
Community_Engagement,Access to podcasts,mistral,0.27582337817707386,30
Community_Engagement,Access to podcasts,gemini,0.24306738257364238,27
Community_Engagement,Broadcast messages to multiple contacts,openai,0.1066829213241312,30
Community_Engagement,Broadcast messages to multiple contacts,mistral,0.195649764781188,30
Community_Engagement,Broadcast messages to multiple contacts,gemini,0.08930968534834315,18
Community_Engagement,Build photo collage,openai,0.26517135501994854,30
Community_Engagement,Build photo collage,mistral,0.28054632372349997,30
Community_Engagement,Build photo collage,gemini,0.16315872038901302,30
Community_Engagement,Collaborate with others,openai,0.41820350046610727,30
Community_Engagement,Collaborate with others,mistral,0.42738760539155984,30
Community_Engagement,Collaborate with others,gemini,0.43791846215046515,30
Community_Engagement,Go Live,openai,0.03302106585250175,20
Community_Engagement,Go Live,mistral,0.14967312148567963,20
Community_Engagement,Go Live,gemini,0.06158616653198115,16
Community_Engagement,Keeping up with friends,openai,0.14498511999259203,20
Community_Engagement,Keeping up with friends,mistral,0.2640042153842884,20
Community_Engagement,Keeping up with friends,gemini,0.19868077723718142,20
Community_Engagement,List items for sale,openai,0.33177548782663746,20
Community_Engagement,List items for sale,mistral,0.3390472037024648,20
Community_Engagement,List items for sale,gemini,0.28793998385709785,20
Community_Engagement,Photo effects,openai,0.33286834740199484,20
Community_Engagement,Photo effects,mistral,0.39161532038004215,20
Community_Engagement,Photo effects,gemini,0.27747879199278747,20
Community_Engagement,Play games,openai,0.0016885722848866479,30
Community_Engagement,Play games,mistral,0.34873203756572657,30
Community_Engagement,Play games,gemini,0.0787164008171085,30
Community_Engagement,Play playlist on shuffle mode,openai,0.3086822009228103,30
Community_Engagement,Play playlist on shuffle mode,mistral,0.33495040790649416,30
Community_Engagement,Play playlist on shuffle mode,gemini,0.21418302214346518,27
Community_Engagement,Rate movies,openai,0.21171099892738196,30
Community_Engagement,Rate movies,mistral,0.25552358431421024,30
Community_Engagement,Rate movies,gemini,0.26479978552367084,30
Community_Engagement,Search for offer on item,openai,0.09796885440366324,20
Community_Engagement,Search for offer on item,mistral,0.13955580428301567,20
Community_Engagement,Search for offer on item,gemini,0.10034243186218321,20
Community_Engagement,Send files,openai,0.28602509447697666,20
Community_Engagement,Send files,mistral,0.1445167465891918,20
Community_Engagement,Send files,gemini,0.20814262064028188,20
Community_Engagement,Watch streams,openai,0.12660338027103937,30
Community_Engagement,Watch streams,mistral,0.12227867199966667,30
Community_Engagement,Watch streams,gemini,0.2532228048651022,30
Community_Engagement,Write notes,openai,0.3440421379901125,30
Community_Engagement,Write notes,mistral,0.35216667026718546,30
Community_Engagement,Write notes,gemini,0.3244185904386796,30
Cost,Access to movies,openai,0.11855585282953367,20
Cost,Access to movies,mistral,0.08738376521450426,20
Cost,Access to movies,gemini,0.17419117502923884,20
Cost,Access to podcasts,openai,0.39083496571190396,30
Cost,Access to podcasts,mistral,0.39012912029991553,30
Cost,Access to podcasts,gemini,0.3641687490108954,27
Cost,Broadcast messages to multiple contacts,openai,0.2541966988075546,30
Cost,Broadcast messages to multiple contacts,mistral,0.2994600557663439,30
Cost,Broadcast messages to multiple contacts,gemini,0.09640011442814861,18
Cost,Build photo collage,openai,0.17508912065721025,30
Cost,Build photo collage,mistral,0.26967030556576715,30
Cost,Build photo collage,gemini,0.10609002856077189,30
Cost,Collaborate with others,openai,0.3926777225498513,30
Cost,Collaborate with others,mistral,0.4600462745985909,30
Cost,Collaborate with others,gemini,0.433758532902767,30
Cost,Go Live,openai,0.17477159188588764,30
Cost,Go Live,mistral,0.30507652454895534,30
Cost,Go Live,gemini,0.20461310145030362,24
Cost,Keeping up with friends,openai,0.33791830481325774,30
Cost,Keeping up with friends,mistral,0.3482968997080456,30
Cost,Keeping up with friends,gemini,0.28223437715879723,30
Cost,List items for sale,openai,0.24143803215595672,30
Cost,List items for sale,mistral,0.23031871089846187,30
Cost,List items for sale,gemini,0.20072637380049824,30
Cost,Photo effects,openai,0.2894901676380123,30
Cost,Photo effects,mistral,0.363033514406052,30
Cost,Photo effects,gemini,0.3122417026778114,30
Cost,Play games,openai,0.0,30
Cost,Play games,mistral,0.1563088312984292,30
Cost,Play games,gemini,0.039812389734920385,30
Cost,Play playlist on shuffle mode,openai,0.3289656910451856,30
Cost,Play playlist on shuffle mode,mistral,0.3587510698696961,30
Cost,Play playlist on shuffle mode,gemini,0.17193133974677885,27
Cost,Rate movies,openai,0.22201709498013644,30
Cost,Rate movies,mistral,0.22646333302959323,30
Cost,Rate movies,gemini,0.2254387309145845,30
Cost,Search for offer on item,openai,0.3198022262498999,30
Cost,Search for offer on item,mistral,0.2926196753736688,30
Cost,Search for offer on item,gemini,0.2737590987860788,30
Cost,Send files,openai,0.31175263245946877,30
Cost,Send files,mistral,0.16079683192987682,30
Cost,Send files,gemini,0.27825953831371236,30
Cost,Watch streams,openai,0.15429217093989933,30
Cost,Watch streams,mistral,0.03881168610390268,30
Cost,Watch streams,gemini,0.015011626867861198,30
Cost,Write notes,openai,0.27847300517520324,30
Cost,Write notes,mistral,0.2684550676828127,30
Cost,Write notes,gemini,0.2802925566664835,30
Customer_Support,Access to movies,openai,0.33552009114459275,20
Customer_Support,Access to movies,mistral,0.3261956942556217,20
Customer_Support,Access to movies,gemini,0.27952795440672834,20
Customer_Support,Access to podcasts,openai,0.42172522917929606,20
Customer_Support,Access to podcasts,mistral,0.41952916910349536,20
Customer_Support,Access to podcasts,gemini,0.3765779715902384,18
Customer_Support,Broadcast messages to multiple contacts,openai,0.2553839078972489,30
Customer_Support,Broadcast messages to multiple contacts,mistral,0.3083493307781742,30
Customer_Support,Broadcast messages to multiple contacts,gemini,0.09179566690243487,18
Customer_Support,Build photo collage,openai,0.18087856808859043,20
Customer_Support,Build photo collage,mistral,0.36601601141111273,20
Customer_Support,Build photo collage,gemini,0.23377387301517172,20
Customer_Support,Collaborate with others,openai,0.28027365708576507,30
Customer_Support,Collaborate with others,mistral,0.37276591335400394,30
Customer_Support,Collaborate with others,gemini,0.3265053656224116,30
Customer_Support,Go Live,openai,0.14128152523671336,30
Customer_Support,Go Live,mistral,0.07528761070147433,30
Customer_Support,Go Live,gemini,0.1568831185179126,24
Customer_Support,Keeping up with friends,openai,0.4249608579208637,20
Customer_Support,Keeping up with friends,mistral,0.43450676476188643,20
Customer_Support,Keeping up with friends,gemini,0.3196756185080944,20
Customer_Support,List items for sale,openai,0.42663614865066907,30
Customer_Support,List items for sale,mistral,0.4677170623384793,30
Customer_Support,List items for sale,gemini,0.4576264479738761,30
Customer_Support,Photo effects,openai,0.2768377195699695,20
Customer_Support,Photo effects,mistral,0.27332524543215103,20
Customer_Support,Photo effects,gemini,0.20993785813734114,20
Customer_Support,Play games,openai,0.0019275669500849666,30
Customer_Support,Play games,mistral,0.17120042295721866,30
Customer_Support,Play games,gemini,0.05575555783041245,30
Customer_Support,Play playlist on shuffle mode,openai,0.5219919665772167,20
Customer_Support,Play playlist on shuffle mode,mistral,0.5468842265906912,20
Customer_Support,Play playlist on shuffle mode,gemini,0.25432990982859327,18
Customer_Support,Rate movies,openai,0.15607389067317512,20
Customer_Support,Rate movies,mistral,0.255760763221592,20
Customer_Support,Rate movies,gemini,0.22035902743384117,20
Customer_Support,Search for offer on item,openai,0.220697792100042,20
Customer_Support,Search for offer on item,mistral,0.1165685259573894,20
Customer_Support,Search for offer on item,gemini,0.18472220636489742,20
Customer_Support,Send files,openai,0.2593910980593734,20
Customer_Support,Send files,mistral,0.2745850174350663,20
Customer_Support,Send files,gemini,0.22012665843276236,20
Customer_Support,Watch streams,openai,0.13623931861323146,20
Customer_Support,Watch streams,mistral,0.32496655607550384,20
Customer_Support,Watch streams,gemini,0.1600420439658503,20
Customer_Support,Write notes,openai,0.43232302745295326,30
Customer_Support,Write notes,mistral,0.47274988227104253,30
Customer_Support,Write notes,gemini,0.40928339849776735,30
Customization_Options,Access to movies,openai,0.09048409921408067,30
Customization_Options,Access to movies,mistral,0.07896489225891432,30
Customization_Options,Access to movies,gemini,0.10537412987784582,30
Customization_Options,Access to podcasts,openai,0.2442947700071916,30
Customization_Options,Access to podcasts,mistral,0.23299726230298193,30
Customization_Options,Access to podcasts,gemini,0.34911498831151255,27
Customization_Options,Broadcast messages to multiple contacts,openai,0.2918160167028502,20
Customization_Options,Broadcast messages to multiple contacts,mistral,0.3503871314193047,20
Customization_Options,Broadcast messages to multiple contacts,gemini,0.09434826339712558,12
Customization_Options,Build photo collage,openai,0.18729793060794553,30
Customization_Options,Build photo collage,mistral,0.25716822948319135,30
Customization_Options,Build photo collage,gemini,0.2677080624990062,30
Customization_Options,Collaborate with others,openai,0.36394010834614365,20
Customization_Options,Collaborate with others,mistral,0.34575534527310187,20
Customization_Options,Collaborate with others,gemini,0.36481099800405203,20
Customization_Options,Go Live,openai,0.05304688145435881,30
Customization_Options,Go Live,mistral,0.029008105333179827,30
Customization_Options,Go Live,gemini,0.059539798033849504,24
Customization_Options,Keeping up with friends,openai,0.11755506149966873,20
Customization_Options,Keeping up with friends,mistral,0.11715933745717932,20
Customization_Options,Keeping up with friends,gemini,0.08802217385118967,20
Customization_Options,List items for sale,openai,0.37622124632630755,30
Customization_Options,List items for sale,mistral,0.3859135354795496,30
Customization_Options,List items for sale,gemini,0.3797043816561886,30
Customization_Options,Photo effects,openai,0.2491491755852419,30
Customization_Options,Photo effects,mistral,0.24649837226715762,30
Customization_Options,Photo effects,gemini,0.23900653878974312,30
Customization_Options,Play games,openai,0.0011491237884374709,30
Customization_Options,Play games,mistral,0.18421614386083623,30
Customization_Options,Play games,gemini,0.057269486487089585,30
Customization_Options,Play playlist on shuffle mode,openai,0.16408964420471048,30
Customization_Options,Play playlist on shuffle mode,mistral,0.18819111881652215,30
Customization_Options,Play playlist on shuffle mode,gemini,0.15473885740400134,27
Customization_Options,Rate movies,openai,0.16520806867141904,30
Customization_Options,Rate movies,mistral,0.26916342001096455,30
Customization_Options,Rate movies,gemini,0.29501948655926785,30
Customization_Options,Search for offer on item,openai,0.26723925441373686,30
Customization_Options,Search for offer on item,mistral,0.19482171273334184,30
Customization_Options,Search for offer on item,gemini,0.21956615648918126,30
Customization_Options,Send files,openai,0.17657623275422213,30
Customization_Options,Send files,mistral,0.24516863915561193,30
Customization_Options,Send files,gemini,0.1711363918851574,30
Customization_Options,Watch streams,openai,0.13779594399317383,30
Customization_Options,Watch streams,mistral,0.21664694258366704,30
Customization_Options,Watch streams,gemini,0.13782407673486413,30
Customization_Options,Write notes,openai,0.30734305767892,30
Customization_Options,Write notes,mistral,0.34320465279770995,30
Customization_Options,Write notes,gemini,0.2997664684308668,30
Geographical_Availability,Access to movies,openai,0.4628536700454325,30
Geographical_Availability,Access to movies,mistral,0.46171880795885556,30
Geographical_Availability,Access to movies,gemini,0.35788492688144424,30
Geographical_Availability,Access to podcasts,openai,0.3091224465202614,30
Geographical_Availability,Access to podcasts,mistral,0.3148029649823938,30
Geographical_Availability,Access to podcasts,gemini,0.2773408209137231,27
Geographical_Availability,Broadcast messages to multiple contacts,openai,0.2754346788812392,30
Geographical_Availability,Broadcast messages to multiple contacts,mistral,0.3493592876962284,30
Geographical_Availability,Broadcast messages to multiple contacts,gemini,0.0912796749164233,18
Geographical_Availability,Build photo collage,openai,0.3190497742850473,20
Geographical_Availability,Build photo collage,mistral,0.3911437124774666,20
Geographical_Availability,Build photo collage,gemini,0.17103666355619934,20
Geographical_Availability,Collaborate with others,openai,0.3274650534905783,30
Geographical_Availability,Collaborate with others,mistral,0.4167876747429299,30
Geographical_Availability,Collaborate with others,gemini,0.36648367099686313,30
Geographical_Availability,Go Live,openai,0.07987210624176587,30
Geographical_Availability,Go Live,mistral,0.15581326781637592,30
Geographical_Availability,Go Live,gemini,0.08405867549429706,24
Geographical_Availability,Keeping up with friends,openai,0.2819782511300268,30
Geographical_Availability,Keeping up with friends,mistral,0.4288439504521591,30
Geographical_Availability,Keeping up with friends,gemini,0.31320213445332673,30
Geographical_Availability,List items for sale,openai,0.39809659571929024,30
Geographical_Availability,List items for sale,mistral,0.40160979923576134,30
Geographical_Availability,List items for sale,gemini,0.3397403994238895,30
Geographical_Availability,Photo effects,openai,0.19476998941845436,30
Geographical_Availability,Photo effects,mistral,0.23696333959066973,30
Geographical_Availability,Photo effects,gemini,0.1562432042971296,30
Geographical_Availability,Play games,openai,0.001031588165371612,20
Geographical_Availability,Play games,mistral,0.34940989889855223,20
Geographical_Availability,Play games,gemini,0.1346133683785426,20
Geographical_Availability,Play playlist on shuffle mode,openai,0.4265869052886063,20
Geographical_Availability,Play playlist on shuffle mode,mistral,0.42602017972351963,20
Geographical_Availability,Play playlist on shuffle mode,gemini,0.20130172121867043,18
Geographical_Availability,Rate movies,openai,0.18116306424075418,30
Geographical_Availability,Rate movies,mistral,0.3143885017888161,30
Geographical_Availability,Rate movies,gemini,0.32018881199627197,30
Geographical_Availability,Search for offer on item,openai,0.13015591491261033,30
Geographical_Availability,Search for offer on item,mistral,0.0293668880033428,30
Geographical_Availability,Search for offer on item,gemini,0.12115254343355929,30
Geographical_Availability,Send files,openai,0.1416751745727139,20
Geographical_Availability,Send files,mistral,0.19309219333742406,20
Geographical_Availability,Send files,gemini,0.09625924110603282,20
Geographical_Availability,Watch streams,openai,0.08511257542878645,30
Geographical_Availability,Watch streams,mistral,0.3436192955256913,30
Geographical_Availability,Watch streams,gemini,0.09634513054846565,30
Geographical_Availability,Write notes,openai,0.4712674453838782,20
Geographical_Availability,Write notes,mistral,0.4626237936318717,20
Geographical_Availability,Write notes,gemini,0.42646658198121373,20
Integration_Capabilities,Access to movies,openai,0.31617790343959995,30
Integration_Capabilities,Access to movies,mistral,0.3163872544224892,30
Integration_Capabilities,Access to movies,gemini,0.26116459182814733,30
Integration_Capabilities,Access to podcasts,openai,0.4230593027569251,30
Integration_Capabilities,Access to podcasts,mistral,0.42705321983354577,30
Integration_Capabilities,Access to podcasts,gemini,0.3786014021446363,27
Integration_Capabilities,Broadcast messages to multiple contacts,openai,0.1303577001290492,20
Integration_Capabilities,Broadcast messages to multiple contacts,mistral,0.18142601088943194,20
Integration_Capabilities,Broadcast messages to multiple contacts,gemini,0.15915439935735168,12
Integration_Capabilities,Build photo collage,openai,0.24848363948354213,20
Integration_Capabilities,Build photo collage,mistral,0.3816302457647725,20
Integration_Capabilities,Build photo collage,gemini,0.19703586017670321,20
Integration_Capabilities,Collaborate with others,openai,0.46368316700500356,30
Integration_Capabilities,Collaborate with others,mistral,0.47993785295914143,30
Integration_Capabilities,Collaborate with others,gemini,0.46877506453068024,30
Integration_Capabilities,Go Live,openai,0.04437396694832343,30
Integration_Capabilities,Go Live,mistral,0.021441745892571484,30
Integration_Capabilities,Go Live,gemini,0.03746018200466334,24
Integration_Capabilities,Keeping up with friends,openai,0.2342581223827878,30
Integration_Capabilities,Keeping up with friends,mistral,0.3199405895828964,30
Integration_Capabilities,Keeping up with friends,gemini,0.2412808773738003,30
Integration_Capabilities,List items for sale,openai,0.24225460506627947,30
Integration_Capabilities,List items for sale,mistral,0.3025647379825597,30
Integration_Capabilities,List items for sale,gemini,0.2586679252812987,30
Integration_Capabilities,Photo effects,openai,0.25469763505718085,30
Integration_Capabilities,Photo effects,mistral,0.3276760877339665,30
Integration_Capabilities,Photo effects,gemini,0.2640066351400152,30
Integration_Capabilities,Play games,openai,0.08891911830981991,20
Integration_Capabilities,Play games,mistral,0.00039264112729175873,20
Integration_Capabilities,Play games,gemini,0.0014027030044531123,20
Integration_Capabilities,Play playlist on shuffle mode,openai,0.4771373248239773,30
Integration_Capabilities,Play playlist on shuffle mode,mistral,0.4995323129003752,30
Integration_Capabilities,Play playlist on shuffle mode,gemini,0.250773047107709,27
Integration_Capabilities,Rate movies,openai,0.16141377597576018,30
Integration_Capabilities,Rate movies,mistral,0.2681305454650814,30
Integration_Capabilities,Rate movies,gemini,0.2753024542062439,30
Integration_Capabilities,Search for offer on item,openai,0.24034299570059423,30
Integration_Capabilities,Search for offer on item,mistral,0.21252457864558952,30
Integration_Capabilities,Search for offer on item,gemini,0.24059142918944795,30
Integration_Capabilities,Send files,openai,0.28351804178589207,30
Integration_Capabilities,Send files,mistral,0.10163357519244591,30
Integration_Capabilities,Send files,gemini,0.3113198332067044,30
Integration_Capabilities,Watch streams,openai,0.0801650487217806,30
Integration_Capabilities,Watch streams,mistral,0.26070214686479964,30
Integration_Capabilities,Watch streams,gemini,0.14692841524752828,30
Integration_Capabilities,Write notes,openai,0.41983235834590205,30
Integration_Capabilities,Write notes,mistral,0.4483009580082859,30
Integration_Capabilities,Write notes,gemini,0.40605362308765947,30
Mobile_Optimization,Access to movies,openai,0.32917329170518833,30
Mobile_Optimization,Access to movies,mistral,0.3286865797814329,30
Mobile_Optimization,Access to movies,gemini,0.3161303008903898,30
Mobile_Optimization,Access to podcasts,openai,0.43093098173002237,30
Mobile_Optimization,Access to podcasts,mistral,0.4386823318571444,30
Mobile_Optimization,Access to podcasts,gemini,0.40306475143764087,27
Mobile_Optimization,Broadcast messages to multiple contacts,openai,0.14686531387847196,20
Mobile_Optimization,Broadcast messages to multiple contacts,mistral,0.25759297682807636,20
Mobile_Optimization,Broadcast messages to multiple contacts,gemini,0.0676166160239345,12
Mobile_Optimization,Build photo collage,openai,0.2666414338538613,20
Mobile_Optimization,Build photo collage,mistral,0.3874382719342383,20
Mobile_Optimization,Build photo collage,gemini,0.2263955586956226,20
Mobile_Optimization,Collaborate with others,openai,0.3617451141061947,30
Mobile_Optimization,Collaborate with others,mistral,0.41086552438344903,30
Mobile_Optimization,Collaborate with others,gemini,0.38386040223787155,30
Mobile_Optimization,Go Live,openai,0.18122003136715528,30
Mobile_Optimization,Go Live,mistral,0.16190908515264898,30
Mobile_Optimization,Go Live,gemini,0.21286124802497994,24
Mobile_Optimization,Keeping up with friends,openai,0.27690594717732836,30
Mobile_Optimization,Keeping up with friends,mistral,0.45650865900790566,30
Mobile_Optimization,Keeping up with friends,gemini,0.3555379598962684,30
Mobile_Optimization,List items for sale,openai,0.23511095867407744,30
Mobile_Optimization,List items for sale,mistral,0.24057053654354424,30
Mobile_Optimization,List items for sale,gemini,0.27188813197886363,30
Mobile_Optimization,Photo effects,openai,0.33296022684434307,30
Mobile_Optimization,Photo effects,mistral,0.3348905366220762,30
Mobile_Optimization,Photo effects,gemini,0.2937991150840034,30
Mobile_Optimization,Play games,openai,0.0,30
Mobile_Optimization,Play games,mistral,0.23070845995605355,30
Mobile_Optimization,Play games,gemini,0.08711604350422163,30
Mobile_Optimization,Play playlist on shuffle mode,openai,0.36687913831085817,30
Mobile_Optimization,Play playlist on shuffle mode,mistral,0.3972958765063361,30
Mobile_Optimization,Play playlist on shuffle mode,gemini,0.22326218745552204,27
Mobile_Optimization,Rate movies,openai,0.19274158834553687,30
Mobile_Optimization,Rate movies,mistral,0.33717550013686565,30
Mobile_Optimization,Rate movies,gemini,0.33171518920937265,30
Mobile_Optimization,Search for offer on item,openai,0.13455839239856876,30
Mobile_Optimization,Search for offer on item,mistral,0.12487358047528586,30
Mobile_Optimization,Search for offer on item,gemini,0.13232471713549074,30
Mobile_Optimization,Send files,openai,0.16548582445331755,30
Mobile_Optimization,Send files,mistral,0.28884724062922007,30
Mobile_Optimization,Send files,gemini,0.13528259922851762,30
Mobile_Optimization,Watch streams,openai,0.1113645184211359,20
Mobile_Optimization,Watch streams,mistral,0.26977248991739394,20
Mobile_Optimization,Watch streams,gemini,0.2083046595547542,20
Mobile_Optimization,Write notes,openai,0.4675851268750661,30
Mobile_Optimization,Write notes,mistral,0.5057811991733144,30
Mobile_Optimization,Write notes,gemini,0.4337714274767079,30
Number_of_Downloads,Access to movies,openai,0.4794075881065308,30
Number_of_Downloads,Access to movies,mistral,0.5009119730720046,30
Number_of_Downloads,Access to movies,gemini,0.41758573986787756,30
Number_of_Downloads,Access to podcasts,openai,0.4729050988443305,30
Number_of_Downloads,Access to podcasts,mistral,0.5112375642775523,30
Number_of_Downloads,Access to podcasts,gemini,0.34844642630719375,27
Number_of_Downloads,Broadcast messages to multiple contacts,openai,0.24261086257670425,30
Number_of_Downloads,Broadcast messages to multiple contacts,mistral,0.324928666913052,30
Number_of_Downloads,Broadcast messages to multiple contacts,gemini,0.09654962135728117,18
Number_of_Downloads,Build photo collage,openai,0.09248177877560834,20
Number_of_Downloads,Build photo collage,mistral,0.25577356257035677,20
Number_of_Downloads,Build photo collage,gemini,0.12675446046104044,20
Number_of_Downloads,Collaborate with others,openai,0.36797625574548853,30
Number_of_Downloads,Collaborate with others,mistral,0.4119833604876213,30
Number_of_Downloads,Collaborate with others,gemini,0.3731692119731968,30
Number_of_Downloads,Go Live,openai,0.20380413014653048,20
Number_of_Downloads,Go Live,mistral,0.15620184833088482,20
Number_of_Downloads,Go Live,gemini,0.175159966590839,16
Number_of_Downloads,Keeping up with friends,openai,0.21124931804616026,30
Number_of_Downloads,Keeping up with friends,mistral,0.3587110905660709,30
Number_of_Downloads,Keeping up with friends,gemini,0.29945621787334004,30
Number_of_Downloads,List items for sale,openai,0.3610776636493741,30
Number_of_Downloads,List items for sale,mistral,0.3528392561369004,30
Number_of_Downloads,List items for sale,gemini,0.37282010451351916,30
Number_of_Downloads,Photo effects,openai,0.21224233639373763,20
Number_of_Downloads,Photo effects,mistral,0.24021420917052327,20
Number_of_Downloads,Photo effects,gemini,0.14149306093331965,20
Number_of_Downloads,Play games,openai,0.0013754508871621491,30
Number_of_Downloads,Play games,mistral,0.29300152822147474,30
Number_of_Downloads,Play games,gemini,0.15918489182234818,30
