criteria,feature,model,correlation,num_comparisons
Customer_Support,Go Live,mistral,-0.6775892710791355,30
Customer_Support,Go Live,gemini,-0.4651950852086939,24
Customer_Support,Keeping up with friends,openai,0.21309404869094156,20
Customer_Support,Keeping up with friends,mistral,0.20409567336463308,20
Customer_Support,Keeping up with friends,gemini,-0.045618247943207596,20
Customer_Support,List items for sale,openai,0.3824090027343377,30
Customer_Support,List items for sale,mistral,0.39735395895266973,30
Customer_Support,List items for sale,gemini,0.34155181379052907,30
Customer_Support,Photo effects,openai,-0.152370766792324,20
Customer_Support,Photo effects,mistral,-0.0659913299963446,20
Customer_Support,Photo effects,gemini,-0.27762119463393314,20
Customer_Support,Play games,openai,-0.8424018146629153,30
Customer_Support,Play games,mistral,-0.18381074252164384,30
Customer_Support,Play games,gemini,-0.6558770355841703,30
Customer_Support,Play playlist on shuffle mode,openai,0.6466501173270727,20
Customer_Support,Play playlist on shuffle mode,mistral,0.6857827710920569,20
Customer_Support,Play playlist on shuffle mode,gemini,-0.2934903184267246,18
Customer_Support,Rate movies,openai,-0.29533177143574013,20
Customer_Support,Rate movies,mistral,-0.19757292439493546,20
Customer_Support,Rate movies,gemini,-0.3093161217971467,20
Customer_Support,Search for offer on item,openai,-0.09063891034685903,20
Customer_Support,Search for offer on item,mistral,-0.43655787211772445,20
Customer_Support,Search for offer on item,gemini,-0.2811076173227273,20
Customer_Support,Send files,openai,-0.23691395606771026,20
Customer_Support,Send files,mistral,-0.0647088394950461,20
Customer_Support,Send files,gemini,-0.3155558055729505,20
Customer_Support,Watch streams,openai,-0.4624481790015088,20
Customer_Support,Watch streams,mistral,0.22553442810232704,20
Customer_Support,Watch streams,gemini,-0.4642899783352193,20
Customer_Support,Write notes,openai,0.4144112449644876,30
Customer_Support,Write notes,mistral,0.4361950970740782,30
Customer_Support,Write notes,gemini,0.42401464663757216,30
Customization_Options,Access to movies,openai,-0.46306740140518526,30
Customization_Options,Access to movies,mistral,-0.5229997233834724,30
Customization_Options,Access to movies,gemini,-0.43776417096675563,30
Customization_Options,Access to podcasts,openai,0.07491016099919698,30
Customization_Options,Access to podcasts,mistral,0.12204595635274967,30
Customization_Options,Access to podcasts,gemini,0.17204567819717181,27
Customization_Options,Broadcast messages to multiple contacts,openai,-0.12751279586577222,20
Customization_Options,Broadcast messages to multiple contacts,mistral,0.17687968741233967,20
Customization_Options,Broadcast messages to multiple contacts,gemini,-0.558039735513776,12
Customization_Options,Build photo collage,openai,-0.23259110601163696,30
Customization_Options,Build photo collage,mistral,-0.023118051273596323,30
Customization_Options,Build photo collage,gemini,-0.1479611693228825,30
Customization_Options,Collaborate with others,openai,0.18031339947313105,20
Customization_Options,Collaborate with others,mistral,0.31551486920458327,20
Customization_Options,Collaborate with others,gemini,0.26804655457385934,20
Customization_Options,Go Live,openai,-0.6128541495435411,30
Customization_Options,Go Live,mistral,-0.720023584737898,30
Customization_Options,Go Live,gemini,-0.5983728576662629,24
Customization_Options,Keeping up with friends,openai,-0.5072025697808529,20
Customization_Options,Keeping up with friends,mistral,-0.4177490059559399,20
Customization_Options,Keeping up with friends,gemini,-0.5670551079540049,20
Customization_Options,List items for sale,openai,0.34843596562771917,30
Customization_Options,List items for sale,mistral,0.2503512450133716,30
Customization_Options,List items for sale,gemini,0.2609417212659102,30
Customization_Options,Photo effects,openai,-0.19244627800391095,30
Customization_Options,Photo effects,mistral,-0.0831273929265933,30
Customization_Options,Photo effects,gemini,-0.14752089549618935,30
Customization_Options,Play games,openai,-0.8531665153805249,30
Customization_Options,Play games,mistral,-0.2828230742849291,30
Customization_Options,Play games,gemini,-0.6709614264073577,30
Customization_Options,Play playlist on shuffle mode,openai,-0.4092462748573187,30
Customization_Options,Play playlist on shuffle mode,mistral,-0.3615724458212323,30
Customization_Options,Play playlist on shuffle mode,gemini,-0.4490133280247714,27
Customization_Options,Rate movies,openai,-0.4266601810504344,30
Customization_Options,Rate movies,mistral,-0.3206441535285515,30
Customization_Options,Rate movies,gemini,-0.16864063916516173,30
Customization_Options,Search for offer on item,openai,-0.15139088861311686,30
Customization_Options,Search for offer on item,mistral,-0.16459034569833933,30
Customization_Options,Search for offer on item,gemini,-0.2262509700794827,30
Customization_Options,Send files,openai,-0.4233505749096111,30
Customization_Options,Send files,mistral,-0.10887418906496073,30
Customization_Options,Send files,gemini,-0.3475175961117829,30
Customization_Options,Watch streams,openai,-0.39777207121671204,30
Customization_Options,Watch streams,mistral,-0.1466105257378518,30
Customization_Options,Watch streams,gemini,-0.472093384579732,30
Customization_Options,Write notes,openai,0.16946332522135432,30
Customization_Options,Write notes,mistral,0.2774365263916256,30
Customization_Options,Write notes,gemini,0.21993667473825204,30
Geographical_Availability,Access to movies,openai,0.4416790260056142,30
Geographical_Availability,Access to movies,mistral,0.5148940509453005,30
Geographical_Availability,Access to movies,gemini,0.17306205695529175,30
Geographical_Availability,Access to podcasts,openai,0.06667104682170875,30
Geographical_Availability,Access to podcasts,mistral,0.12478109402854667,30
Geographical_Availability,Access to podcasts,gemini,0.07427843928352072,27
Geographical_Availability,Broadcast messages to multiple contacts,openai,-0.25286385389177796,30
Geographical_Availability,Broadcast messages to multiple contacts,mistral,0.08892732446872847,30
Geographical_Availability,Broadcast messages to multiple contacts,gemini,-0.6423953098153521,18
Geographical_Availability,Build photo collage,openai,0.05924185649810443,20
Geographical_Availability,Build photo collage,mistral,0.29479161712009094,20
Geographical_Availability,Build photo collage,gemini,-0.34593870943523525,20
Geographical_Availability,Collaborate with others,openai,0.014344403972872843,30
Geographical_Availability,Collaborate with others,mistral,0.2716612918857008,30
Geographical_Availability,Collaborate with others,gemini,0.14450543208729635,30
Geographical_Availability,Go Live,openai,-0.5919978808611516,30
Geographical_Availability,Go Live,mistral,-0.4495655922364065,30
Geographical_Availability,Go Live,gemini,-0.5895904323652985,24
Geographical_Availability,Keeping up with friends,openai,-0.21430317108604088,30
Geographical_Availability,Keeping up with friends,mistral,0.342085195448347,30
Geographical_Availability,Keeping up with friends,gemini,-0.051486145962284756,30
Geographical_Availability,List items for sale,openai,0.3127324982657705,30
Geographical_Availability,List items for sale,mistral,0.26481265459427306,30
Geographical_Availability,List items for sale,gemini,0.12443727035819317,30
Geographical_Availability,Photo effects,openai,-0.26066008146791925,30
Geographical_Availability,Photo effects,mistral,-0.1277528809560069,30
Geographical_Availability,Photo effects,gemini,-0.3338240499317491,30
Geographical_Availability,Play games,openai,-0.8497066416881827,20
Geographical_Availability,Play games,mistral,0.2351269804239708,20
Geographical_Availability,Play games,gemini,-0.43495063414795965,20
Geographical_Availability,Play playlist on shuffle mode,openai,0.4046124031007752,20
Geographical_Availability,Play playlist on shuffle mode,mistral,0.39686308996922987,20
Geographical_Availability,Play playlist on shuffle mode,gemini,-0.3797789244648104,18
Geographical_Availability,Rate movies,openai,-0.2678273564968819,30
Geographical_Availability,Rate movies,mistral,-0.10298295228053907,30
Geographical_Availability,Rate movies,gemini,-0.03895521475467059,30
Geographical_Availability,Search for offer on item,openai,-0.6014706606480428,30
Geographical_Availability,Search for offer on item,mistral,-0.7607605413809722,30
Geographical_Availability,Search for offer on item,gemini,-0.5804003908907683,30
Geographical_Availability,Send files,openai,-0.3795579409185956,20
Geographical_Availability,Send files,mistral,-0.19571370517470407,20
Geographical_Availability,Send files,gemini,-0.5188156759964142,20
Geographical_Availability,Watch streams,openai,-0.563522120290801,30
Geographical_Availability,Watch streams,mistral,0.14982316848017568,30
Geographical_Availability,Watch streams,gemini,-0.477470993128894,30
Geographical_Availability,Write notes,openai,0.5510557793833261,20
Geographical_Availability,Write notes,mistral,0.5628603572924875,20
Geographical_Availability,Write notes,gemini,0.42403134833776146,20
Integration_Capabilities,Access to movies,openai,-0.06797998723116096,30
Integration_Capabilities,Access to movies,mistral,-0.05258478382825931,30
Integration_Capabilities,Access to movies,gemini,-0.1378524090125262,30
Integration_Capabilities,Access to podcasts,openai,0.42439783476145526,30
Integration_Capabilities,Access to podcasts,mistral,0.5212188691478458,30
Integration_Capabilities,Access to podcasts,gemini,0.3268911225658131,27
Integration_Capabilities,Broadcast messages to multiple contacts,openai,-0.4659241364823095,20
Integration_Capabilities,Broadcast messages to multiple contacts,mistral,-0.2516673991079016,20
Integration_Capabilities,Broadcast messages to multiple contacts,gemini,-0.37871128036091734,12
Integration_Capabilities,Build photo collage,openai,-0.15500161973017665,20
Integration_Capabilities,Build photo collage,mistral,0.25400312355294885,20
Integration_Capabilities,Build photo collage,gemini,-0.23822467977652853,20
Integration_Capabilities,Collaborate with others,openai,0.4690755488104707,30
Integration_Capabilities,Collaborate with others,mistral,0.5595858538353399,30
Integration_Capabilities,Collaborate with others,gemini,0.4798100536145622,30
Integration_Capabilities,Go Live,openai,-0.6789771568394322,30
Integration_Capabilities,Go Live,mistral,-0.758604148383808,30
Integration_Capabilities,Go Live,gemini,-0.6910648790339643,24
Integration_Capabilities,Keeping up with friends,openai,-0.2705794724262719,30
Integration_Capabilities,Keeping up with friends,mistral,0.009536491062382892,30
Integration_Capabilities,Keeping up with friends,gemini,-0.2070904538474969,30
Integration_Capabilities,List items for sale,openai,-0.12156002374408725,30
Integration_Capabilities,List items for sale,mistral,-0.019506204305222895,30
Integration_Capabilities,List items for sale,gemini,-0.0939584689093518,30
Integration_Capabilities,Photo effects,openai,-0.049338159161379534,30
Integration_Capabilities,Photo effects,mistral,0.15287269686776225,30
Integration_Capabilities,Photo effects,gemini,-0.029000488209370935,30
Integration_Capabilities,Play games,openai,-0.622440420864594,20
Integration_Capabilities,Play games,mistral,-0.8569321245719745,20
Integration_Capabilities,Play games,gemini,-0.8511132860317454,20
Integration_Capabilities,Play playlist on shuffle mode,openai,0.5283901718545687,30
Integration_Capabilities,Play playlist on shuffle mode,mistral,0.5313976317816335,30
Integration_Capabilities,Play playlist on shuffle mode,gemini,-0.2877707522285226,27
Integration_Capabilities,Rate movies,openai,-0.3557674877071698,30
Integration_Capabilities,Rate movies,mistral,-0.24834917762265774,30
Integration_Capabilities,Rate movies,gemini,-0.19408664571308518,30
Integration_Capabilities,Search for offer on item,openai,-0.08771266085412081,30
Integration_Capabilities,Search for offer on item,mistral,-0.09795403794791999,30
Integration_Capabilities,Search for offer on item,gemini,-0.14151703346229522,30
Integration_Capabilities,Send files,openai,-0.1976389455010162,30
Integration_Capabilities,Send files,mistral,-0.4547251548403974,30
Integration_Capabilities,Send files,gemini,-0.12668168757379478,30
Integration_Capabilities,Watch streams,openai,-0.6231121475235355,30
Integration_Capabilities,Watch streams,mistral,-0.1714499790083046,30
Integration_Capabilities,Watch streams,gemini,-0.5165966140882536,30
Integration_Capabilities,Write notes,openai,0.48688703080927537,30
Integration_Capabilities,Write notes,mistral,0.4475831642220232,30
Integration_Capabilities,Write notes,gemini,0.38369613640950123,30
Mobile_Optimization,Access to movies,openai,0.004765596287840282,30
Mobile_Optimization,Access to movies,mistral,-0.01828288244569864,30
Mobile_Optimization,Access to movies,gemini,-0.025428473334180347,30
Mobile_Optimization,Access to podcasts,openai,0.3545942265262339,30
Mobile_Optimization,Access to podcasts,mistral,0.4485920563815623,30
Mobile_Optimization,Access to podcasts,gemini,0.3516793561955234,27
Mobile_Optimization,Broadcast messages to multiple contacts,openai,-0.5143696578717304,20
Mobile_Optimization,Broadcast messages to multiple contacts,mistral,-0.10897807845942811,20
Mobile_Optimization,Broadcast messages to multiple contacts,gemini,-0.6581647706208914,12
Mobile_Optimization,Build photo collage,openai,-0.1658060240493558,20
Mobile_Optimization,Build photo collage,mistral,0.2591972681426067,20
Mobile_Optimization,Build photo collage,gemini,-0.20915186786078274,20
Mobile_Optimization,Collaborate with others,openai,0.14972109617135626,30
Mobile_Optimization,Collaborate with others,mistral,0.35821712168934705,30
Mobile_Optimization,Collaborate with others,gemini,0.2427271877992536,30
Mobile_Optimization,Go Live,openai,-0.26819808974696063,30
Mobile_Optimization,Go Live,mistral,-0.45960567523791945,30
Mobile_Optimization,Go Live,gemini,-0.18243951084891386,24
Mobile_Optimization,Keeping up with friends,openai,-0.17410908397498936,30
Mobile_Optimization,Keeping up with friends,mistral,0.39417015433889363,30
Mobile_Optimization,Keeping up with friends,gemini,0.05946095012889152,30
Mobile_Optimization,List items for sale,openai,-0.09514873321790406,30
Mobile_Optimization,List items for sale,mistral,-0.10017389221784352,30
Mobile_Optimization,List items for sale,gemini,-0.04860888843695245,30
Mobile_Optimization,Photo effects,openai,0.05849789141110085,30
Mobile_Optimization,Photo effects,mistral,0.11076109405273057,30
Mobile_Optimization,Photo effects,gemini,-0.057337546170290646,30
Mobile_Optimization,Play games,openai,-0.8574236416057612,30
Mobile_Optimization,Play games,mistral,-0.061033272577893524,30
Mobile_Optimization,Play games,gemini,-0.5273700859860234,30
Mobile_Optimization,Play playlist on shuffle mode,openai,0.28669448198417896,30
Mobile_Optimization,Play playlist on shuffle mode,mistral,0.2972795893296047,30
Mobile_Optimization,Play playlist on shuffle mode,gemini,-0.3264450242882081,27
Mobile_Optimization,Rate movies,openai,-0.3768380508201726,30
Mobile_Optimization,Rate movies,mistral,-0.1137648186942084,30
Mobile_Optimization,Rate movies,gemini,-0.10771621017716025,30
Mobile_Optimization,Search for offer on item,openai,-0.41734105682571465,30
Mobile_Optimization,Search for offer on item,mistral,-0.4892282709343344,30
Mobile_Optimization,Search for offer on item,gemini,-0.4235797755435679,30
Mobile_Optimization,Send files,openai,-0.3288299038554063,30
Mobile_Optimization,Send files,mistral,0.06848817657733616,30
Mobile_Optimization,Send files,gemini,-0.44967119891073626,30
Mobile_Optimization,Watch streams,openai,-0.5237766431615178,20
Mobile_Optimization,Watch streams,mistral,-0.07100545773549585,20
Mobile_Optimization,Watch streams,gemini,-0.35120394843496183,20
Mobile_Optimization,Write notes,openai,0.5667448181417057,30
Mobile_Optimization,Write notes,mistral,0.6034725738334659,30
Mobile_Optimization,Write notes,gemini,0.49079114028858506,30
Number_of_Downloads,Access to movies,openai,0.2994747461179486,30
Number_of_Downloads,Access to movies,mistral,0.49648320694983916,30
Number_of_Downloads,Access to movies,gemini,0.19855191324847504,30
Number_of_Downloads,Access to podcasts,openai,0.3742154301382348,30
Number_of_Downloads,Access to podcasts,mistral,0.5228852651550899,30
Number_of_Downloads,Access to podcasts,gemini,0.2297029076895257,27
Number_of_Downloads,Broadcast messages to multiple contacts,openai,-0.22591152850614518,30
Number_of_Downloads,Broadcast messages to multiple contacts,mistral,-0.06388325474694082,30
Number_of_Downloads,Broadcast messages to multiple contacts,gemini,-0.5976083189311647,18
Number_of_Downloads,Build photo collage,openai,-0.5389801325150998,20
Number_of_Downloads,Build photo collage,mistral,-0.2083240783118505,20
Number_of_Downloads,Build photo collage,gemini,-0.4700925585182133,20
Number_of_Downloads,Collaborate with others,openai,0.20236305550013695,30
Number_of_Downloads,Collaborate with others,mistral,0.2697018221280297,30
Number_of_Downloads,Collaborate with others,gemini,0.1527079729183699,30
Number_of_Downloads,Go Live,openai,-0.43459274710975304,20
Number_of_Downloads,Go Live,mistral,-0.45759567524607636,20
Number_of_Downloads,Go Live,gemini,-0.4657071879395851,16
Number_of_Downloads,Keeping up with friends,openai,-0.3232802887444966,30
Number_of_Downloads,Keeping up with friends,mistral,0.18437411092766517,30
