model,feature,name,description,type,sources
mistral,Go Live,User Base,The total number of active users on the platform.,Integer [1],"App Annie, Sensor Tower, SimilarWeb, Google Play Store, Apple App Store"
mistral,Go Live,User Engagement,The average time users spend on the app per session.,Float [1],"App Annie, Sensor Tower, SimilarWeb"
mistral,Go Live,App Store Rating,The average rating of the app on various app stores.,Float [1],"Google Play Store, Apple App Store"
mistral,Go Live,Live Streaming Features,The variety and quality of live streaming features offered by the app.,Text [*],"Official app websites, tech blogs, user reviews"
mistral,Go Live,Monetization Options,The availability and effectiveness of monetization options for live streamers.,Text [*],"Official app websites, tech blogs, user reviews"
mistral,Go Live,User Engagement,"The level of interaction, frequency of use, and retention rate of users.",Float [1],"Google Play Store, Apple App Store analytics, App Annie, Sensor Tower"
mistral,Go Live,Stream Quality,"The resolution, frame rate, and overall quality of the live streams.",Text [1],"User reviews, technical specifications from developers, TechRadar, CNET"
mistral,Go Live,Number of Active Users,The total number of users actively using the app on a regular basis.,Integer [1],"App Annie, Sensor Tower, SimilarWeb"
mistral,Go Live,User Interface and Experience,"The ease of use, navigation, and overall user experience of the app.",Text [1],"User reviews, expert reviews from TechCrunch, Mashable"
mistral,Go Live,Monetization Options,The variety and effectiveness of monetization features for content creators.,Text [1],"Developer websites, user reviews, App Annie"
mistral,Go Live,User Base,The total number of active users on the platform.,Integer [1],"App Annie, Sensor Tower, SimilarWeb, Priori Data"
mistral,Go Live,User Engagement,The average time users spend on the app per session.,Float [1],"App Annie, Sensor Tower, SimilarWeb"
mistral,Go Live,App Store Rating,The average rating of the app on various app stores.,Float [1],"App Store, Google Play Store, Amazon Appstore"
mistral,Go Live,Live Streaming Features,The variety and quality of live streaming features offered by the app.,Text [*],"Official app websites, tech blogs, user reviews"
mistral,Go Live,Monetization Options,The availability and effectiveness of monetization options for streamers.,Text [*],"Official app websites, tech blogs, user reviews"
mistral,Go Live,Geographical Reach,The number of countries where the app is available and popular.,Integer [1],"App Annie, Sensor Tower, SimilarWeb"
mistral,Go Live,Community Interaction,The level of interaction and community building features within the app.,Text [*],"Official app websites, tech blogs, user reviews"
mistral,Go Live,Technical Stability,The stability and reliability of the app's performance during live streams.,Text [*],"User reviews, tech blogs, official app websites"
mistral,Go Live,User Engagement,The average time users spend on the app per session and the frequency of use.,Float [1],"App Annie, Sensor Tower, App Store, Google Play Store"
mistral,Go Live,User Reviews and Ratings,The average rating and the number of reviews on app stores.,"Float [1], Integer [1]","App Store, Google Play Store, AppBrain"
mistral,Go Live,Downloads,The total number of app downloads across all platforms.,Integer [1],"App Annie, Sensor Tower, Google Play Store, App Store"
mistral,Go Live,Stream Quality,"The overall quality of live streams, including resolution and buffering times.",Text [1],"User reviews, TechRadar, CNET"
mistral,Go Live,Social Features,"The availability and effectiveness of social features such as chat, comments, and sharing.",Text [1],"App Store descriptions, user reviews, TechCrunch"
mistral,Go Live,Monetization Options,The variety and effectiveness of monetization options for content creators.,Text [1],"App Store descriptions, user reviews, Influencer Marketing Hub"
mistral,Go Live,Global Availability,The number of countries where the app is available and popular.,Integer [1],"App Annie, Sensor Tower, SimilarWeb"
